Wavelength,Wavenumber,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
856.77,1066.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.9,1068.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.03,1069.96,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.17,1071.77,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.3,1073.59,0,0,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.43,1075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.57,1077.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.7,1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.83,1080.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.97,1082.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.1,1084.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.23,1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.36,1088.06,0,0,0,0,0,0,0,0,0,6.39,0,0.85,0,0,0,0,0,0,0,0,0
858.5,1089.87,0,0,0,0,0,0,0,0,0,6.39,0,0.85,0,0,0,0,0,0,0,0,0
858.63,1091.67,18.38,15.12,4.71,0,0,0,0,0,0,13.82,15.87,1.37,16.87,0,0,0,0,0,0,0,0
858.76,1093.48,18.38,15.12,4.71,0,0,0,0,0,0,7.43,28.76,0.51,16.87,0,0,0,0,0,0,0,0
858.9,1095.28,18.38,15.12,4.71,0,0,0,0,0,0,12.04,36.81,0.51,16.87,0,0,0,0,0,0,0,0
859.03,1097.08,0,0,0,0,0,0,0,0,0,4.61,25.03,0.02,0,0,0,0,0,0,0,0,0
859.16,1098.88,0,0,0,0,0,0,0,0,0,4.61,12.62,0.02,0,0,0,0,0,0,0,0,0
859.3,1100.68,2.58,0,0,0,0,0,0,0,0,0,6.81,0.02,0,0,0,0,0,0,0,0,0
859.43,1102.48,2.58,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0
859.56,1104.27,2.58,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0
859.69,1106.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.83,1107.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.96,1109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.09,1111.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.22,1113.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.36,1115.03,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0
860.49,1116.82,0,0,0,0,0,0,0,0,0,6.47,0.68,3.74,0,0,0,0,0,0,0,0,0
860.62,1118.61,0,0,0,0,0,0,0,0,0,6.47,5.76,37.54,3.82,3.19,0,0,0,0,0,0,0
860.75,1120.4,0,2.19,0,0,0,0,0,0,0,11.79,33.58,63.38,6.08,8.46,13.63,0,0,0,0,0,0
860.89,1122.19,0,2.19,0,0,0,0,0,0,0,33.78,63.6,78,29.56,31.26,37.12,0,0,0,0,0,0
861.02,1123.97,0,2.19,0,0,0,0,0,0,0,38.44,79.2,76.88,50.56,67.18,64.26,0,0,0,0,0,0
861.15,1125.76,0,6.79,0,0,0,6.48,4.15,0,0,92.08,94.83,109.11,77.92,107.13,80.22,0,0,0,0,0,8.25
861.28,1127.54,0,16.57,0,0,0,6.48,15.11,0,4.45,116.75,118.16,138.71,101.65,124.45,100.21,0,0,3.25,0,0,8.25
861.42,1129.33,5.02,32.35,14.63,0,0,16.65,19.55,0,14.15,152.35,152.41,162.9,113.29,122.34,114.79,0,0,8.9,7.5,9.63,9.79
861.55,1131.11,5.02,35.14,14.63,4.69,12.94,27.64,28.79,24.41,22.56,148.53,158.58,151.34,118.53,111.16,105.95,2.92,11.71,19.07,20.75,29.04,25.52
861.68,1132.89,12.05,25.51,14.63,4.69,12.94,31.86,20.95,39.53,22.68,146.3,160.01,163.04,104.01,128.23,93.69,23.76,25.05,39.32,54.86,56.68,81.42
861.81,1134.67,21.17,9.72,13.84,4.69,16.01,27.91,28.25,65.58,32.28,162.54,152.58,158.88,94.3,139.78,91.25,44.08,56.61,71.74,79.26,115.51,129.95
861.94,1136.45,21.17,0.15,13.84,0,3.07,19.75,14.86,46.61,41.68,127.93,104.29,127.86,90.41,147.13,80.94,42.76,65.8,92.66,106.16,137.18,133.99
862.08,1138.23,20.03,1.72,17.13,0,3.07,15.53,16.88,51.23,89.34,107.9,61.26,84.76,89.43,129.73,64.88,47.38,74.27,96.2,101.68,137.79,152.31
862.21,1140,5.88,1.72,3.29,0,0,10.43,28.05,64.98,106.14,71.69,24.7,76.47,103.92,93.81,40.3,58.51,103.58,118.91,126.7,147.58,159.8
862.34,1141.78,9.18,14.89,27.72,0,0,9.92,42.29,94.66,133.52,49.73,40.73,90.1,104.01,74.81,51.64,86.58,147.18,150.9,123,170.66,213.25
862.47,1143.55,3.31,13.18,24.43,2.41,9.85,31.43,67.06,103.02,114.6,49.8,39.8,73.54,72.29,62.5,52.01,89.72,206.5,177.28,145.03,184.13,232.09
862.6,1145.33,3.31,13.18,24.43,2.41,16.32,30.31,72.31,74.2,125.16,29.52,31.67,32.35,40.55,49.87,37.32,87.35,210.32,151.16,156.57,164.1,274.11
862.74,1147.1,0,0,0,20.36,34.09,28.22,83.81,58.96,107.97,25.32,28.46,10.07,12.39,30.62,16.74,79.94,196.76,155.33,169.39,142.7,314.75
862.87,1148.87,0,0,14.62,23.53,43.34,18.7,76.56,58.97,112.03,0.84,16.98,10.07,12.39,3.14,1.2,100.47,190.82,183.45,155.49,165.58,316
863,1150.64,0,0,14.62,23.53,54.16,32.55,65.56,74.56,90,0.84,14.17,6.86,2.88,3.14,9.34,107.28,209.49,194.52,122.88,175.07,314.21
863.13,1152.41,0,0,14.62,19.2,68.9,28.2,57.14,68.74,84.23,0,0,0,0,0,10.52,105.38,221.45,215.53,120.55,212.52,292.04
863.26,1154.18,0,0,0,44.56,79.34,34.55,54.09,68.29,79.16,3.79,0,6.05,0,0,10.52,110.2,231.46,212.94,124.28,227.37,296.94
863.4,1155.95,0,0,0,50.82,85.91,37.04,57.51,66.63,54.53,3.79,8.18,6.05,0,0,2.39,121.53,250.32,248.19,136.85,246.06,328.34
863.53,1157.72,0,1.44,0,37.2,82.96,59.67,50.4,82.12,58.07,3.79,8.18,9.87,3.06,10.81,6.55,156.69,275.35,246.94,136.6,258.25,329.26
863.66,1159.48,0,1.44,0,27.65,64.48,42.43,50.76,73.42,52.42,0,11.31,3.82,17.66,12.8,6.55,153.36,278.55,257.87,136.85,247.29,326.01
863.79,1161.25,0,1.44,0,42.57,47.8,42.34,52.93,58.85,76.94,0,3.13,3.82,17.66,30.98,6.55,135.2,262.25,272.96,147.94,221.83,319.28
863.92,1163.01,0,0,0,50.56,55.26,38.05,53.57,60.76,89.24,0,3.13,0,18,39.89,0,127.21,290.13,289.23,141.21,188.55,321.72
864.05,1164.77,0,0,5.98,66.32,57.09,64.13,53.58,69.69,113.9,6.81,0,0,3.4,48.5,0,136.61,292.07,330.56,151.87,203.33,346.56
864.19,1166.54,0,0,5.98,56.11,65.94,72.9,62.94,82.99,109.59,6.81,0,0,4.29,30.32,24.24,152.74,311.07,326.95,127.26,214.51,349.14
864.32,1168.3,3.46,0,5.98,83.92,49.49,85.36,93,77.31,118.31,6.81,0,5.03,4.72,40.99,43.7,179.27,282.13,337.41,157.38,227.09,379.44
864.45,1170.06,3.46,2.77,0,56.32,56.29,70.41,73.03,57.22,94.61,0,0,23.52,14.05,30.39,43.7,171.07,267.81,297.81,159.12,209.95,348.37
864.58,1171.81,3.46,5.55,0,52.41,40.24,79.15,53.7,58.16,85.95,0,0,26.93,20.76,30.39,22.66,190.27,254.22,295.94,179.59,206.55,332.36
864.71,1173.57,0,11.46,0,21.65,52.53,81.37,35.18,53.57,80.75,5.47,1.45,47.01,39.95,22.81,9.09,191.31,247.8,286.91,158.9,212.99,315.86
864.84,1175.33,0,8.68,0,12.11,57.3,89.72,47.08,64.12,84.03,5.47,1.45,28.51,47.61,24.23,20.26,178.19,279.22,285.72,152.05,217.93,306.88
864.97,1177.08,0,5.91,16.31,8.4,65.86,61.99,52.95,43.25,88.89,5.47,1.45,42.32,48.2,33.49,40.74,192.35,274.59,282.15,143.16,194.17,303.18
865.11,1178.84,0,19.57,16.31,3.36,32.99,26.61,30.55,47.31,71.34,0,9.59,17.21,25.18,10.68,37.81,174.13,258.92,242.86,147.55,162.02,272.1
865.24,1180.59,11.99,46.74,50.29,3.36,49.51,16.71,57.92,59.61,75.04,11.49,27.06,30.57,35.94,26.33,35.8,196.19,243.19,247.19,179.55,155.83,266.32
865.37,1182.34,22.48,67.42,63.81,31.73,56.28,28.4,63.2,76.16,85.66,17.42,27.06,13.36,34.61,22.24,40.71,176.87,237.75,248.46,183.18,148.93,249.82
865.5,1184.1,22.48,67.16,79.61,46.61,71.44,38.25,75.91,50.92,79.86,17.42,17.47,13.36,34.61,39.28,46.87,172.5,228.92,236.69,172.77,136.98,271.27
865.63,1185.85,10.49,39.99,45.63,46.61,30.49,27.56,50.14,20.28,45.27,5.94,0,0,6.87,22.21,37.71,161.19,167.16,196.32,114.74,86.76,234.8
865.76,1187.6,0,19.31,15.8,24.08,25.68,9.85,26.21,0,34.3,0,0,0,0,34.2,9.13,121.05,135.24,172.78,80.9,50.72,201.17
865.89,1189.35,0,0,0,9.2,10.52,0,13.5,0,16.06,0,0,0,0,17.16,0,89.2,97.27,156.53,37.55,16.69,94.82
866.02,1191.09,0,0,0,9.2,10.52,0,0,0,16.06,0,0,0,0,17.16,0,55.3,72.59,109.23,16.25,2.02,56.33
866.15,1192.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.34,24.19,72.55,0,0,1.14
866.29,1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,45.52,50.93,0,0,0
866.42,1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53,67.25,48.71,0,0,0
866.55,1198.07,0,0,0,0,0,0,0,5.21,0,0,0,0,0,0,0,16.88,80.15,20.63,0,0,0
866.68,1199.82,0,0,0,0,0,0,0,9.37,0,0,0,0,0,0,0,16.88,41.33,12.19,0,0,0
866.81,1201.56,0,12.89,0.79,0,1.09,0,0,9.37,0,0,0,0,6.23,0,0,26.57,21.91,16.82,0,0,4.72
866.94,1203.3,0,12.89,0.79,0,1.09,0,0,4.16,0,0,0,0,6.23,0,0,21.21,19.45,23.77,0,0,11.89
867.07,1205.04,0,32.91,0.79,0,1.09,0,0,0,0,0,0,0,6.23,0,0,21.21,18.96,16.42,0,23.08,11.89
867.2,1206.78,7.86,26.91,0,3.2,0,0.39,0,0,0,0,0,0,0,0,1.33,11.13,38.51,6.95,15.15,44.52,7.17
867.33,1208.51,7.86,26.91,0,10.24,0,0.39,0,0,0,0,0,0,0,2.82,1.33,0,30.79,0,19.07,66.46,0
867.46,1210.25,7.86,6.89,0,10.24,3.85,0.39,21.92,10.28,0,0.69,0,0,0,2.82,1.33,2.42,30.79,0,22.24,59.61,12.79
867.59,1211.98,0,0,0,7.04,3.85,0,21.92,16.58,0,0.69,0,0,2.96,2.82,0,2.42,16.42,0,22.64,59.16,12.79
867.72,1213.72,21.02,18.76,21.72,8.16,3.85,1.64,35.26,33.24,19.81,0.69,2.72,0,26.12,0,16.56,10.28,19.99,4.23,35.99,84.33,28.52
867.85,1215.45,24.61,27.76,21.72,21.41,9.82,1.64,13.33,38.98,43.79,0,5.63,0,26.12,0,16.56,16.14,19.99,18.96,53.19,68.1,15.73
867.98,1217.19,24.61,27.76,27.73,26.21,9.82,1.64,13.56,32.68,62.05,8.56,5.63,0,23.16,0,16.56,28.63,19.25,27.01,52.22,71.29,28.94
868.12,1218.92,3.59,9,15.4,26.08,9.82,0,7.96,16.02,55.47,8.56,2.91,0,0,0,0,20.77,26.69,22.78,34.95,24.19,13.21
868.25,1220.65,9.9,15.34,35.06,17.99,0,0,18.44,5.06,47.58,15.67,6.45,0,1.92,0,5.16,22.7,28.91,8.04,17.89,25.54,15.31
868.38,1222.38,26.73,23.29,34,31.47,12.57,10.39,18.22,21.86,48.61,7.11,6.45,0,1.92,9.63,11.53,10.21,28.7,0,22.46,1.35,3.81
868.51,1224.1,26.73,23.29,40.31,23.44,12.57,10.39,10.48,21.86,35.38,7.11,6.45,0,1.92,9.63,11.53,21.88,14.03,0,23.59,1.35,3.81
868.64,1225.83,16.83,7.95,28.42,18.29,12.57,10.39,0,26.65,22.9,0,0,0,1.57,9.63,6.37,42.34,20.72,3.67,20.28,0,1.7
868.77,1227.56,0,0,23.47,3.08,0,0,0,9.85,3.61,0,0,0,1.57,0,0,51.67,10.58,3.67,1.13,0,0
868.9,1229.28,2.12,0,7.77,6.45,0,0,0,9.85,8.24,0,0,0,1.57,0,0,40,10.58,3.67,0,0,0
869.03,1231.01,2.12,0,6.19,6.45,5.45,19.81,0,0,4.63,0,0,2.09,0,0,0,9.34,1.66,0,0,0,0
869.16,1232.73,2.12,0,6.19,19,5.45,25.14,0,0,33.98,0,0,2.09,0,0,0,0,0,0,0,0,0
869.29,1234.45,0,0,6.19,28.9,5.45,25.14,0,0,31.08,0,0,2.09,0,0,0,0,0,0,0,0,0
869.42,1236.18,0,0.3,0,33.06,0,14.16,0,0,31.08,0,0,0,0,0,0,0,0,0,0,2.31,0
869.55,1237.9,0,0.3,0,17.43,0,24.31,0,0,1.72,0,0,0,0,0,0,0,0,0,0,2.31,0
869.68,1239.61,3.28,0.3,0,7.86,6.77,24.31,4.11,0,0,0,0,0,0,0,0,0,0,0,7.66,2.31,0
869.81,1241.33,3.28,0,0,4.78,6.77,15.48,4.11,0,0.08,0,0,0,0,0,0,0,0,0,7.66,0,0
869.94,1243.05,3.28,0,0,4.78,6.77,0,4.11,0,0.08,0,0,0,0,0,0,0,0,0,7.66,0,0
870.07,1244.77,0,0,0,1.06,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
870.2,1246.48,0,0,0,4.39,0,0,0,0,9.57,0,0,0,0,0,0,0,0,0,0,0,0
870.33,1248.2,0,5.26,0,11.17,6.21,0,0,0,19.59,0,0,0,0,0,15.23,0,0,0,0,0,0
870.46,1249.91,0,5.26,0,11.17,6.21,0,0,0,24.38,0,0,0,0,0,15.23,0,0,0,0,0,0
870.59,1251.62,5.54,5.26,0,17.81,6.21,0,0,5.28,28.5,0,0,0,1.14,0,18.86,16.4,0,0,0,0,0
870.72,1253.33,5.63,0,0,11.03,0,0,5.66,5.28,18.49,0,0,0,1.14,0,3.62,35.79,0,0,0,0,0
870.85,1255.04,5.63,1.48,0,13.79,0,8.63,5.66,5.28,13.7,0,0,0,1.14,0,3.62,83.08,0,0,0,0,0
870.98,1256.75,0.09,1.48,0,20.07,0,11.47,17.38,0,0,0,0,0,0,0,0,81.1,0,0,2.93,0,0
871.11,1258.46,0,1.48,0,35.93,0,11.47,11.72,0,0,0,0,0,0,0,1.06,86.96,0,6.36,25.38,13.06,9.35
871.24,1260.17,12.06,7.34,9.14,55.04,24.01,2.87,11.72,0,0,0,12.85,0,0,2.47,1.06,59.89,0,15.44,50.82,13.06,9.35
871.36,1261.87,12.71,13.62,13.56,42.07,24.01,0.04,0,0,7.93,0,12.85,0,0,2.47,1.41,53.76,23.91,15.44,71.46,27.36,17.35
871.49,1263.58,22.41,13.62,17.05,30.45,24.01,0.04,6.03,0,14.82,0,12.85,0,0,2.47,0.34,46.37,23.91,9.66,60.84,24.24,8
871.62,1265.28,10.36,6.28,8.12,13.43,14.33,0,6.03,0,15.01,0,0,0,0,0,0.34,26.16,23.91,4.82,54.5,32.87,8
871.75,1266.99,19.43,1.37,3.7,9.09,14.33,9.78,6.03,0,7.08,0,0,0,0,0,0,21.44,8.11,4.82,56.23,18.57,0
871.88,1268.69,16.97,4.27,12.61,10.23,27.88,13.27,0,0,4.33,0,0,0,0,0,0,31.9,8.11,4.25,54.14,36.99,19.92
872.01,1270.39,25.31,4.27,12.39,5.39,13.55,13.27,0,0,4.14,0,0,0,0,0,0,31.9,8.11,5.38,48.78,28.37,22.63
872.14,1272.09,16.36,11.66,20.66,5.39,14.02,3.49,0,0,9.59,0,0,0,0,0,0,42.26,0,5.38,41.59,38.9,22.63
872.27,1273.79,9.11,8.76,8.26,0,0.47,0,0,0,5.45,0,0,0,0,0,0,13.95,0,5.38,31.86,10.54,2.71
872.4,1275.49,6.76,8.76,8.26,0,0.47,0,0,0,5.45,0,0,0,0,0,0,30.61,0,0,18.11,29,29.2
872.53,1277.18,5.99,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,18.46,18.46,29.2
872.66,1278.88,5.99,5.9,1.01,0,0,1.49,0,0,0,0,0,0,0,0,0,29.67,0,0,26.82,50.82,29.2
872.79,1280.57,0,5.9,1.01,0,0,1.49,0,0,0,0,0,0,0,0,0,17.67,0,10.97,45.88,32.36,0
872.92,1282.27,0,0,1.01,0,0,1.49,0,2.28,0,0,0,0,0,0,0,17.67,0,10.97,37.98,40.71,0
873.05,1283.96,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,4.66,0,13.27,76.59,16.51,2.8
873.17,1285.65,10,23.02,0,11.45,20.97,0,1.42,30.42,6.46,0,0,0,0,0,0,0,10.85,17.95,78.82,49.38,15.04
873.3,1287.34,10,23.02,0,11.45,20.97,0,1.42,28.13,6.46,0,0,0,0,0,0,0,13.29,20.54,90.12,74.53,15.04
873.43,1289.03,34.03,29.76,6.28,11.45,20.97,0,1.42,28.13,16.04,0,0,0,0,0,3.32,19.45,20.68,18.25,72.26,92.19,26.51
873.56,1290.72,28.16,8.9,6.28,4.17,0,0,11.17,1.19,9.59,0,0,0,0,0,8,32.34,31.08,7.34,104.24,100.36,24.83
873.69,1292.41,48.49,42.27,13.87,11.74,5.76,1.47,24.65,22.34,27.22,7.01,11.81,4.54,15.14,22.23,25.82,90.13,60.21,46.49,169.95,132.27,80.13
873.82,1294.1,68.78,46.23,8.84,18.84,22.7,6.79,27.88,38.56,31.47,25.32,34.9,28,27.26,30.07,54.91,107.51,70.18,66.35,225.51,169.01,94.02
873.95,1295.78,79.21,61.67,8.84,14.67,22.7,6.79,16.71,37.37,34.73,45.47,48.52,46.96,42.25,37.06,50.23,131.74,87.98,99.51,250.58,176.94,134.77
874.08,1297.47,74.56,54.69,29.87,7.1,32.97,5.32,18.66,24.3,47.02,68.69,83.08,93.11,67.2,40.22,58.37,148.24,117.74,113.96,257.26,186.48,141.8
874.2,1299.15,70.49,75.96,61.49,7.95,27.15,16.12,18.85,16.8,33.19,69.49,70.23,113.17,73.74,57.96,58.42,152.7,152.78,142.68,263.24,181.31,168.45
874.33,1300.84,71,85.15,71.5,18.24,43.29,16.12,21.17,21.74,41.96,72.21,67.96,124.82,93.53,84.95,99.3,153.77,173.44,164.36,268.83,214.43,193.06
874.46,1302.52,91.87,90.69,75.72,32.21,31.74,35.57,5.74,19.84,33.09,78.95,50.71,98.49,75.02,87.96,107.29,122.23,156.15,176.43,241.49,203.62,198.73
874.59,1304.2,99.11,88.93,68.97,24.26,30.89,19.45,2.32,11.12,33.09,97.39,55.15,71.19,78.53,77.33,95.32,112.76,160.93,182.56,232.22,214.53,183.47
874.72,1305.88,108.25,107.08,69.46,13.97,35.95,40.25,37.04,29.48,49.15,114.4,70.51,89.13,92.95,73.96,76.59,135.9,158.66,190.63,212.23,197.4,152.83
874.85,1307.56,110.98,80.48,51.87,17.62,39.6,25.86,48.56,40.09,48.46,105.33,79.12,96.66,88.3,71.5,65.44,130.99,145,181.99,241.53,195.23,128.15
874.98,1309.24,77.63,72.47,45.2,18.97,33.82,34.95,48.56,40.09,60.52,80.84,80.97,83.43,70.22,78.95,52.55,131.7,126.96,146.3,228.44,175,107.75
875.1,1310.91,64.19,46.36,34.69,18.97,12.63,21.05,11.52,16.78,37.64,40.96,60.07,53.45,21.01,62.98,39.23,91.69,84.54,97.89,175.98,140.4,79.31
875.23,1312.59,28.56,44.07,19.44,1.34,4.5,16,0,0,17.28,13.05,22.34,21.57,19.99,37.04,20.38,53.83,54.15,38.28,101.36,113.98,35.99
875.36,1314.26,15.06,30.91,0,0,0,6.91,0,0,5.22,0.74,14.05,34.53,31.11,22.35,12.79,21.31,15.01,19.25,74.25,68.06,16.82
875.49,1315.94,11.15,12.07,0,8.52,0,0,0,0,0,8.66,8.67,22.74,45.51,7.71,16.66,0,0,0,83.09,37.7,0
875.62,1317.61,9.82,24.41,22.64,8.52,0,0,0,0,0,10.99,23.17,29.9,40.46,7.71,12.7,0,0,0,66.88,9.03,0
875.75,1319.28,29.74,36.33,34.52,8.52,0,0,0,0,0,29.43,32.62,13.94,28.65,11.1,36.95,0,0,0,25.71,6.85,0
875.87,1320.95,22.87,51.64,63.09,0,0.29,0,0,0,0,26,32.19,8.77,15.32,11.1,24.25,0,0,0,5.39,6.85,0
876,1322.62,35.73,48.16,40.45,0,0.29,0,0,0,0,31.04,36.24,1.61,14.45,11.1,24.25,0,0,0,0,0,0
876.13,1324.29,20.73,47.49,45.79,0,0.29,0,0,0,0,11.86,18.55,1.61,11.05,0.23,9.36,0,0,0,0,0,0
876.26,1325.96,23.12,45.29,17.21,0,0,0,0,0,0,18.17,18.55,4.53,9.98,0.23,9.36,0,0,0,0,0,0
876.39,1327.63,9.83,44.67,17.21,0,0,0,0,0,0,10.8,0,4.53,0,0.23,9.36,0,0,0,0,0,0
876.51,1329.29,4.28,40.64,11.85,0,0,0,0,0,0,10.96,0,4.53,1.58,0,9.44,0,0,0,0,0,0
876.64,1330.96,12.49,51.51,27.78,0,0,0,0,0,0,1.68,6.39,0,1.58,6,17.21,0,0,0,0,0,0
876.77,1332.62,23.73,51.41,29.57,0,0,0,0,0,0,14.34,6.39,6.97,6.06,25.47,20.45,0,0,0,0,0,0
876.9,1334.28,44.07,37.23,29.39,0,0,0,0,0,0,26.33,6.39,6.97,19.81,39.08,11.01,0,0,0,0,0,0
877.03,1335.95,54.47,18.29,16.79,0,0,0,0,0,0,26.23,25.3,14.31,23.79,33.08,13.52,0,0,0,0,0,0
877.15,1337.61,56.12,7.11,22.44,0,0,0,0,0,0,13.57,37.98,7.34,27.04,25.85,16.61,0,0,0,0,0,0
877.28,1339.27,36.47,5.11,11.45,0,0,0,0,0,0,1.42,45.18,7.34,21.32,18.99,16.61,0,0,0,0,0,0
877.41,1340.92,30.39,24.36,19.37,3.15,0,0,0,0,0,8.83,38.94,2.03,21.85,32.91,26.97,0,0,0,0,0,0
877.54,1342.58,20.34,25.8,16.98,3.15,0,0,0,0,0,8.83,37.71,13.11,27.07,36.98,24.68,0,0,0,0,0,0
877.66,1344.24,55.21,53.99,31.5,3.15,0,0,0,0,0,26.83,59.74,15.59,43.2,60.3,52.8,0,0,0,0,0,0
877.79,1345.9,57.1,46.87,30.72,1.95,0,0,0,0,0,65.53,63.78,35.23,65.69,77.65,56.12,0,0,0,0,0,0
877.92,1347.55,77.46,74.89,44.41,4.36,9.42,2.46,0,0,0,85.61,59.63,30.01,65.98,68.8,69.91,0,0,0,0,0,0
878.05,1349.2,64.06,70.82,46.67,11.7,9.42,10.82,0,0,0,96.36,55.39,52.03,73.19,72.19,46.61,0,0,0,0,0,0
878.17,1350.86,66.03,65.45,62.63,9.75,10.89,10.82,0,0,0,49.8,47.17,41.08,74.09,70.28,42.34,0,0,0,0,0,0
878.3,1352.51,40.94,63.54,58.39,7.34,1.47,8.36,0,0,0,42.71,46.42,69.25,78.78,63.5,46.87,0,0,0,0,0,0
878.43,1354.16,22.4,52.32,40.93,0,1.47,0,0,0,0,35.3,32.35,66.79,79.18,42.41,42.09,0,0,0,0,0,0
878.56,1355.81,7.44,40.52,14.5,3.43,0,0,0,0,0,41.81,41.54,74.57,82.15,30.23,42.56,0,0,0,0,0,0
878.68,1357.46,7.44,46.13,6.11,20.04,0,1.55,0,0,0,64.89,58.29,68.26,88.03,45.97,31.61,0,0,0,0,0,0
878.81,1359.1,7.98,64.32,30.55,27.18,0,1.55,0,0,0,57.55,71.3,70.86,73.83,46.29,39.56,0,0,0,0,0,0
878.94,1360.75,23.87,92.03,56.56,32.31,0,1.55,0,0,0,85.9,68.99,75.81,47.98,47.96,37.55,0,0,0,0,0,0
879.06,1362.4,23.87,67.5,58.68,15.7,0,0,0,0,0,60.16,45.67,75.35,43.71,46.21,47.44,0,0,0,0,0,0
879.19,1364.04,37.37,51.98,44.17,8.56,0,6.07,0.19,0,0,67.11,37.63,80.91,43.47,45.82,52.03,0,0,0,0,0,0
879.32,1365.69,19.67,37.94,44.12,0,0,6.07,0.19,0,0,51.52,32.38,70.6,48.7,37.24,43.08,0,0,0,0,0,0
879.45,1367.33,27.74,31.69,46.54,0,0,6.07,0.19,0,0,56.4,46.19,75.42,42.72,23.45,40.6,0,0,0,0,0,0
879.57,1368.97,14.76,35.03,48.88,17.11,0,5.27,0,0,8.88,44.53,44.32,45.22,61.33,21.91,40.36,0,0,0,0,0,0
879.7,1370.61,14.36,24.61,22.92,17.11,1.42,5.27,0,0,8.88,42.89,27.82,40.87,52.51,20.28,44.04,0,0,0,0,0,0
879.83,1372.25,35.2,36.44,24.75,17.11,1.42,5.27,0,0,8.88,39.5,21.77,8.78,55.94,36.22,49.63,0,0,0,0,0,0
879.95,1373.89,63.4,46.95,12.49,0,1.42,0,0,0,4.33,43.14,7.76,26.95,31.07,46.86,37.28,0,0,0,0,0,0
880.08,1375.53,61.78,43.7,25.56,0,0,0,0,0,4.33,47.79,19.63,27.89,44.88,40.52,37.25,0,0,0,0,0,0
880.21,1377.16,63.04,54.93,50.79,0,12.97,0,0,0,12.42,79.13,52.31,51.14,52.38,39.21,28.58,0,0,0,0,0,0
880.33,1378.8,30.16,34.19,71.49,0,12.97,0,0,0,8.09,86.15,75.66,45.45,43.23,22.25,35.88,0,0,0,0,0,0
880.46,1380.43,57.86,54.49,58.41,0,12.97,0,0,0,8.09,62.89,63.79,47.33,45.33,38.2,50.47,0,0,0,0,0,0
880.59,1382.07,48.74,46.68,26.6,0,0,0,0,0,0,45.85,33.08,37.9,40.46,45.51,50.08,0,0,0,0,0,0
880.71,1383.7,75.24,37.93,27.59,0,0,0,0,0,0,26.12,9.74,25.42,65.38,41.07,55.83,0,0,0,0,0,0
880.84,1385.33,83.06,30.72,56.62,5.81,0,0,0,0,0,54.87,55.11,35.26,74.77,43.98,62.38,0,0,0,0,0,0
880.97,1386.96,105.67,39.31,85.21,14.6,6.47,0,0,0,0,41.55,65.8,44.56,76.96,55.02,72.06,0,0,0,0,0,0
881.09,1388.59,97.65,48.01,85.49,14.6,12.92,0,0,0,0,72.08,96.29,79.06,54.85,61.96,87.76,0,0,0,0,0,0
