Wavelength,Wavenumber,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
902.07,1652.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.18,1653.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.3,1655.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.42,1656.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.54,1658.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.66,1659.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.78,1661.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902.9,1662.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.01,1664.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.13,1665.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.25,1666.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.37,1668.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.49,1669.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903.6,1671.33,0,0,0,0,0,0,0,0,0,0,8.97,0,0,0,0,0,0,0,0,0,0
903.72,1672.77,0,0,0,0,0,0,0,0,0,0,8.97,0,0,0,0,0,0,0,0,0,0
903.84,1674.21,0,0,0,0,0,0,0,0,0,0,8.97,0.98,0,0,0,0,0,0,0,0,0
903.96,1675.66,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0
904.08,1677.1,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0
904.19,1678.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.31,1679.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.43,1681.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.55,1682.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.66,1684.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.78,1685.72,7.25,16.05,7.3,0,0,0,0,0,0,0,7.57,0,0,0,0.54,0,0,0,0,0,0
904.9,1687.15,7.25,16.05,7.3,0,0,0,0,0,0,0,7.57,0,0,0,0.54,0,0,0,0,0,0
905.02,1688.59,7.25,16.05,9.16,0,0,0,0,0,0,6.6,14.41,0,0,0,0.54,0,0,0,0,0,0
905.13,1690.02,0,0,1.85,0,0,0,0,0,0,6.6,6.84,0,0,0,0,0,0,0,0,0,0
905.25,1691.45,0,0,1.85,0,0,0,0,0,0,6.6,6.84,0,0,0,0,0,0,0,0,0,0
905.37,1692.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905.48,1694.31,11.75,2.69,1.17,0,0,0,0,0,0,20.06,18.91,14.9,2.54,2.96,4.68,0,0,0,0,0,0
905.6,1695.74,11.75,12.72,1.17,0,0,0,0,0,0,25.81,18.91,14.9,2.54,2.96,13.91,0,0,0,0,0,0
905.72,1697.16,11.75,12.72,1.17,0,0,0,0,0,0,37.7,19.63,17.66,2.54,2.96,17.78,0,0,0,0,0,0
905.84,1698.59,0,10.03,0,0,0,0,0,0,0,19.89,0.72,2.75,0,0,13.1,0,0,0,0,0,0
905.95,1700.01,0,0,0,0,0,0,0,0,0,14.14,0.72,2.75,0,0,3.88,0,0,0,0,0,0
906.07,1701.44,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0
906.19,1702.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906.3,1704.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906.42,1705.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906.54,1707.12,0,0,0,0,0,0,0,0,0,5.26,6.67,0,0,0,0,0,0,0,0,0,0
906.65,1708.54,0,0,0,0,0,0,0,0,0,5.26,6.67,0,0,0,0,0,0,0,0,0,0
906.77,1709.96,0,0,0,0,0,0,0,0,0,5.26,8.56,0,0,1.23,0,0,0,0,0,0,0
906.89,1711.38,0,0,0,0,0,0,0,0,0,0,1.89,0,0,1.23,0,0,0,0,0,0,0
907,1712.79,0,0,0,0,0,0,0,0,0,0,1.89,0,0,1.23,0,0,0,0,0,0,0
907.12,1714.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.24,1715.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.35,1717.04,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0
907.47,1718.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0
907.58,1719.86,0,0,0.64,0,0,0,0,0,0,0,0,0,5.33,3.16,4.77,0,0,0,0,0,0
907.7,1721.27,0,0,0.64,0,0,0,0,0,0,0,0,0,5.33,0,4.77,0,0,0,0,0,0
907.82,1722.68,0,0,0.64,0,0,0,0,0,0,0,0,0,5.33,0,4.77,0,0,0,0,0,0
907.93,1724.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.05,1725.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.16,1726.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.28,1728.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.4,1729.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.51,1731.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.63,1732.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.81,0,0,0,0,0,0
908.74,1733.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.81,0,0,0,0,0,0
908.86,1735.31,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,11.81,0,0,0,0,0,0
908.97,1736.71,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.61,3.35,0,0,0,0,0,0
909.09,1738.11,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.61,3.35,0,0,0,0,0,0
909.21,1739.51,0,0,0,0,0,0,0,0,0,0,0,0,3.05,3.61,3.35,0,0,0,0,0,0
909.32,1740.9,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0
909.44,1742.3,0.76,0,0,0,0,0,0,0,0,0,0,0,3.05,0,4.61,0,0,0,0,0,0
909.55,1743.69,0.76,11.47,8.27,0,0,0,0,0,0,11.64,0,0,16.51,0,9.61,0,0,0,0,0,0
909.67,1745.08,0.76,19.33,10.26,0,0,0,0,0,0,11.64,9.46,0,16.51,0,9.61,0,0,0,0,0,0
909.78,1746.48,0,19.33,10.26,0,0,0,0,0,0,11.64,10.53,0,16.58,11.44,15.12,0,0,0,0,0,0
909.9,1747.87,0.91,7.86,1.98,0,0,0,0,0,0,0,10.53,0,1.58,23.28,19.29,0,0,0,0,0,0
910.01,1749.26,3.45,0,0,0,0,0,0,0,0,0,12.93,0,17.31,24.96,24.62,0,0,0,0,0,0
910.13,1750.65,18.19,13.08,3.46,0,3.36,0,0,0,0,25.34,31.55,29.09,48.41,33.25,46.56,0,0,0,0,0,0
910.24,1752.03,17.28,16.32,4.38,0,3.36,0,0,0,0,41.85,52.41,58.03,61.5,38.21,54.16,0,0,0,0,0,0
910.36,1753.42,14.74,16.32,4.38,0,3.36,0,0,0,0,51.64,48.34,86.59,69.92,46.5,71.42,0,0,0,0,0,0
910.47,1754.81,0,3.24,0.93,0,0,0,0,0,0,27.94,53.94,64.24,53.67,50.11,56.34,0,0,0,0,0,0
910.59,1756.19,0,0,3.33,0,0,0,0,0,0,26.45,41.41,51.76,57.3,52.61,48.48,0,0,0,0,0,0
910.7,1757.58,0,4.62,3.33,0,0,0,0,0,0,26.96,38.55,30.95,59.26,70.77,38.61,0,0,0,0,0,0
910.82,1758.96,1.27,4.62,7.02,0,0,0,0,0,4.88,52.79,34.01,49.46,63.55,86.25,51.73,0,0,0,0,0,0
910.93,1760.34,7.94,4.62,3.69,0,0,0,0,0,4.88,52.61,25.68,51.63,87.16,88.06,64.85,0,0,0,0,0,0
911.05,1761.72,12.67,10.49,14.39,0,0,0,0,0,4.88,62.54,63.23,66.56,91.54,88.64,88.4,0,0,0,0,0,0
911.16,1763.1,30.95,20.45,32.19,0,0,2.92,0,0,0,59.46,82.78,59.49,122.25,89.22,101.29,0,0,0,0,0,0
911.27,1764.48,31.66,24.54,39.11,0,0,2.92,0,0,0,80.81,106.89,70.86,99.06,106.23,119.61,0,0,0,0,0,0
911.39,1765.86,26.94,25.71,38.89,0,0,2.92,0,0,2.05,102.71,79.09,78.77,106.76,107.46,122.14,0,0,0,0,0,0
911.5,1767.24,8.85,27.53,23.32,0,0,0,0,0,2.05,82.27,67.61,85.01,74.78,104.35,108.67,0,0,0,0,0,0
911.62,1768.61,1.47,26.46,16.39,0,0,0,0,0,2.05,57.27,60.24,84.02,79.9,81.67,97.31,0,0,0,0,0,0
911.73,1769.99,8.46,18.38,5.92,0,0,0,0,0,0,49.25,74.19,66.35,75.69,87.66,105.6,0,0,0,0,0,0
911.85,1771.36,6.99,6.59,0,0,0,0,0,0,0,45.31,61.02,58.22,68.69,69.19,101.11,0,0,0,0,0,0
911.96,1772.73,14.37,16.16,0,0,0,0,0,0,0.57,45.28,55.96,44.2,82.45,89.16,99.72,0,0,0,0,0,0
912.07,1774.11,20.57,12.58,0,0,0,0,0,0,0.57,27.8,41.77,55.4,69.77,71.01,81.55,0,0,0,0,0,0
912.19,1775.48,36,34.48,15.9,7.82,7.76,3.73,4.89,14.12,20.3,78.01,68.13,67.8,102.3,93.07,82.26,0,0,0,0,0,0
912.3,1776.85,30.5,21.9,15.9,7.82,7.76,3.73,4.89,14.12,19.73,73.84,65.27,56.31,70.27,77.24,54.67,0,0,0,0,0,0
912.42,1778.22,30.66,50.66,25.63,11.44,22.92,7.2,4.89,18.83,25.82,90.66,64.72,60.81,78.23,89.07,56.14,0,0,0,0,0,0
912.53,1779.58,28.03,28.76,9.72,3.61,15.15,3.47,0,4.71,6.09,66.7,35.72,45.85,47.73,68.78,52.16,0,0,0,0,0,0
912.64,1780.95,26.14,28.76,9.72,3.61,15.15,3.47,0,4.71,6.09,59.7,29.27,48.11,42.21,49.37,60.79,0,0,0,0,0,0
912.76,1782.32,12.8,18.13,0,0,0,0,0,0,0,28.16,15.36,19.49,12.97,28.51,30.38,0,0,0,0,0,0
912.87,1783.68,0,18.13,0,0,0,0,0,0,0,1.92,2.35,5.75,0,8.9,8.64,0,0,0,0,0,0
912.99,1785.05,0,18.13,0,0,0,0,0,0,0,1.92,0,0,0,8.73,0,0,0,0,0,0,0
913.1,1786.41,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,3.61,0,0,0,0,0,0
913.21,1787.77,0,0,0,0,0,0,0,0,0,1.02,0,0,0,6.06,3.61,0,0,0,0,0,0
913.33,1789.13,0,0,0,0,0,0,0,0,0,1.02,0,0,0,6.06,3.61,0,0,0,0,0,0
913.44,1790.49,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0
913.55,1791.85,3.13,5.59,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.67,1793.21,3.13,8.57,6.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.78,1794.57,10.74,14.59,6.68,0,0,6.61,0,0,0,11.14,15.46,0,3.49,0.65,8.05,0,0,0,0,0,0
913.89,1795.92,8.18,19.61,0,0,0,6.61,0,0,0,11.24,23.54,3.95,3.49,15.5,15.96,0,0,0,0,0,0
914.01,1797.28,19.7,19.17,7.54,0,0,6.61,0,0,0,16.98,30.91,9.87,3.49,23.22,15.96,0,0,0,0,0,0
914.12,1798.63,19.34,26.39,23.1,0,0,0.94,0,0,0.63,5.85,15.45,21.2,1.98,24.25,12.97,0,0,0,0,0,0
914.23,1799.98,18.77,15.78,23.1,0,0,0.94,0,0,0.63,5.74,16.31,17.25,1.98,9.4,5.06,0,0,0,0,0,0
914.35,1801.34,7.25,20.63,15.55,0,0,0.94,0,0,0.63,0,23.94,11.33,1.98,1.68,7.15,0,0,0,0,0,0
914.46,1802.69,6.95,7.4,0,2.6,0,0,0,0,0,11.24,32.77,0,5.56,0,2.91,0,0,0,0,0,0
914.57,1804.04,16.38,7.71,1.21,9.95,0,0,0,0,0,14.65,30.16,0,15.89,1.2,2.91,0,0,0,0,0,0
914.68,1805.39,16.38,0.31,6.07,9.95,0,0,0,0,0,14.65,15.16,0,15.89,1.2,0.82,0,0,0,0,0,0
914.8,1806.73,13.25,6.3,6.07,7.34,0,2.88,0,0,1.55,3.41,16.41,0,10.33,1.2,0,0,0,0,0,0,0
914.91,1808.08,3.83,5.99,4.86,0,0,2.88,0,0,1.55,0,10.08,0,0,0,0,0,0,0,0,0,0
915.02,1809.43,3.83,5.99,0,0,0,2.88,0,0,1.55,0,10.08,0,0,0,0,0,0,0,0,0,0
915.13,1810.77,12.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.25,1812.12,12.66,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.36,1813.46,12.66,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.47,1814.8,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.58,1816.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
915.7,1817.48,0,1.16,0,0,0.51,0,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0
915.81,1818.82,3.51,5.6,12.44,6.83,0.51,0,3.66,0,4.61,0,0,17,0.76,2.21,9.12,5.57,0,0,0,15.95,9.37
915.92,1820.16,3.51,5.6,12.44,6.83,0.51,0,3.66,0,4.61,0,0,17,0.76,0,9.12,5.57,0,0,0,15.95,9.37
916.03,1821.5,3.51,4.45,12.95,6.83,0,0,3.66,0,4.61,0,0,17,0.76,0,9.12,5.57,0,0,4.25,15.95,9.37
916.15,1822.83,0,9.39,1.83,4.59,0,0,0,0,0,4.99,6.43,5.13,1.06,3.67,3.28,0,0,0,14.81,0,0
916.26,1824.17,3.93,9.39,1.83,4.59,0,0,0,0,0,4.99,6.43,5.13,1.06,3.67,3.28,0,0,0,14.81,0,0
916.37,1825.5,13.15,17.75,5.24,11.01,0,0.32,0,0,0,4.99,21.3,5.13,11.79,3.67,3.28,0,0,0,10.56,0.72,0
916.48,1826.83,13.15,18.43,4.51,6.42,0,0.32,0,0,0,2.21,14.87,0,10.73,0.59,0,0,0,0,0,0.72,0
916.59,1828.17,12.55,18.43,19.11,10.11,5,1.5,0,0,0,6.86,14.87,0,11.21,0.59,0,0,0,0,1.69,1.07,0
916.71,1829.5,12.59,10.06,15.2,3.68,5,1.18,0,0,0,6.86,5.37,2.43,0.48,0.59,0,0,0,0,1.69,1.71,0
916.82,1830.83,12.59,0,14.6,3.68,5,1.18,0,0,0,7.05,5.37,2.43,0.48,0,0,0,0,0,12.11,1.71,3.04
916.93,1832.16,9.26,7.81,0,0,7.42,2.59,0,0,0,11.33,5.37,2.43,0,0,2.48,0,0,0,10.42,1.36,3.04
917.04,1833.49,3.48,19.28,6.9,0,8.07,2.59,0,0,0,11.33,7.4,1.13,15.62,0,2.48,0,0,0,16.36,15.05,3.04
917.15,1834.81,3.48,19.28,6.9,0,8.07,2.59,0,0,0,8.93,7.4,1.13,15.62,0,2.48,0,0,0,5.95,15.05,0
917.26,1836.14,4.21,11.48,6.9,3.51,0.65,0,0,0,0,0,7.4,1.13,15.62,0.41,0,2.17,0,0.89,5.95,17.04,0
917.38,1837.46,0.73,0,0,3.51,0,0,0,0,0,0,0,0,0,0.41,0,2.17,0,0.89,0,1.99,0
917.49,1838.79,0.73,0,0,3.51,0,0,0,0,0,0,0,0,0,0.41,0,2.17,0,0.89,0,1.99,0
917.6,1840.11,3.85,0,0.72,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,9.13,0,2.05
917.71,1841.43,4.03,0,6.39,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,15.84,0,2.05
917.82,1842.75,4.03,0,6.39,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,18.66,10.77,7.86
917.93,1844.07,0.18,0,5.67,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,10.77,5.81
918.04,1845.39,8.89,0,15.58,26.51,9.59,13.38,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,39.24,25.18,35.64
918.15,1846.71,8.89,0,15.58,26.51,9.59,13.38,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,36.42,14.42,29.82
918.27,1848.03,8.89,0,15.58,22.63,9.59,16.19,10.44,6.25,18.84,9.06,6.71,18.11,23.12,0,13.23,17.3,5.69,18.55,31.88,18.95,32.12
918.38,1849.35,10.2,5.27,5.43,12.31,10.51,3.43,2.09,0,1.27,0,0,11.99,0,2.62,9.48,15.51,13.89,10.03,8.72,35.2,25.74
918.49,1850.66,10.2,5.27,5.43,12.31,10.51,3.52,2.09,0,1.27,0,0,16.33,0,2.62,9.48,15.51,13.89,10.03,10.72,52.98,25.74
918.6,1851.97,10.2,7.72,5.43,27.62,11.31,3.94,2.09,0.26,1.27,0,3.97,19.03,7.44,11.77,9.48,15.51,13.89,15.67,17.31,65.99,46.45
918.71,1853.29,9.57,2.45,19.67,23.34,16.95,18.22,4.48,7.04,1.1,14.6,22.51,28.97,16.74,15.1,16.81,8.98,10.03,34.76,38.05,56.15,54.31
918.82,1854.6,22.06,2.45,19.67,23.34,16.95,29.14,4.48,7.04,1.1,21.56,22.51,27.9,16.74,15.1,16.81,8.98,13.66,34.76,42.4,45.24,64.34
918.93,1855.91,36.8,9.71,30.77,28.01,27.88,42.71,11.82,7.47,12.25,49.86,45.44,40.81,20.83,15.08,21.77,34.14,36.2,62.73,58.01,57.27,80.07
919.04,1857.22,27.55,9.71,11.1,19.98,11.73,27.81,7.34,0.69,11.15,35.26,26.9,18.88,11.54,9.12,4.97,25.16,26.17,33.75,46.99,47.67,73.16
919.15,1858.53,22.72,17.31,18.7,38.01,19.11,32.89,12.29,6.72,26.11,50.06,42.24,25.99,12.75,14.16,18.52,29.86,48.62,40.53,54.35,72.78,94.3
919.26,1859.84,7.98,21.62,15.28,28.39,9.42,32.16,13.38,6.02,20.65,27.08,15.34,18.31,1.24,5.2,13.55,19.48,36.9,13.76,56.86,65.04,80.59
919.37,1861.15,10,28.85,16.14,41.54,10.55,35.64,13.38,6.02,20.65,39.39,15.34,18.31,1.24,5.2,13.55,24.42,36.9,32.27,69.3,73.57,75.15
919.48,1862.45,2.33,21.25,8.54,28.43,3.16,19.55,8.42,0,5.69,17.63,0,7.93,0.03,0.16,1.78,19.71,18.94,25.94,60.23,60.91,66.52
919.59,1863.76,30.09,24.84,29.72,45.74,42.07,27.75,13.79,18.63,15.85,17.94,32.19,15.53,12.49,20.16,20.11,37.48,28.7,45.99,76.86,77.63,81.93
919.7,1865.06,40.26,24.96,37.11,50.92,40.94,24.27,19.37,18.63,15.85,7.12,41.24,21.92,12.49,20.16,20.11,43.06,28.7,33.53,69.64,83.5,91.49
919.81,1866.36,47.52,32.04,47.73,57.3,61.79,34.75,19.37,18.63,20.11,33.48,62.49,39.17,19.26,20.16,18.33,49.22,34.11,52.57,109.57,89.18,104.53
919.92,1867.67,21.32,14.42,29.08,42.43,26.51,21.11,17.91,10.91,10.79,49.63,41.96,38.95,11.22,14.68,0,39.35,41.24,45.32,105.21,84.91,92.61
920.03,1868.97,17.98,8.7,24.62,45.43,32.01,28.87,12.67,10.91,16.89,58.66,50.98,43.94,11.22,14.68,0,42.63,48.42,66.23,124,85.78,87.51
920.14,1870.27,10.73,14.51,14,38.62,17.13,18.39,12.67,10.91,12.63,43.57,34.87,37.8,7.27,14.68,0,39.41,34.88,50.63,117.27,85.47,75.88
920.25,1871.57,23.35,27.1,26.5,43.57,25.68,13.23,3.05,9.03,14.48,42.9,43.19,33.1,19.08,0,10.52,17.89,23.37,38.08,103.24,94.53,74.63
920.36,1872.87,14.17,37.09,36.76,34.61,32.98,15.48,2.73,11.49,14.76,44.66,34.94,29.82,31.46,9.77,22.12,19.09,29.57,34.24,105.92,99.97,76.08
920.47,1874.16,23.65,33.39,43.37,32.29,27.01,22.94,10.83,11.49,14.76,33.4,35.68,20.53,28.64,19.5,22.12,28.23,50.35,53.34,98.52,95.32,72.79
920.58,1875.46,9.47,20.81,20.65,17.16,12.79,17.48,8.1,2.46,6.56,12.29,15.7,16.44,12.38,19.5,20.09,33.52,46.64,46.25,100.27,72.83,59.31
920.69,1876.75,22.11,17.51,17.29,17.9,10.8,25.77,16.79,10.07,7.91,18.79,13.19,24.23,0,16.69,24.94,36.63,58.43,43,110.83,70.81,73.98
920.8,1878.05,12.63,9.3,17.68,22.39,10.8,26.15,8.68,12.22,17.64,24.73,9.77,32.11,3.44,13.97,24.94,41.12,51.25,35.79,117.77,90.5,78.68
920.91,1879.34,12.63,9.3,32.31,44.64,10.8,39.5,8.68,12.45,19.85,26.82,11.72,36.09,15.3,18.03,18.32,50.32,50.46,43.31,106.73,102.56,93.42
921.02,1880.63,6.31,13.6,29.87,33.31,2.07,21.71,7.18,7.34,12.11,8.04,15.16,26.83,25.91,11.17,12.79,52.9,40.37,44.52,88.06,93.98,79.52
921.13,1881.93,22.28,19.54,33.09,36.28,13.32,29.9,17.07,7.54,4.4,26.14,20.26,31.89,38.49,4.16,36.74,65.74,57.22,48.67,75.99,98.33,76.21
921.24,1883.22,22.28,19.54,22.38,18.34,16.53,29.5,17.07,15.51,11.12,32.68,24.46,32.37,35.16,1.72,35.63,90.63,65.44,63.2,94.28,94.05,73.27
921.35,1884.51,15.97,6.92,16.22,20.93,14.46,28.98,9.89,10.55,11.12,32.68,13.7,25.74,24.55,1.61,24.72,96.33,65.16,48.88,81.04,102.57,64.14
921.46,1885.79,27,3.91,30.8,13.94,25.08,29.53,7.43,17.15,9.1,17.85,18.87,28.53,8.53,6.94,0.77,100.42,73.24,51.93,91.51,95.47,82.38
921.57,1887.08,28.06,10.87,26.88,22.59,27.33,24.4,7.43,8.96,0,9.22,12.73,22.97,0,5.33,0.01,87.09,78.93,48.92,78.57,95.28,84.53
921.68,1888.37,32.07,19.43,26.53,19.99,29.28,45,13.67,17.77,0,9.22,15.14,33.83,19.54,11.46,10.61,91.81,85.99,53.29,94.65,98.79,98.05
921.79,1889.65,10.25,35.23,17.26,41.15,23.71,50.7,20.38,28.2,8.57,8.24,8.15,34.12,34.68,20.49,10.61,88.58,77.43,62.36,107.77,107.01,75.6
921.9,1890.94,9.19,28.27,28.24,31.72,28.22,47.48,20.38,28.2,8.57,11.81,11.55,30.51,37.41,27.74,18.34,91.38,62.57,60.15,118.25,108.58,75.85
922.01,1892.22,20.65,37.36,47.27,59.49,58.6,47.12,27.39,30.6,27.48,27.7,37.53,41.44,42.86,34.4,29,95.66,74.53,77.41,130.21,121.97,87.91
922.12,1893.5,15.47,32.31,35.82,41.79,58.51,27.96,15.28,11.21,18.9,24.56,31.79,23.6,27.72,20.05,29,75.77,64.65,58.84,98.97,113.5,94.77
922.23,1894.78,15.47,52.98,37.24,61.28,53.95,40.66,19.07,20.66,27.23,26.96,50.86,46.28,37.58,18.12,31.08,89.36,76.91,74.74,118.55,114.17,103.11
922.33,1896.06,7.75,53.88,32.08,39.53,32.14,26.45,12.25,18.56,11.58,23.79,22.47,32.72,17.87,13.63,9.8,84.65,60.89,85.02,116.48,100.53,104.81
922.44,1897.34,13.05,40.32,36.11,33.43,22.2,29.09,14.98,20.01,16.75,31.5,22.47,47.33,21.82,20.57,15.89,98.09,66.68,100.79,133.56,97.71,118.31
922.55,1898.62,33.13,25.5,36.23,19.62,36,22.82,24.8,32.21,29.07,47.96,18.6,39.4,26.41,22.71,24.37,79.58,83.84,103.93,130.33,117.58,127.85
922.66,1899.9,41.33,22.33,31.67,34.12,36.45,24.53,32.6,32.73,26.38,55.75,27.6,46.12,31.65,17.5,36.94,81.65,103.6,94.66,124.68,103.36,133.96
922.77,1901.18,62.72,57.36,51.29,56.35,53.76,41.76,44.27,43.12,39.22,60.07,40.89,60.71,27.7,29.16,43.6,106.88,104.84,108.55,154.84,109.62,155.55
922.88,1902.45,55.53,51.5,41.34,48.8,53.82,40.4,36.7,25.27,18.58,40.82,34.31,54.07,10.51,33.58,25.33,103.47,93.78,98.81,138.69,90.91,138.17
922.99,1903.73,49.99,47.26,30.36,39.22,50.53,43.35,22.46,26.73,18.5,23.23,32.05,54.07,2.7,30.49,21.4,102.99,86.99,103.32,160.8,115.78,133.7
923.09,1905,33.3,26.88,17.58,31.5,46.43,41.5,25.75,21.07,17.97,13.84,22.66,35.61,3.82,21.77,19.35,86.33,87.01,90.66,151.7,116.79,110.7
923.2,1906.27,31.04,40.88,24.22,44.53,51.74,36.73,32.13,17.27,29.12,22.87,19.04,36.91,11.7,19.14,28.09,85.7,97.73,91.03,157.3,127.5,138.06
923.31,1907.54,21.19,32.33,35.94,31.84,46.81,38.04,32.13,8.46,36.78,29.34,21.84,31.98,10.28,25.77,19.44,83.45,94.49,80.11,124.93,117.56,123.45
923.42,1908.81,23.98,23.76,23.64,31.93,38.18,30.66,12.42,11.29,29.09,49.46,36.96,34.35,12.51,26.88,20.23,77.45,110.18,75.44,103.8,125.53,109.75
923.53,1910.08,38.08,28.83,31.31,34.32,36.86,48.25,15.87,27.68,47.72,64.23,41.73,41.72,19.72,32.65,33.33,97.7,115.12,80.71,95.92,114.09,109.63
923.64,1911.35,37.52,34.87,29.62,50.82,46.52,56.81,24.43,30.81,43.01,59.98,32.19,31.71,21.58,32.72,33.33,92.22,117.33,79.23,106.62,107.57,111.76
923.74,1912.62,24.72,40.44,26.96,51.38,46.7,43.05,29.23,27.15,33.21,42.6,26.15,18.58,20.31,21.73,25.62,92.55,92.34,74.56,99.12,92.51,124.68
923.85,1913.88,5.4,35.1,20.22,48.35,41.3,43.89,24.62,28.92,12.13,20.32,12.99,10.22,20.8,11.78,4.67,92.91,82.73,76.27,114.98,93.14,104.97
923.96,1915.15,6.46,40.84,10.14,31.85,29.31,43.14,16.1,23.49,11.14,32.14,24.78,19.98,32.39,8.25,4.69,99.97,80.48,85.34,117.86,99.8,111.61
924.07,1916.41,16.82,41.45,21.18,27.44,41.19,53.75,12.46,30.22,11.14,36.16,26.48,31.26,30.3,17.87,6.03,100.18,88.38,91.9,130.54,100.25,117.05
924.18,1917.68,45.31,51.91,20.58,27.88,44.26,47.72,18.02,29.49,8.57,39.05,37.94,32.74,20.3,24.42,7.26,94.19,86.09,92.26,136.69,115.51,114.63
