WP-00790,,PS0.1ppm-1,PS0.1ppm-2,PS0.1ppm-3,PS0.5ppm-1,PS0.5ppm-2,PS0.5ppm-3,PS1.0ppm-1,PS1.0ppm-2,PS1.0ppm-3,PS5ppm-1,PS5ppm-2,PS5ppm-3,PS10ppm-1,PS10ppm-2,PS10ppm-3,PS50ppm-1,PS50ppm-2,PS50ppm-3,PS100ppm-1,PS100ppm-2,PS100ppm-3,PS200ppm-1,PS200ppm-2,PS200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
904.19,1678.54,5.27,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904.31,1679.97,5.27,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0
904.43,1681.41,5.27,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,13.06,5.89,10.99
904.55,1682.85,0,9.75,0,0,0,0,0,0,8.89,0,0,1.84,0,0,0,0,0,0,0,0,0,20.04,5.89,25.95
904.66,1684.29,0,9.75,14.06,0,0,5.91,0,0,8.89,0,0,1.84,0,0,0,0,0,0,0,0,0,38.95,15.72,48.55
904.78,1685.72,10.21,9.75,20.49,10.55,0,5.91,4.39,4.75,8.95,15.51,5.47,0,0,0,0,0,0,0,0,0,0,34.62,20.38,44.23
904.9,1687.15,10.21,0,20.49,10.55,14.3,20.92,4.39,4.75,0.06,15.51,5.47,0,0,0,0,0,0,0,0,0,0,27.63,20.38,29.33
905.02,1688.59,26.89,1.43,6.43,32.35,29.11,15.01,4.39,4.75,4.3,15.51,5.47,3.18,0,0,0,0,0,0,0,0,0,4.02,10.56,6.74
905.13,1690.02,16.68,1.43,0,21.8,29.11,15.01,0,0,4.24,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0.07
905.25,1691.45,16.68,1.43,17.67,30.18,14.8,4.76,0,0,6.65,11.92,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0
905.37,1692.88,0,0,17.67,8.44,0,4.76,0,0,2.96,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36
905.48,1694.31,16.27,10.77,38.29,14.73,34.69,4.76,7.69,4.32,10.21,34.82,2.93,13.43,1.74,0,0,0,0,0,0,0,0,29.26,22.13,35.97
905.6,1695.74,45.09,15.38,20.62,6.35,42.77,0,7.69,5.24,9.97,22.9,2.93,13.43,1.74,0,0,0,0,0,0,0,0,51.32,52.06,42.04
905.72,1697.16,54.49,21.83,20.62,6.29,50.23,0,7.69,5.24,9.42,26.1,2.93,13.53,1.74,0,0,0,0,0,0,0,0,58.49,68.1,35.68
905.84,1698.59,38.22,11.05,0,0,28.51,29.84,0,0.91,2.17,3.2,0,0.1,0,0,0,0,0,0,0,0,0,29.23,45.97,6.07
905.95,1700.01,20.9,6.44,1.51,0,28.67,29.84,0,3.36,1.92,3.2,0,0.1,0,0,0,0,0,0,0,0,0,7.17,16.04,0
906.07,1701.44,13.25,0,1.51,0,21.21,29.84,0,3.36,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906.19,1702.86,13.25,1.11,1.51,0,8.24,0,0,3.36,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906.3,1704.28,10.37,1.11,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
906.42,1705.7,8.63,1.11,1.51,13.72,0,31.47,0,0,0,14.53,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0
906.54,1707.12,8.63,0,1.51,13.72,0,31.47,0,5.3,5.15,24.66,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0
906.65,1708.54,0,0,14.18,13.72,0,39.81,0,5.3,5.15,31.7,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0
906.77,1709.96,1.19,0,12.67,0,0,8.34,0,5.3,5.15,17.17,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0
906.89,1711.38,1.19,0,12.67,0,0,8.34,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,1712.79,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.12,1714.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.24,1715.62,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.35,1717.04,0,11.26,0,0,0,0,0,0,0,2.07,5.44,3.7,0,0,0,0,0,0,0,0,0,0,0,0
907.47,1718.45,0.48,11.26,0,0,0,0,2.27,7.73,0,2.07,10.03,3.7,0,0,0,0,0,0,0,0,0,0,0,0
907.58,1719.86,2.61,11.26,12.26,0,12.17,0,2.27,7.73,0,0,10.03,3.7,0,0,0,0,0,0,0,0,0,0,0,0
907.7,1721.27,2.61,0,12.26,0,12.17,0,2.27,7.73,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0
907.82,1722.68,2.13,0,12.26,0,12.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907.93,1724.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.05,1725.49,0,0,0,0,0,0,0,0,0,0.3,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
908.16,1726.9,0,0,11.32,0,0,0,0,0,0,0.3,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0
908.28,1728.3,0,0,35.08,0,3.51,0,0,0,0,0.3,2.67,6.25,0,0,0,0,0,0,0,0,0,0,0,0
908.4,1729.71,4.56,0,35.08,0,3.51,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
908.51,1731.11,4.56,0,23.77,0,3.51,0,0,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
908.63,1732.51,5.74,0.76,1.89,0,0,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.74,1733.91,1.18,0.76,1.89,0,0,15.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.86,1735.31,6.62,0.76,3.88,0,9.99,15.09,0,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908.97,1736.71,5.45,0,1.99,0,23.12,2.97,0,0,0,7.12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
909.09,1738.11,5.45,0,1.99,0,23.12,2.97,0,0,0,7.12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
909.21,1739.51,7.23,6.53,1.2,22.65,13.13,10.97,0,1.71,0,0,0,12.48,0,0,0,0,0,0,0,0,0,0,0,0
909.32,1740.9,7.23,6.53,1.2,22.65,0,8,0,1.71,0,3.88,0,18.85,0,0,0,0,0,0,0,0,0,0,0,0
909.44,1742.3,7.23,13.32,1.2,22.65,0,8,0,1.71,0,3.88,0,18.85,0,0,0,0,0,0,0,0,0,0,0,0
909.55,1743.69,4.32,6.79,0,0,0,0,0,0.59,0,3.88,0,30.55,0,0,0,0,0,0,0,0,0,0,0,0
909.67,1745.08,4.32,6.79,0,0,0,0,0,0.59,0,0,1.12,20.17,0,0,0,0,0,0,0,0,0,0,0,0
909.78,1746.48,4.32,0,6.35,0,0,0,0,0.59,0,0,1.12,20.17,0,0,0,0,0,0,0,0,0,0,0,0
909.9,1747.87,0,0,6.35,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0
910.01,1749.26,0,0,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.13,1750.65,0,7.16,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.24,1752.03,0,7.16,0,0,0,0,0.87,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.36,1753.42,0,7.16,0,0,0,0,0.87,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.47,1754.81,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.59,1756.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.7,1757.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.82,1758.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910.93,1760.34,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.05,1761.72,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0
911.16,1763.1,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,6.07,0
911.27,1764.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,0
911.39,1765.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
911.5,1767.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.62,1768.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911.73,1769.99,0.41,0,0,0,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0
911.85,1771.36,0.41,0,0,0,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0
911.96,1772.73,0.41,0,14.65,19.33,0,0,0,0,0,0,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0
912.07,1774.11,0,0,14.65,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.19,1775.48,0,2.28,14.65,19.33,27.24,6.61,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0
912.3,1776.85,0,2.28,0,0,27.24,6.61,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0
912.42,1778.22,0,8.78,19.47,0.62,27.24,6.61,16.85,13.92,13.76,12.44,25.89,4.49,0,0,1.55,0,0,0,0,0,0,0,0,0
912.53,1779.58,0,29.06,34.96,16.22,0,0,16.85,13.92,13.76,14.8,38.04,0,0,0,1.55,0,0,0,0,0,0,0,0,0
912.64,1780.95,0,29.06,34.96,16.22,0,0,16.85,13.92,13.76,14.8,38.04,0,0,0,1.55,0,0,0,0,0,0,0,0,0
912.76,1782.32,0,23.43,25.59,15.6,0,0,0,0,0,2.36,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0
912.87,1783.68,4.13,0.88,10.1,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912.99,1785.05,5.45,0.88,11.57,6.02,13.6,0,0,0,0,0,1.52,1.52,0,0,0,0,0,0,0,0,0,0,0,0
913.1,1786.41,14.97,5.77,1.47,6.02,32.92,6.83,0,0,0,0.93,1.52,15.64,0,0,0,0,0,0,0,0,0,0,0,0
913.21,1787.77,18.77,5.77,6.74,14.72,29.29,14.16,0,0,0,7.65,3.1,15.64,0,0,0,0,0,0,0,0,0,0,0,0
913.33,1789.13,33.45,14.27,23.88,8.7,19.74,14.16,0,0,0,7.65,1.58,14.12,0,0,0,0,0,0,0,0,0,0,0,0
913.44,1790.49,23.93,8.5,23.88,8.95,0.43,7.32,0,0,0,6.72,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0
913.55,1791.85,16,12.05,22.55,0.25,0.43,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.67,1793.21,0,3.55,3.94,0.25,0,19.25,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913.78,1794.57,10.7,3.55,5.65,10.15,1.03,20.07,0,9.2,0,0.52,0.33,4.08,0,0,0,0,0,0,0,0,0,0,0,0
913.89,1795.92,10.7,0,1.71,10.15,1.03,20.07,0,9.2,4,0,0.33,4.08,0,0,0,0,0,0,0,0,0,0,0,0.32
914.01,1797.28,10.7,0,1.71,10.15,1.68,9.79,0,9.2,4,0,0.33,4.08,0,0,0,0,0,0,0,0,0,11.08,2.53,0.32
914.12,1798.63,0,0,0,7.22,0.64,8.97,0,0,18.03,0,0,1.12,0,5.94,0,0,1.81,0,0,0,0,30.9,22.82,21.7
914.23,1799.98,0,0,0,7.22,0.64,16.16,0,0,14.03,0,0,1.12,0,5.94,0,0,1.81,0,0,0,0,37.9,22.82,33.94
914.35,1801.34,0,4.49,0,7.22,0,28.39,0,0,14.03,0,0,1.49,0,5.94,0,0,1.81,0.89,0,0,0,30.68,29.61,38.02
914.46,1802.69,0,11.31,9.36,12.02,0,35.35,0,7.42,0,0,0,0.36,0,0,3.25,0,0,0.89,0,0,0,27.33,14.95,28.34
914.57,1804.04,0,11.31,9.36,12.02,0,28.16,0,8.07,4.06,0,0,1.06,0,0,3.25,6.48,0,0.89,0,0,0.89,40.18,33.98,27.2
914.68,1805.39,0,6.82,9.36,22.7,6.11,6.96,0,8.07,4.06,0,0,0.7,0,0,3.25,6.48,0,0,0,0,0.89,36.33,24.65,23.12
914.8,1806.73,0,19.89,2.36,10.68,11.6,0,7.97,0.65,4.06,0,0,0.7,0,0,0,6.48,0,0,0,0,0.89,19.86,19.02,11.42
914.91,1808.08,23.17,20.64,2.36,10.68,25.79,9.32,15.94,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915.02,1809.43,32.79,20.64,2.36,0,19.67,9.32,16.14,0,0.93,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
915.13,1810.77,42.31,0.75,0,0,35.98,9.32,8.18,0,0.93,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
915.25,1812.12,19.14,0,0.16,5.55,28.83,0,0.2,0,0,6.21,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
915.36,1813.46,9.52,5.4,0.16,17.61,28.83,3.35,0,0,0,9.38,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0
915.47,1814.8,0,5.86,5.64,17.61,7.04,18.2,0,0,0,9.38,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0
915.58,1816.14,4.94,17.5,9.44,19.12,17.05,20.32,7.06,0,0,18.67,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0
915.7,1817.48,8.87,12.1,9.44,7.06,17.05,27.79,7.06,0,0,21.17,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0
915.81,1818.82,35.44,30.83,24.11,31.78,17.05,45.12,36.3,6.09,7.1,23.77,14.45,2.7,0,2.68,2.56,0,0,0,0,0,0,0,0,0
915.92,1820.16,39.04,19.2,20.15,47.9,28.02,48.22,29.24,6.09,7.1,8.27,14.45,2.7,0,2.68,2.56,0,0,0,0,0,0,0,0,0
916.03,1821.5,35.12,23.04,20.15,71.35,28.02,57.74,29.24,10.11,13.13,2.6,7.7,2.7,0,2.68,4.21,0,0,0,0,0,0,0,0,0
916.15,1822.83,23.91,3.85,0,74.99,36.08,25.55,8.72,21.23,12.57,8.39,4.52,12.23,2.9,7.81,1.64,0,0,0,0,0,0,0,0,0
916.26,1824.17,15.37,3.85,0,51.8,8.07,20.34,8.72,21.23,12.57,8.39,4.52,12.23,2.9,8.14,1.64,0,0,0,0,0,0,0,0.51,0
916.37,1825.5,23.65,14.73,0,31.96,8.07,5.47,11.26,28.22,6.54,8.39,5.89,12.69,2.9,8.14,0,0,5.76,0,0,0,0,0,0.51,5.43
916.48,1826.83,9.96,14.73,0,3.6,0,5.47,2.54,11.01,1.51,0,1.37,0.46,0,0.33,0,0,5.76,0,2.86,0,0,0,0.51,5.43
916.59,1828.17,9.96,24.97,8.7,3.6,0,17.59,2.54,27.15,1.51,0,6.04,0.46,0,0,0,0,5.76,0,2.86,0,0,0,0,5.43
916.71,1829.5,1.67,10.23,8.7,0,0,13.78,0,16.14,1.91,0,4.66,0,0,0,0,0,0,0,2.86,0,0,0,0,0
916.82,1830.83,0,10.23,8.7,0,0,13.78,0,16.14,0.4,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0
916.93,1832.16,0,2.16,0,0,0,5.25,0,0,0.4,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917.04,1833.49,0,2.16,0,0,0,3.6,0,0.79,6.76,12.32,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0
917.15,1834.81,0,2.16,0,0,0,3.6,0,0.79,6.76,12.32,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0
917.26,1836.14,0,0,0,0,0,0,0,0.79,6.76,6.66,3.51,10.88,0,0,0,0,0,0,0,0,0,0,0,0
917.38,1837.46,0,0,0,0,0,0,0,0,0,0,0.65,10.88,0,0,0,0,0,0,0,0,0,0,0,0
917.49,1838.79,0,0,0,0,0,0,0,0,0,2.32,0.65,10.88,0,0,0,0,0,0,0,0,0,0,0,0
917.6,1840.11,0,0,0,0,8.39,0,3.35,13.08,3.69,25.4,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0
917.71,1841.43,0,0,0,0,23.55,0,4.85,14.3,8.18,25.4,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0
917.82,1842.75,0,0,0,0,23.55,0,4.85,14.3,12.02,23.08,5.31,2.17,0,0.68,0,0,0,0,0,0,0,0,0,0
917.93,1844.07,0,8.47,0,0,15.16,0,3.71,1.22,12.18,2.02,2.27,2.17,0,0.68,0.01,0,0,0,0,0,0,3.15,0,0
918.04,1845.39,5.97,30.47,0,0,9.74,0,13.45,22.27,20.55,15.89,8.41,2.17,17.27,4.8,19.58,3.89,4.61,15.87,0,4.67,22.39,12.44,2.43,3.2
918.15,1846.71,5.97,30.47,0,0,9.74,0,13.45,22.27,16.71,15.89,8.41,0,17.27,4.11,19.58,3.89,4.61,15.87,0,4.67,22.39,12.44,2.43,3.2
918.27,1848.03,5.97,27.11,0.64,0,9.74,0,11.24,22.27,12.86,13.87,6.14,0,17.27,4.11,19.57,3.89,4.61,15.87,0,4.67,22.39,9.29,2.43,3.2
918.38,1849.35,0,5.12,0.64,0,0,0,2.16,0,2.42,11.65,0,3.36,8.44,4.27,0.76,0,0,0,0,0,0,0,0,0
918.49,1850.66,0,5.12,0.64,0,0,0,2.16,0,2.42,11.65,0,3.36,8.44,4.27,0.76,0,0,0,0,0,0,0,0,0
918.6,1851.97,7.6,0,0,0,0,0,2.16,6.62,7.26,11.65,0,3.36,8.44,7.02,0.76,0,10.45,6.6,12.12,5,13.87,6.89,2.77,10.14
918.71,1853.29,7.6,0,5.99,1.76,0,9.77,14.83,24.78,23.57,0,0,0.52,12.33,13.57,20.01,28.75,40.99,15.61,50.27,42.05,43.49,40.11,20.54,37.61
918.82,1854.6,7.6,11.8,5.99,1.76,0,9.77,14.83,24.78,23.57,0,0,0.52,12.33,13.57,28.31,28.8,53.18,27.58,70.31,67.35,57.72,66.22,45.22,64.29
918.93,1855.91,0,45.62,6.24,1.76,0,10.9,15.64,28.63,29.73,9.15,18.47,0.52,28.34,27.64,46.68,54.59,73.33,56.33,86.9,100.34,83.45,86.09,80.13,100.17
919.04,1857.22,0,45.62,0.24,0,0,1.12,0.81,10.46,11.01,9.15,18.47,0,16.01,16.82,26.67,25.83,46.01,47.32,60,67.17,65.7,59.84,63.92,72.7
919.15,1858.53,4.75,33.83,0.24,0,10.97,1.12,3.03,12.32,21.08,9.83,22.15,0,24.45,21.07,19.19,27.68,36.56,45.46,58.62,59.52,82.46,51.47,52.92,60.33
919.26,1859.84,4.75,11.33,0,0,10.97,0,2.22,1.86,10.07,0.68,3.68,10.88,8.44,4.25,0.82,9.94,14.85,10.11,29.91,28.27,53.95,24.71,15.25,14.32
919.37,1861.15,4.75,11.33,0,0,11.91,0,2.94,2.21,10.07,0.68,20.1,10.88,8.44,4.25,9.84,9.94,11.62,10.11,24.01,27.75,42.09,17.73,13.68,14.32
919.48,1862.45,0,11.33,0,9.67,0.94,0,0.72,0.35,0,0,21.32,10.88,0,0,9.02,8.05,8.89,0,5.34,10.1,13.6,0,0,0
919.59,1863.76,15.29,3.34,0,9.67,10.72,3.42,22.49,15.4,24.57,9.46,28.46,17.82,11.02,25.81,28.78,0.79,30.66,35.62,37.87,26.28,24.52,20.41,6.08,24.66
919.7,1865.06,15.29,7.35,0,11.82,9.77,3.42,21.77,15.05,24.57,9.46,12.04,17.82,23.72,25.81,19.88,3.92,39.67,35.62,36.28,32.41,48.47,41.79,28.47,34.96
919.81,1866.36,15.29,7.35,0,2.15,9.77,11.62,24,15.05,33.25,9.46,7.15,17.82,31.21,36.76,24.8,33.17,67.13,39.99,73.05,53.26,78.63,81.58,46.29,69.99
919.92,1867.67,19.3,4,0,2.15,0,17.61,12.87,6.23,21.75,0,6.98,15.4,31.58,23.12,30.19,60.83,62.15,43.6,91.05,68.64,91.74,126.81,90.23,92.22
920.03,1868.97,21.82,0,0,8.69,0,17.61,17.23,18.85,21.75,2.83,6.98,19.38,26.82,33.18,50.79,95.03,101.36,72.36,126.9,111.87,111.03,151.58,124.04,132.32
920.14,1870.27,21.82,0,0,13.36,0,9.41,19.4,18.85,16.23,2.83,6.98,19.38,20.49,22.23,45.87,100.64,111.99,108.25,148.15,126.49,113.39,155.78,159.96,136.52
920.25,1871.57,2.52,0,20.33,13.36,0,8.88,16.78,12.62,11.25,2.83,5.43,3.99,36.03,15.09,20.72,102.79,138.15,100.01,148.26,131.64,124.92,143.87,157.09,138.61
920.36,1872.87,0,0,20.33,4.67,0,27.38,21.59,8.74,11.25,0,12.42,0,29.99,18.05,13.37,98.35,111.06,90.85,127.76,111.18,118.51,134.72,144.33,127.13
920.47,1874.16,0,0,22.44,10.89,0,27.38,21.73,8.74,8.09,0.91,14.72,0,31.6,27.93,15.95,72.56,82.95,67.66,104.89,115.01,113.4,130.57,118.89,105.31
920.58,1875.46,0,0.97,2.11,10.89,0,18.5,13.71,8.74,0,2.13,9.29,0,4.68,22.89,15.95,64.4,37.8,36.78,83.98,99.46,85.24,103.41,84.1,61.81
920.69,1876.75,9.11,10.66,2.11,16.76,0,1.43,20.27,13.95,9.42,5.11,14.36,3.99,25.03,16.57,12.33,73,45.07,56.65,109.48,108.32,99.14,100.68,71.09,52.42
920.8,1878.05,9.11,10.66,0,5.88,0,13.99,17.8,21.91,20.52,5.26,12.05,17.43,24.03,11.89,9.75,66.57,61.32,60.16,95.26,98.13,95.33,71.28,74.74,61.01
920.91,1879.34,9.11,9.69,15.47,5.88,0,13.99,28.57,37.23,20.52,4.04,37.6,17.43,41.31,23.6,13.2,61.56,85.65,92.75,104.45,117.34,114.59,74.98,101.49,77.38
921.02,1880.63,0,0,15.47,0,0,20.84,18.08,23.28,11.1,1.06,25.55,13.44,19.61,26.22,14.52,39.42,95.17,76.53,89.82,108.06,97.68,62.9,95.78,89.3
921.13,1881.93,0,0,15.47,4.2,0,8.27,24.47,24.32,12.12,0,25.55,0,29.77,31.38,29.32,66.8,95.89,70.85,106.37,118.29,103.96,80.03,96.63,114.09
921.24,1883.22,12.9,7.09,0,16.97,15.09,8.27,27.51,18.34,18.24,6.45,3.21,0,12.5,29.52,33.82,55.5,65.25,54.47,94.21,100.82,90.52,61.15,84.13,96.54
921.35,1884.51,12.9,7.09,15.53,46.84,26.9,0,22.28,22.57,18.24,6.45,3.21,0,11.94,34.09,24.75,45.61,39.03,31.22,84.78,77.41,65.81,42.37,64.41,55.11
921.46,1885.79,34.28,14.99,18.5,63.71,59.21,40.14,13.81,17.12,11.44,27.02,3.21,0,5.61,26.41,34.44,18.14,15.22,31.67,65.1,47.39,60.17,34.04,31.62,20.43
921.57,1887.08,21.38,7.9,37.25,50.95,45.24,44.02,0.36,7.78,12.96,20.57,0,0,5.61,16.56,29.78,13.97,21.39,16.09,44.7,29.67,53.81,22.69,5.01,16.76
921.68,1888.37,29.34,7.9,21.72,21.08,33.43,63.98,0.36,8.41,12.96,20.57,0,0,8.14,12.63,35.54,19.23,27.97,25.89,40.04,42.68,64.51,27.12,2.82,18.51
921.79,1889.65,7.96,4.9,27.68,10.32,26.19,32.2,24.37,11.7,22.57,0.26,0.7,5.6,7.53,18.34,17.62,44.46,58.52,29.7,54,73.32,63.51,51.54,23.79,32.6
921.9,1890.94,7.96,10.9,8.94,10.32,25.06,28.32,41.99,23.85,14.93,4.32,0.7,5.6,8.3,37.52,14.32,74.33,80.72,46.82,88.92,88.24,85.79,78.96,55.25,59.67
922.01,1892.22,10.83,28.55,20.26,44.53,50.92,20.38,61.83,41.99,28.35,17.2,12.69,8.89,30.2,54.41,31.25,98.07,99.44,89.46,141.69,119.67,124.57,111.58,100.93,101.64
922.12,1893.5,10.83,23.65,11.33,40.03,25.86,12.02,37.83,43.24,24.57,16.95,11.99,3.29,25.21,50.73,42.6,97.56,103.91,91.19,137.53,111.5,134.09,102.32,108.39,90.04
922.23,1894.78,17.16,21.8,21.8,40.03,25.86,12.02,30.97,50.35,32.91,14.02,16.25,10.25,45.07,47.92,46.84,100.24,110.58,117.78,135.21,139.51,138.12,120.27,113.72,120.98
922.33,1896.06,19.41,4.15,10.47,5.81,0,0,11.12,35.9,19.49,13.53,16.77,24.86,25.7,30.87,44.15,81.34,115.67,97.46,115.29,107.92,137.21,130.99,107.83,106.04
922.44,1897.34,20.22,4.15,10.47,0,0,0,11.12,35.99,8.33,29.59,16.77,28.8,25.7,37.35,26.24,61.97,83.61,95.66,112.22,108.84,143.14,135.93,110.16,104.64
922.55,1898.62,19.99,9.25,17.87,17.12,0,6.01,10.87,21.73,15.73,40.73,27.58,21.84,26.83,28.48,45.07,64.92,80.2,80.83,119.11,111.71,152.35,120.53,112.15,83.91
922.66,1899.9,11.17,21.66,17.87,22.13,33.36,6.01,26.47,25.57,27.5,35.53,26.38,3.94,41.06,27.7,45.32,77.27,64.53,69.09,100.74,125.31,140.63,95.24,96.91,72.61
922.77,1901.18,14.45,53.9,31.37,33.01,33.54,6.01,38.46,31.17,41.98,27.53,26.38,0.05,61.19,42.68,61.75,102.72,73.29,88.1,107.09,132.98,148.31,70.38,81.11,86.75
922.88,1902.45,21.38,44.65,13.51,43.09,39.66,0.4,33.72,26.16,26.89,21.29,11.3,0.05,39.41,49.3,39.41,75.81,72.68,82.74,90.07,110.94,113.6,50.19,61.31,65.22
922.99,1903.73,23.83,54.45,21.96,60.36,27.79,2.1,31.2,24.96,24,16.49,0.17,0.05,31.91,56.8,38.27,72.42,75.6,85.58,88.24,114.07,98.74,48.55,47.06,71.25
923.09,1905,34.16,51.12,23.27,57.83,27.6,27.75,30.22,23.96,21.65,14.33,0.17,0,23.28,40.49,48.99,75.57,98.05,84.95,101.91,125.05,94.38,58.79,58.36,71.49
923.2,1906.27,29.46,57.27,31.98,41.6,21.48,27.35,31.88,29.87,24.95,8.28,0.17,0,27.04,41.17,61.03,95.69,100.47,83.29,102.87,131.32,116.97,69.03,64.99,85.72
923.31,1907.54,22.74,40.9,23.52,19.32,11.75,25.65,25.53,18.68,17.57,5.91,0,0,22.03,42.49,56.05,82.45,93.53,90.27,112.12,136.87,127.52,59.93,73.61,94.29
923.42,1908.81,18.56,22.73,8.71,10.97,11.75,2.91,22.73,14.53,10.73,0,4.17,0,15.56,34.68,37.94,68.74,68.45,82.78,96.89,120.26,121.23,51.71,82.12,77.07
923.53,1910.08,21.91,42.77,14.72,0,11.75,29.51,36.46,34.25,22.77,16.56,29.87,5.81,30.63,43.07,50.36,77.9,64.9,89.14,100.83,121.5,132.79,56.38,89.19,74.07
