WP-00790,,PS0.1ppm-1,PS0.1ppm-2,PS0.1ppm-3,PS0.5ppm-1,PS0.5ppm-2,PS0.5ppm-3,PS1.0ppm-1,PS1.0ppm-2,PS1.0ppm-3,PS5ppm-1,PS5ppm-2,PS5ppm-3,PS10ppm-1,PS10ppm-2,PS10ppm-3,PS50ppm-1,PS50ppm-2,PS50ppm-3,PS100ppm-1,PS100ppm-2,PS100ppm-3,PS200ppm-1,PS200ppm-2,PS200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
844.36,894.8,2.55,0,0,0,0,0,0,11.29,0,10.79,2.64,1.55,0,0,13.8,6.56,7.81,119.28,0,0,20.8,0.25,0,0
844.49,896.71,0,0,0,0,0,0,0,0,3.75,0,2.64,0,0,0,21.97,6.85,0,116.97,0.97,0,34.63,0.25,0,0
844.63,898.62,0,3.94,0,0,0,0,0,0,3.75,0,2.64,0,0,0,21.71,11.4,9.25,79.58,0.97,0,29.14,13.91,13.38,0
844.77,900.52,0,3.94,0,0,0,4.89,0,4.93,4.3,0,0,0,0,0,8.16,23.75,20.29,72.56,15.22,26.67,13.83,39.74,58.68,24.31
844.9,902.43,0,3.94,0,0,0,4.89,14.44,4.93,13.16,0,0,0,13.3,0,12.06,64.03,31.11,54.91,31.49,26.67,28.44,76.52,68.58,30.89
845.04,904.34,20.54,7.81,0,24.29,0,4.89,17.92,24.64,32.5,0,0,0,22.92,9.99,16.43,104.02,65.15,74.96,73.07,49.26,86.11,113.02,109.06,95.41
845.17,906.24,46.98,17.49,4.51,24.29,0,8.88,17.92,29.13,34.38,28.13,0,0,22.92,9.99,32.78,119.71,73.23,69.04,91.43,49.81,125.7,124.23,127.93,124.24
845.31,908.15,46.98,17.49,11.46,46.31,0,47.26,3.48,35.84,35.83,44.42,13.88,2.92,33.12,11.17,20.72,117.33,100.89,93.05,92.72,95.59,135.33,128.73,133.41,165.02
845.45,910.05,26.44,23.29,11.46,22.02,6.69,52.51,0,18.47,16.48,44.42,33.07,2.92,23.5,1.18,16.35,156.54,88.15,104.31,67.62,81.34,111.23,89.17,102.5,136.42
845.58,911.95,11.6,38.69,8.17,62.11,10.28,76.1,14.04,19.33,24.05,22.29,50.71,3.17,38.47,14.13,6,213.01,100.66,144.5,92.44,92.03,101.73,91.89,63.53,148.09
845.72,913.86,45.62,40.84,1.22,40.09,28.34,44.02,23.25,12.62,12.2,5.99,47.38,0.25,14.97,19.02,11.45,240.73,62.17,151.95,116.2,86.65,98.83,77.23,101.85,141.04
845.85,915.76,45.62,38.45,30.21,77.81,29.23,38.77,23.97,10.94,12.2,19.85,32.07,23.67,25.87,19.02,11.45,216.39,65.87,136.66,133.57,98.88,96.87,87.51,102.11,136.27
845.99,917.66,34.7,40.12,36.85,37.73,53.21,19.75,9.94,0.66,8.25,13.85,26.36,23.42,17.06,12.5,5.45,196.08,54.27,108.74,76.31,118.81,83.62,57.52,81.1,105.23
846.13,919.55,21.29,37.98,36.85,37.73,35.15,13.46,10.71,0.66,10.42,13.85,15.82,53.83,17.06,6.43,5.06,157.58,70.75,76.63,79.54,99.24,91.53,75.36,54.92,86.36
846.26,921.45,21.29,26.76,7.85,6.31,27.57,15.88,11.82,13.13,33.34,1.01,11.93,40.62,6.16,6.43,5.06,137.46,45.68,70.56,72.15,103.04,93.82,69.92,41.8,84.54
846.4,923.35,39.76,0,0,6.31,0,19.7,18.08,48.35,27.29,19.62,0,40.62,7.29,24.19,21.98,123.49,37.08,74.64,113.93,55.01,114.93,76.99,70.18,77.56
846.53,925.24,25.72,35.19,0,6.31,20.94,47.87,16.78,52,22.92,23.84,24.74,12.59,10.64,31.43,16.91,113.67,20.6,86.54,90.52,60.46,96.21,59.23,76.06,56.13
846.67,927.14,25.72,47,0,24.52,31.68,46.1,14.94,38.87,0,22.83,24.74,9.27,10.64,31.43,16.91,78.66,11.43,70.29,66.61,36.09,62.31,43.54,65.97,26.8
846.81,929.03,6.57,47,0,24.52,37.71,28.82,8.68,3.65,0,15.14,70.25,25.99,3.35,7.24,0,28.44,0,38.04,46.08,29.09,26.46,26.69,33.4,0
846.94,930.92,0,11.81,5.03,24.52,16.78,0.65,1.86,15.51,0,10.92,45.5,23.61,0,0,0,7.97,0,3.93,26.6,2.81,2.1,0,0,0
847.08,932.81,0,0,6.4,0,6.03,0,3.7,16.02,0,10.92,45.5,16.73,0,0,0,0,13.36,4.05,26.84,2.81,2.1,0,10.71,0
847.21,934.7,0,0.49,6.4,0,0,0,9.99,16.02,0,0,0,0,0,0,0,0.4,26.72,0.12,5.42,8.95,0,10.29,10.71,0
847.35,936.59,0,0.49,1.37,0,0,0,8.14,5.48,0,0,0,0,2.17,0,7.03,15.37,37.99,12.16,26.64,13.02,0,23.77,24.86,13.32
847.48,938.48,0,0.49,0.92,0,0,0,9.25,10.61,0,0,0,0,3.34,0,7.03,16.24,24.63,12.04,27.25,13.02,0,26.11,28.49,13.32
847.62,940.37,0,0,0.92,0,0,0,2.96,10.61,0,0,0,0,3.34,0,7.03,15.83,11.27,12.04,27.25,4.07,0,15.82,28.49,13.32
847.75,942.25,0,0,10.67,0,0,0,2.96,5.64,16.62,0,0,0,1.17,0,0,0.87,2.07,0,3.38,0,0,2.34,14.34,0
847.89,944.14,0,0,11.95,0,0,0,0,2.7,27.94,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0
848.03,946.02,0,0,11.95,0,0,0,3.36,2.7,32.3,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0
848.16,947.91,0,0,2.19,0,0,0,3.36,2.91,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848.3,949.79,0,6.26,0,0,0,0,17.67,0.21,18.56,0,0,0,0,0,0,0,13.54,0,0,6.91,0,16.53,18.48,12.59
848.43,951.67,5.43,6.26,0,0,0,7.53,14.31,8.83,16.15,0,2.22,0,0,0,0,10.38,13.54,12.92,0,6.91,4.65,16.53,54.85,27.73
848.57,953.55,5.43,6.26,0,0,0,7.53,14.31,15.62,13.63,0,2.22,0,1.16,0,0,10.38,13.54,12.92,0,6.91,4.65,16.53,57.9,27.73
848.7,955.43,5.43,0,0,0,0,7.53,0,27.89,7.58,0,2.22,0,1.16,0,0,10.38,0,12.92,0,0,4.65,0,39.42,22.22
848.84,957.31,3.98,0,0,0,0,0,2.81,19.27,5.63,0,0,0,1.16,0,0,0,11.02,0,12.03,0,0,0,6.66,17.1
848.97,959.18,3.98,8.07,0,0,0,0,2.81,18.87,9.61,0,0,0,0,0,0,0,11.02,0,12.03,0,0,12.78,3.6,17.1
849.11,961.06,3.98,8.07,0,0,0,0,19.39,15.94,3.98,0,0,4.17,0,0,0,0,11.02,0,12.03,4.36,0,12.78,3.6,10.02
849.24,962.94,0,8.07,0,0,10.41,0,16.58,27.01,3.98,0,0,24.98,0,0,0,0,0,0,0,4.36,0,12.78,0,0
849.38,964.81,0,15.75,0,0,10.41,3.91,17.4,20.4,0,0,4.83,26.66,0,0,0,0,0,0,0,4.36,0,0,0,0
849.51,966.68,0,15.75,0,0,10.41,3.91,0.82,11.39,0,0,4.83,22.48,0,0,0,0,0,0,0,0,0,0,0,0
849.65,968.55,0,15.75,0,0,0,3.91,0.82,0.33,0,0,4.83,1.68,0,0,0,0,0,0,0,0,0,0,0,0
849.78,970.43,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.92,972.3,0,0,0,0,0,0,0,0,0,0,9.92,14.29,0,0,0,0,0,0,0,0,0,0,0,0
850.05,974.16,0,0,0,0,0,0,11.33,0,12.91,13.21,9.92,20.42,0,0,0,0,0,0,0,0,0,0,0,0
850.19,976.03,0,0,0,0,0,0,11.33,0,21.15,13.21,9.92,20.42,0,0,0,0,0,0,0,0,0,0,0,0
850.32,977.9,0.09,0,0,0,0,0,25.53,0,21.15,13.21,0,6.12,0,0,0,0,0,0,0,0,0,1.37,5.52,0
850.46,979.77,0.09,0,0,0,0,0,14.19,0,8.93,0,0,0,0,4.64,0,0,0,0,0,0,9.89,16.83,5.52,13.62
850.59,981.63,0.09,0,0,0,0,0,25.6,0,9.73,0,0,0,0,4.64,0,0,0,0,25.83,5.86,9.89,32.85,51.01,60.79
850.73,983.49,0,0,0,0,0,0,11.4,0,9.73,0,0,0,0,4.64,12.02,0,0,0,46.06,5.86,40.44,73.31,78.78,106.75
850.86,985.36,0,0,43.48,2.36,29.04,0,21.15,13.56,29.1,0,0,0,6.69,6.8,25.54,0,2.63,20.18,88.91,70.31,70.97,148.05,134.1,163.78
851,987.22,0,29.94,43.48,2.36,29.04,0,40.62,29.58,32.27,0,0,14.96,6.69,6.8,37.24,1.34,23.55,20.18,128.9,124.16,122.94,197.96,183.98,202.32
851.13,989.08,2.23,29.94,60.5,33.94,29.04,0,51.06,51.51,36.72,0,0,14.96,17.56,6.8,25.23,13.43,38.89,20.18,178.62,192.93,183.69,249.61,244.6,259.25
851.27,990.94,2.23,29.94,34.17,54.32,0,16.32,47.77,37.95,16.66,0,0,14.96,12.17,2.36,35.13,37.72,80.14,11.78,280.62,273.45,242.4,275.53,318.5,323.14
851.4,992.8,44.25,15.35,37.58,55.71,0,52.94,38.17,38.36,18.42,20.95,0,4.81,36.03,6.93,41.38,115.67,131.45,91.24,484.01,455.02,422.82,448.52,467.46,485.75
851.54,994.66,70.46,46.1,29.36,50.96,42.09,96.32,36.25,31.45,20.2,20.95,14.65,13.48,58.69,21.16,60,243,286.46,242.17,787.45,730.65,677.97,739.24,769.48,791.76
851.67,996.51,89.34,76.27,20.41,117.88,84.97,146.84,42.56,63.4,47.03,79.54,35.43,39.26,103.59,76.02,85.53,471.92,512.74,496.46,1180.17,1105.56,1114.74,1234.24,1253.12,1299.39
851.81,998.37,114.11,83.3,47.75,190.78,164.46,160.35,79.11,102.29,90.95,116.19,68.91,101.23,166.75,146.8,156.31,710.79,807.29,770.7,1556.18,1511.75,1548.45,1816.2,1776.71,1876.3
851.94,1000.22,122.16,94.94,88.7,168.68,159.96,154.18,108.57,120.43,123.1,137.71,96,110.58,210.49,195.83,216.67,875.92,961.11,948.53,1800.13,1765.55,1804.78,2211.77,2178.59,2265.5
852.08,1002.08,141.38,116.41,96.15,106.79,168.67,141.23,158.82,143.02,125.38,79.11,115.69,101.19,221.03,208.99,257.5,898.88,975.08,946.19,1737.25,1747.86,1744.28,2247.51,2219.3,2278.2
852.21,1003.93,81.21,121.83,101.55,50.57,140.04,140.27,132.3,114.18,100.23,38.22,124.2,52.62,148.48,144.07,183.58,761.43,775.66,743.11,1364.64,1394.11,1380.39,1832.87,1841.63,1866.19
852.34,1005.78,86.76,114.98,78,45.83,134.17,142.41,116.14,100.69,76.42,23.26,82.46,65.31,108.96,108.17,104.6,544.37,520.62,503.42,878.43,933.09,886.23,1265.62,1237.36,1315.24
852.48,1007.63,65.04,63.34,72.85,69.81,114.08,128.65,53.11,46.15,48.3,23.26,41.99,48.93,76.13,37.78,14.82,277.02,249.62,246.44,445.95,486.45,462.12,735.44,643.81,728.02
852.61,1009.48,59.15,35.54,36.71,57.67,82.86,79.49,21.81,23.47,15.57,6.55,39.5,31.04,67.78,27.36,0,96.31,82.27,98.61,193.63,207.66,159.91,385.43,283.44,314.8
852.75,1011.33,17.1,0,13.66,68.14,51.3,55.6,0,6.69,0.99,11.27,41.13,0.32,30.03,5.87,0.26,8.83,13.14,9.55,62.51,79.81,51.28,175.37,89.92,69.37
852.88,1013.18,7.88,24.22,25.68,37.76,25.85,36.48,0,13.33,0,12.65,41.13,0.32,32.28,12.93,0.26,22.29,0,4.04,25.86,24.26,0,58.68,29.89,4.66
853.02,1015.03,7.16,24.22,25.68,31.84,6.2,36.48,0,9.52,2.22,12.65,1.63,0,26.17,12.93,0.26,22.29,0,1.25,5.56,9.33,0,14.97,0,4.66
853.15,1016.87,7.16,24.45,25.04,21.37,6.04,34.78,10.17,6.64,2.22,1.38,0,0,26.17,7.06,1.08,22.29,0,1.25,5.56,25.55,0,12.51,0,2.95
853.29,1018.72,0,0.23,3.34,0,0,13.77,10.17,0,2.22,0,0,2.52,0,0,1.08,0,0,0,0,25.55,0,17.51,0,0
853.42,1020.56,0,0.23,3.34,0,1.24,13.77,10.17,0,0,2.66,0,2.99,0,0,1.08,0,0,0,0,25.55,0,4.99,0,0
853.55,1022.4,3.17,0,0.82,5.55,1.24,0,13.03,0,8.53,24.83,0,11.32,0,0,0,0,0,0,0,0,0,4.99,0,0
853.69,1024.24,3.17,0,0,5.55,1.24,0,13.03,0,8.53,24.83,9.88,8.79,0,0,0,0,0,0,0,0,0,0,0,0
853.82,1026.08,28.26,47.31,8.9,5.55,8.5,0,13.03,0,8.53,48.66,49.56,13.61,0,0,0,0,0,0,0,0,0,0,0,0
853.96,1027.92,25.09,50.48,8.9,0,16.16,0,0,0,0,30.19,49.56,13.14,0,0,0,0,0,0,0,0,0,0,0,0
854.09,1029.76,28.94,78.85,8.9,0,16.16,0,0,0,0,36.47,51.52,13.14,0,0,0,0,0,0,0,0,0,0,0,0
854.22,1031.6,23.41,31.54,17.26,0,10.17,1.16,0,0,0,12.19,11.85,14.2,0,0,0,0,0,0,0,0,0,0,0,0
854.36,1033.44,24.67,44.1,17.26,0,2.51,1.16,0,0,0,8.48,11.85,6.35,0,0,0,0,0,0,0,0,0,0,0,0
854.49,1035.27,53.02,23.38,17.26,3.89,5.69,1.16,0,0,0,18.84,8.6,6.35,0,0,0,0,0,0,0,0,0,0,0,0
854.63,1037.11,33.47,41.65,0,3.89,3.17,0.14,0,0,0,25.47,20.74,6.64,0,0,0,0,0,0,0,0,0,0,0,0
854.76,1038.94,52.39,25.93,0,3.89,3.17,0.14,0,0,0,31.94,20.74,6.64,0,0,0,0,0,0,0,0,0,0,0,0
854.89,1040.77,21.25,18.27,0,0,0,0.14,0,0,0,19.53,12.14,8.69,0,0,0,0,0,0,0,0,0,0,0,0
855.03,1042.6,31.8,0,0,0,0,0,0,0,0,10.71,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0
855.16,1044.43,11.62,0,0,0,0,0,0,0,0,10.16,5.31,2.12,0,0,0,0,0,0,0,0,0,0,0,0
855.3,1046.26,10.55,0,8.35,8.47,0,0,0,0,0,5.93,25.45,0.07,0,0,0,0,0,0,0,0,0,0,0,0
855.43,1048.09,0,0,8.35,8.47,0,0,0,0,0,5.93,25.45,0.89,0,0,0,0,0,0,0,0,0,0,0,0
855.56,1049.92,12.63,5.22,29.4,17,0,0,0,0,0,19.84,25.41,26.15,0,0,0,0,0,0,0,0,0,0,0,0
855.7,1051.75,12.63,5.22,29.18,8.53,0,0,0,0,0,19.84,5.28,26.15,0,0,0,0,0,0,0,0,0,0,0,0
855.83,1053.57,12.63,5.22,31.98,8.53,0,13.94,0,1.34,0,33.84,5.28,33.48,0,0,0,0,0,0,0,0,0,0,0,0
855.96,1055.4,0,6.7,10.94,0,0,13.94,0,1.34,0,14,0,8.16,0,0,0,0,0,0,0,0,0,0,0,0
856.1,1057.22,0,30.22,2.8,0,0,13.94,0,1.34,0,14,0,8.16,0,0,0,0,0,0,0,0,0,0,0,0
856.23,1059.04,0,30.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.37,1060.86,5.55,23.52,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
856.5,1062.68,5.55,0,17.88,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
856.63,1064.5,5.55,0,17.88,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0
856.77,1066.32,0,0,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.9,1068.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.03,1069.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.17,1071.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.3,1073.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.43,1075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.57,1077.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.7,1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.83,1080.83,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857.97,1082.64,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.1,1084.45,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.23,1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.36,1088.06,0,0,0,0,0,0,0,0,1.13,0.59,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0
858.5,1089.87,0,0,0,0,0,0,0,0,1.13,0.59,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0
858.63,1091.67,0,0,0,0,0,0,0,0,1.13,5.02,0,14.82,0,0,0,0,0,0,0,0,0,0,0,0
858.76,1093.48,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858.9,1095.28,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.03,1097.08,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.16,1098.88,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.3,1100.68,0,3.52,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.43,1102.48,0,13.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.56,1104.27,0,13.23,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.69,1106.07,0,9.71,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.83,1107.86,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859.96,1109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.09,1111.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.22,1113.24,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.36,1115.03,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.49,1116.82,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.62,1118.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.75,1120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860.89,1122.19,0,9.5,6.05,10.83,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0
861.02,1123.97,0,9.5,6.05,10.83,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0
861.15,1125.76,6.37,9.5,6.05,10.83,3.51,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,0,18.77,0,0,0
861.28,1127.54,12.55,30.81,4.67,0,26.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11,0,0,0
861.42,1129.33,33.89,61.75,4.67,16.33,26.93,12.84,0,0,0,0,0,12.73,0,0,0,0,0,0,0,0,57.7,0,0,0
861.55,1131.11,30.93,61.75,4.67,25.92,43.66,50.55,0,0,0,0,0,12.73,0,0,0,0,0,0,0,0,56.69,0,0,0
861.68,1132.89,25.69,46.45,2.01,50.93,58.15,66.6,5.71,5.91,0,0,0,12.73,0.11,0,0,0,1.24,0,0,4,97.74,0,0,0
861.81,1134.67,20.62,37.31,6.65,82.15,70.56,59.61,7.21,5.91,0,0,1.35,0,0.11,0,0,0,30.59,0,0,17.11,90.63,0,0,0
861.94,1136.45,41.94,41.22,38.73,112.15,86.36,53.73,7.21,5.91,0,0,1.35,0,0.11,0,3.87,0,30.59,0,0,17.11,89.58,0,0,0
862.08,1138.23,69.65,47.19,57.34,113.91,114.6,64.28,4.92,0,3.44,20.13,1.35,4.27,0,0,12.47,0,29.35,4.04,0,13.11,58.26,0,0,0
862.21,1140,61.52,36.33,73.13,105.55,147.71,81.03,3.43,0.53,3.44,25.78,20.77,7.73,0,0,20.7,25.83,3.9,4.04,0,0,53.11,0,0,0
862.34,1141.78,68.67,43.08,58.53,75.51,155.48,126.78,3.43,18.2,6.92,49.29,26.42,14.06,0,0,16.84,67.83,3.9,29.2,12.62,0,78.25,0,0,0
862.47,1143.55,60.77,66.78,65.87,62.46,89.33,130.18,0,18.2,3.48,46.87,26.42,20.35,0,0,8.23,103.13,25.94,40.97,28.58,0,95,0,0,0
862.6,1145.33,71.92,74.19,45.44,69.51,72.51,127.01,12.02,18.53,10.47,41.23,5.65,16.88,15.53,0,0,116.26,47.74,78.1,28.58,12.16,132.15,0,0,0
862.74,1147.1,49.79,82.33,53.56,59.96,32.47,50.27,12.86,0.86,15.46,17.72,13.89,28.47,15.53,9.59,13.98,116.44,84.31,100.96,26.24,14.9,131.02,0,0,0
862.87,1148.87,35.49,52.97,36.51,89.99,35.53,45.74,16.43,0.86,19.31,0,13.89,17.92,47.12,14.65,13.98,139.1,101.97,117.64,31.4,32.46,137.4,0,1.77,8.59
863,1150.64,27.92,34.6,36.51,43.74,6.83,26.29,4.41,0,14.78,1.23,13.89,17.92,31.58,14.65,13.98,142.14,120.35,109.37,35.29,64.92,121.5,0,22.29,25.94
863.13,1152.41,18.17,15.81,10.92,43.74,3.07,25.46,3.57,0,6.31,12.3,0,0,31.58,5.06,0,105.34,113.87,92.92,46.68,92.89,108.78,21.85,27.25,50.06
863.26,1154.18,11.72,0,0,5.4,1.19,23.56,0,0,2.46,12.3,0,9.59,0,0,0,64.8,107.33,81.4,25.55,113.13,132.67,21.85,39.56,53.39
863.4,1155.95,0,0,0,5.4,1.19,23.56,0,0,0,11.06,0,9.59,0,0,0,43.09,88.28,75.04,21.67,90.21,106.07,36.42,39.35,47.88
863.53,1157.72,0,0,0,5.4,1.19,23.56,0,5.2,0,0,0,9.59,0,0,0,64.31,90.5,62.28,0,79.91,125.09,22.19,42.75,34.97
863.66,1159.48,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,46.88,66.98,51.12,11.53,52.55,87.72,22.19,28.68,35.99
863.79,1161.25,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,26.59,41.97,28.62,11.53,37.14,69.63,7.62,8.36,25.95
863.92,1163.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.98,9.81,11.53,16.74,22.62,0,0,14.74
864.05,1164.77,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,4.33,0,0,6.29,0.9,0,0,1.8
864.19,1166.54,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,4.33,0,0,0,0,0,0,0
864.32,1168.3,0,0,0,0,0,0,0,0,0,0,0,17.21,0,0,0,0,0,0,0,0,15.91,0,0,0
864.45,1170.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0
864.58,1171.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0
864.71,1173.57,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0
864.84,1175.33,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,7.99,0,9.31,0.24,0,0,0.05
864.97,1177.08,0.52,0,0,0,0,0,0,8.83,0,0,0,1.39,0,0,0,0,0,14.02,37.79,34.41,45.28,49.59,31.2,38.21
865.11,1178.84,0.52,0,9.49,0,0,0,0,8.83,0,0,0,0,0,0,0,0,0,14.02,60.75,73.67,84.13,121.63,70.83,99.81
865.24,1180.59,0.52,0,10.64,0.53,0,0,0,8.83,0,0,0,0,0,0,0,0,0,17.82,104.9,90.44,108.58,159.8,159.91,153.81
865.37,1182.34,0,0,10.64,9.94,0,0,0,0,0,4.01,0,0,0,0,0,0,0,11.79,96.03,65.34,81.65,157.74,189.15,150.08
865.5,1184.1,0,5.43,30.89,9.94,0,0,0,0,0,4.01,0,1.97,0,0,0,0,0,11.79,73.88,26.09,43.11,86.73,176.43,88.48
865.63,1185.85,0,5.43,29.74,9.41,0,0,0,0,0,4.01,0,1.97,0,0,0,0,0,0,29.73,0,18.42,48.56,87.35,34.42
865.76,1187.6,0,10.76,29.74,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0.81,0,0.31,1.02,26.91,0
865.89,1189.35,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.02,1191.09,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.15,1192.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.29,1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.42,1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.55,1198.07,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.68,1199.82,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.81,1201.56,0,0,0,0,0,0,10.49,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.94,1203.3,0,0,0,0,0,0,4.59,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.07,1205.04,0,0,0,0,0,0,8.78,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.2,1206.78,0,0,0,0,0,0,4.19,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.33,1208.51,0,0,0,0,0,0,4.19,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.46,1210.25,5.05,0,0,0,0,0,12.85,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.59,1211.98,5.05,0,0,0,0,0,12.85,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.72,1213.72,14.67,0,7.95,0,0,0,26.14,27.27,8.59,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0
867.85,1215.45,9.62,2.78,7.95,0,0,0,15.85,31.14,7.25,0,0,8.87,0,4.28,0,0,0,0,0,0,6.9,0,0,0
867.98,1217.19,22.34,2.78,7.95,0,5.4,0,15.85,39.97,7.25,3.76,0,12.37,0,4.28,0,0,0,0,0,0,6.9,0,0,0
868.12,1218.92,12.71,2.78,0,12.59,5.4,0,2.57,12.7,7.25,3.76,0,12.37,0,4.28,0,0,0,0,0,0,0,0,0,0
868.25,1220.65,12.71,1.91,0,12.59,19.3,11.79,0.78,28.56,11.74,33.25,12.32,16.45,0,0,0,0,5.13,0,0,0,14.87,0,0,0
