WP-00790,,PE0.05ppm,PE0.1ppm,PE0.5ppm,PE1ppm,PE5ppm,PE10ppm,PE50ppm,PE100ppm,PE200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
907.24,1715.62,0,0,0,0,0,0,0,0,0
907.35,1717.04,0,0,0,0,0,0,0,0,0
907.47,1718.45,0,0,0,0,0,0,0,0,0
907.58,1719.86,0,0,0,3.22,0,0,0,0,0
907.7,1721.27,0,0,0,3.22,0,0,0,0,0
907.82,1722.68,0,0,0,3.22,0,0,0,0,0
907.93,1724.08,0,2.34,0,0,0,0,0,0,0
908.05,1725.49,0,2.34,0,0,0,0,0,0,0
908.16,1726.9,0,2.34,0,0,0,0,0,0,0
908.28,1728.3,0,0,0,0,0,0,0,0,0
908.4,1729.71,0,0,0,0,0,0,0,0,0
908.51,1731.11,0,0,0,0,0,0,0,0,0
908.63,1732.51,0,4.3,0,0.32,0,0,0,0,0
908.74,1733.91,0,4.3,0,0.32,0,0,0,0,0
908.86,1735.31,0,9.48,0,6.74,0,0,0,0,0
908.97,1736.71,0,6.44,0,9.04,0,0,0,0,0
909.09,1738.11,0,6.44,0,9.04,0,0,0,0,0
909.21,1739.51,0,1.27,0,2.63,0,0,0,0,0
909.32,1740.9,0,0,0,0,0,0,0,0,0
909.44,1742.3,0,0,0,0,0,0,0,0,0
909.55,1743.69,0,4.08,0,3.65,2.43,0,0,0,0
909.67,1745.08,0,4.08,0,3.65,2.43,0,0,0,0
909.78,1746.48,0,4.08,0,4.59,2.43,0,0,0,0
909.9,1747.87,0,0.91,0,0.94,0,0,0,0,0
910.01,1749.26,0,0.91,0,0.94,0,0,0,0,0
910.13,1750.65,0,0.91,0,0.07,0,0,0,0,0
910.24,1752.03,0,0,0,0.07,0,0,0,0,0
910.36,1753.42,0,0,0,0.07,0,0,0,0,0
910.47,1754.81,0,0,0,0,0,0,0,0,0
910.59,1756.19,0,0,0,2.7,0,0,0,0,0
910.7,1757.58,0,0,0,2.7,0,0,0,0,0
910.82,1758.96,0,0.13,0,2.7,0,1.17,0,0,0
910.93,1760.34,0,0.13,0,0,0,1.17,0,0,0
911.05,1761.72,0,0.13,0,0,0,1.17,0,0,0
911.16,1763.1,0,0,0,0,0,0,0,0,0
911.27,1764.48,0,0,0,0,0,0,0,0,0
911.39,1765.86,0,0,0,0,0,0,0,0,0
911.5,1767.24,0,0,0,0,0,0,0,0,0
911.62,1768.61,0,0,0,0,0,0,0,0,0
911.73,1769.99,0,15.36,1.19,10.51,6.27,4.6,0,0,0
911.85,1771.36,0,15.36,1.19,10.51,6.27,4.6,0,0,0
911.96,1772.73,0,20.3,1.76,18.11,9.11,4.6,0,0,0
912.07,1774.1,0,4.93,0.57,7.6,2.84,0,0,0,0
912.19,1775.48,0,6.76,0.57,14.95,19.57,9.64,0,0,0
912.3,1776.85,0,1.83,0,7.35,16.73,9.64,0,0,0
912.42,1778.21,4.14,6.11,9.84,12.31,16.73,13.17,0,0,0
912.53,1779.58,4.14,4.27,10.62,7.74,5.53,5.33,0,0,0
912.64,1780.95,4.14,4.27,10.62,7.74,5.53,5.33,0,0,0
912.76,1782.32,0,8.21,2.2,23.27,5.53,3.59,0,0,0
912.87,1783.68,0,12.79,1.42,23.78,0,1.79,0,0,0
912.99,1785.04,3.8,20.43,7.36,26.2,10.78,3.43,0,0,0
913.1,1786.41,8.19,29.12,12.67,11.14,17.14,11.44,8.33,0,0
913.21,1787.77,8.19,29.47,19.32,12.75,17.14,11.44,11.01,0,0
913.33,1789.13,14.06,30.37,23.16,18.89,10.32,15.66,11.01,0,0
913.44,1790.49,9.67,20.05,16.42,18.81,3.96,5.86,2.69,0,0
913.55,1791.85,24.05,31.71,31,27.05,24.27,11.22,1.95,7.71,0
913.67,1793.21,14.38,27.93,21.22,23.51,20.31,5.36,1.95,7.71,0
913.78,1794.57,14.45,28.03,33.55,27.84,32.64,12.53,6.55,7.71,0
913.89,1795.92,0.07,11.79,18.85,14.71,12.32,7.17,4.61,0,0
914.01,1797.28,0.07,10.1,18.85,11.91,12.32,8.48,14.51,0,0
914.12,1798.63,0,3.85,6.53,2.23,0,10.52,9.9,0,0
914.23,1799.98,0,3.48,0,2.23,0,10.52,9.9,0,0
914.35,1801.34,0,0.42,0,0,0,9.21,0,0,0
914.46,1802.69,0,0,0,0,0,7.43,0,0,0
914.57,1804.04,0,3.5,6.3,3.02,0,7.86,0,0,3.19
914.68,1805.39,0,3.5,6.3,3.02,0,7.86,0,0,3.19
914.8,1806.73,0,7.13,13.69,5.31,0,5.05,2.98,0,3.19
914.91,1808.08,0,3.63,15.71,8.77,0,9.9,8.66,0,0
915.02,1809.43,0,7.17,25.29,8.77,0,14.83,8.66,2.66,0
915.13,1810.77,3.79,15.3,31.16,17.1,6.95,16.21,19.17,2.66,0
915.25,1812.12,19.87,26.74,44.9,25.64,16.18,15.48,16.54,2.66,0
915.36,1813.46,29.9,39.63,43.84,40.72,21.69,10.55,20.48,0,0
915.47,1814.8,30.98,34.86,45.09,43.46,14.74,4.54,14.02,0,0
915.58,1816.14,21.83,38.51,35.1,36.3,20.57,7.44,21.33,8.74,0
915.7,1817.48,16.11,27.94,32.21,28.57,19.83,7.44,19.72,11.13,0
915.81,1818.82,33.05,49.03,43.62,42.5,44.75,23.23,29.42,30.94,12.01
915.92,1820.16,26.12,33.94,31.55,34.65,29.69,17.21,26.42,23.98,12.01
916.03,1821.5,33.25,30.23,29.14,32.44,24.92,17.21,24.96,32.54,13.99
916.15,1822.83,18.47,4.63,11.16,22.01,12.79,13.83,21.92,16.85,13.52
916.26,1824.17,18.47,4.63,11.29,27,12.79,12.41,16.53,19.12,16.07
916.37,1825.5,10.67,3.68,17.93,27.21,24.51,24.93,29.1,11.37,18.54
916.48,1826.83,4.18,2.72,24.21,10.36,11.72,14.18,15.41,7.25,19.64
916.59,1828.17,6.3,6.88,29.03,16.43,11.9,21.32,24.82,3.2,22.59
916.71,1829.5,9.12,11.24,22.27,13.6,8.37,9.89,21.32,0,26.63
916.82,1830.83,8.57,10.7,22.94,13.92,17.23,23.55,21.32,0,13.98
916.93,1832.16,13.25,6.55,31.69,12.96,24.56,17.64,26,0,8.5
917.04,1833.49,16.69,14.55,44.2,23.43,27.98,32.16,28.42,8.4,8.43
917.15,1834.81,26.58,18.87,34.68,23.11,19.13,18.34,28.42,8.4,8.43
917.26,1836.14,32.32,30.25,44.47,34.22,24.52,26.18,26.46,8.4,16.63
917.38,1837.46,33.38,28.89,46.91,33.32,26.9,13,26.14,0,8.22
917.49,1838.79,33.65,32.41,65.55,39.41,28.76,11.7,26.14,0,8.22
917.6,1840.11,38.46,36.82,70.72,28.6,37.55,16.27,36.21,10.42,0.43
917.71,1841.43,35.36,42.32,72.3,28.88,35.78,16.95,32.37,10.42,0.43
917.82,1842.75,25.21,41.6,59.98,25.6,43.43,19.38,32.37,10.42,10.11
917.93,1844.07,16.3,35.65,37.41,15.19,27.85,6.59,18.36,7.67,22.54
918.04,1845.39,24.71,37.01,48.48,26.66,34.92,24.78,41.66,27.32,52.11
918.15,1846.71,24.71,28.91,36.79,23.86,25.41,22.14,41.66,27.32,43.69
918.27,1848.03,16.27,19.09,37.26,23.86,26.89,21.28,31.51,19.65,33.46
918.38,1849.34,3.96,14.43,29.92,18.29,19.58,14.77,25.39,0,14.42
918.49,1850.66,3.96,14.43,40.53,18.29,21.03,14.77,26.09,0,15.67
918.6,1851.97,15.1,15.6,43.36,23.35,18.58,16.58,42.65,0.19,27.1
918.71,1853.29,25.85,8.02,34.4,23.52,20.33,21.14,28.23,27.74,47.73
918.82,1854.6,25.85,8.02,23.79,23.52,18.88,21.14,27.53,27.74,46.43
918.93,1855.91,29.12,19.32,41.33,29.88,27.15,36.9,36.94,45.68,57.86
919.04,1857.22,14.41,12.46,33.18,11.43,13.42,18.3,34.66,18.13,40.6
919.15,1858.53,23.38,21.73,62.5,27.04,25.41,28.98,59.49,37.02,56.74
919.26,1859.84,11.04,14.11,53.07,23.14,18.41,16.47,43.59,18.89,48.18
919.37,1861.15,21.1,16.4,53.4,30.81,27.82,31.39,52.44,26.06,45.03
919.48,1862.45,12.13,7.13,25.03,16.99,18.23,20.72,33.93,7.16,28.84
919.59,1863.76,29.74,19.15,30.19,27.71,30.85,43.17,61.29,17.44,49.83
919.7,1865.06,19.68,16.86,23.76,23.2,21.44,32.71,45.72,10.28,56.9
919.81,1866.36,35.29,23.93,34.87,28.56,27.36,40.72,56.68,27.63,82.82
919.92,1867.67,23.62,10.36,25.73,18.69,16.7,25.24,36.05,28.16,65.48
920.03,1868.97,28.7,14.19,28.56,15.8,16.7,26.41,42.4,28.16,79.1
920.14,1870.27,13.08,7.12,16.5,8.64,8.39,18.4,27.04,10.81,79.69
920.25,1871.57,12.02,3.83,16.94,2.05,3.68,22.21,14.66,6.91,93.57
920.36,1872.87,15.94,4.89,30.35,5.79,9.4,27.68,22.59,11.91,88.41
920.47,1874.16,21.53,4.89,48.38,9.87,18.06,33.4,28.92,11.91,83.32
920.58,1875.46,16.41,4.89,37.07,12.9,14.38,25.5,29.78,7.24,67.08
920.69,1876.75,18.71,15.36,46.84,20.7,25.71,35.03,39.06,13.99,67.25
920.8,1878.05,13.67,15.36,39.25,16.62,23.36,41.22,42.64,13.99,57.72
920.91,1879.34,14.6,15.36,45.3,11.79,25.23,41.05,41.86,11.74,58.14
921.02,1880.63,6.84,0,22.32,0,14.84,19.68,20.04,13.71,48.53
921.13,1881.93,18.29,12.76,29.87,6.82,17.32,24.38,15.75,18.88,64.1
921.24,1883.22,18.83,12.76,38.17,7.48,21.89,29.83,40.21,28.04,59.07
921.35,1884.51,15.28,12.76,43.66,11.95,15.23,33.35,45.19,16.13,57.23
921.46,1885.79,13.56,11.93,49.68,17.42,17.21,29.23,58.69,25.41,44.57
921.57,1887.08,13.7,11.93,46.22,24.43,10.76,19.3,37.05,16.25,48.76
921.68,1888.37,20.33,11.93,52.95,29.64,12.92,20.92,48.61,19.91,54.79
921.79,1889.65,24.54,5.74,47.21,27.06,14.84,16.42,52.69,30.09,71.35
921.9,1890.94,29.17,6.3,36.56,19.4,19.82,13.11,58.18,31.64,73.97
922.01,1892.22,42.34,14.44,37.09,25.79,37.03,15.9,61.86,56.75,103.78
922.12,1893.5,27.87,8.7,18.83,16.08,24.35,7.94,44.84,32.13,98.88
922.23,1894.78,29.22,14.69,34.19,16.08,26.75,20.82,45.68,37.72,117.16
922.33,1896.06,13.99,9.11,40.3,7.75,15.24,20.9,38.93,16.73,88.51
922.44,1897.34,24.68,16.7,53.48,12.49,23.92,27.38,53.48,25.73,87.49
922.55,1898.62,31.63,10.15,55.41,25.43,29.93,29.32,57.56,38.23,75.65
922.66,1899.9,37.11,10.31,40.54,29.17,35.14,34.47,62.49,32.57,86.33
922.77,1901.18,40.01,7.58,48.42,29.33,33.11,38.71,67.5,36,93.4
922.88,1902.45,30.34,7.58,36.04,20.58,27.17,32.71,61.25,17.83,76.55
922.99,1903.72,26.75,10.04,41.4,19.26,29.98,33.14,62.42,27.41,64.44
923.09,1905,18.92,5.19,40.85,22.37,39.89,35.34,59.33,26.4,59.39
923.2,1906.27,14.06,8.25,46.27,29.8,39.1,39.52,56.54,33.68,85.3
923.31,1907.54,12.85,3.07,37.32,19.63,24.3,32.01,33.28,22.93,80.51
923.42,1908.81,11.17,3.07,25.55,25.25,14.04,28.04,23.65,19.37,78.89
923.53,1910.08,34.24,9.58,39.54,22.62,28.19,25.84,34.76,40.22,84.35
923.64,1911.35,33.41,9.58,46.27,22.62,33.77,19.75,38.72,47.47,82.54
923.74,1912.62,29.32,9.58,38.08,9,27.48,10.8,23.76,39.62,73.13
923.85,1913.88,19.77,9.83,24.41,10.43,21.69,14.99,26.22,30.47,47.24
923.96,1915.15,23.97,9.83,27.49,10.43,17.32,18.59,27.41,20.46,51.75
924.07,1916.41,23.97,12.14,40.64,10.43,18.66,20.23,39.91,20.46,59
924.18,1917.68,13.01,9.69,48.54,15.47,19.13,17.04,41.26,7.21,76.98
924.28,1918.94,4.41,14.35,38.52,15.47,19.36,18.61,43.36,7.21,84.69
924.39,1920.2,10.13,18.32,38.79,22.06,36.24,25.16,52.09,17.86,87.7
924.5,1921.46,11.54,17.27,26.04,14.49,25.09,19.03,45.11,30.95,71.33
924.61,1922.72,17.34,25.22,39.25,28.61,38.59,26.21,63.1,32.11,80.92
924.71,1923.98,11.61,18.94,26.53,22.02,23.85,18.01,43.84,22.57,74.91
924.82,1925.24,16.5,21.41,32.9,18.96,31.86,27.05,43.32,24.11,101.63
924.93,1926.49,12.71,8.8,22.22,7.21,21.84,15.74,32.43,33.28,89.98
925.04,1927.75,23.64,12.46,42.07,23.42,28.03,30.77,45.39,54.64,107.17
925.14,1929,18.79,10.89,41.67,21.96,24.31,18.42,47.43,55.08,89.43
925.25,1930.26,16.8,10.89,35.75,19.6,18.3,17.39,35.1,44.81,73.98
925.36,1931.51,22.78,21.85,45.16,21.66,30.75,24.56,50.62,55.07,80.05
925.47,1932.76,16.92,14.62,34.21,18.27,22.12,22.21,36.44,40.62,77.73
925.57,1934.01,16.92,14.62,46.47,22.96,32.57,27.79,56.67,51.91,93.49
925.68,1935.26,0,0,16.78,4.69,10.45,9.91,31.42,25.06,61.08
925.79,1936.51,11.38,10.43,32.72,11.77,20.88,23.19,42.13,34.18,62.31
925.89,1937.76,22.18,13.97,29.4,15.18,15.67,23.06,29.59,31.37,62.93
926,1939,22.18,13.97,37.82,17.29,18.71,29.68,31.45,41.63,68.95
926.11,1940.25,24.76,3.54,25.09,13.33,17.78,16.4,34.5,31.75,53.49
926.21,1941.49,18.76,0,27.78,5.23,13.27,10.95,40.62,42.61,53.75
926.32,1942.74,25.28,0,18.52,7.67,16.41,3.85,45.04,26.47,62.64
926.43,1943.98,23.79,6.68,23.02,8.65,17.41,18.73,59.32,21.49,88.71
926.53,1945.22,18.98,6.68,11.48,8.65,16.68,18.73,43.48,6.47,82.07
926.64,1946.46,12.46,6.68,15.71,6.15,16.85,19.36,37.91,17.27,76.94
926.75,1947.7,4.43,0,6.32,2.05,9.34,7.96,34.29,26.07,72.43
926.85,1948.94,4.43,0,6.45,2.05,9.34,10.23,34.29,33.39,76.43
926.96,1950.18,4.43,0,2.23,0,2.99,8.58,36.71,31.56,76.6
927.07,1951.41,4.77,0,0.84,2.76,0,6.91,8.43,32.03,65.4
927.17,1952.65,4.77,0,6.53,2.76,0,12,20.86,27.58,59.6
927.28,1953.88,4.77,0,6.53,2.76,0,9.17,12.54,21.09,52.76
927.39,1955.12,0,2.24,5.91,0,0,7.36,12.92,26.24,45.87
927.49,1956.35,7.2,11.97,8.82,6.36,7.54,0.72,6.6,26.01,44.93
927.6,1957.58,7.2,11.97,8.82,6.36,7.54,0.72,6.6,29.86,36.39
927.7,1958.81,7.94,10.51,8.82,6.36,7.54,0.72,19.21,25.9,34.37
927.81,1960.04,4.64,3.82,12.72,2.63,3.12,4.14,18.55,26.69,34.4
927.91,1961.27,5.78,3.82,12.72,2.63,3.56,4.14,24.46,22.21,27.13
928.02,1962.5,5.03,3.03,14.72,2.63,3.56,4.14,11.37,15.37,22.19
928.13,1963.72,19.64,7.63,8.17,7.17,9.4,14.17,26.27,17.04,23.42
928.23,1964.95,18.5,7.63,8.17,7.17,8.96,14.17,21.79,15.18,23.42
928.34,1966.17,23.98,8.83,11.66,14.96,8.96,14.17,30.19,17.9,26.68
928.44,1967.4,22.83,12.05,9,21.43,19.71,3.48,11.98,24.47,28.77
928.55,1968.62,25.48,12.05,9,21.43,22.15,3.48,10.54,24.47,28.77
928.65,1969.84,25.05,15.68,6.71,13.64,22.15,3.65,8.02,25.42,30.22
928.76,1971.06,14.81,4.83,5.93,3.38,4.5,0.17,5.88,19.22,16.85
928.86,1972.28,12.16,4.83,11.41,9.37,2.06,5.66,5.88,26.14,19.83
928.97,1973.5,7.11,0,8.22,9.37,2.06,5.5,0,22.76,9.58
929.07,1974.72,0,2.49,5.49,5.99,0,5.5,0,26.46,13.73
929.18,1975.94,1.91,7.61,0,0,0,0,0,24.68,10.76
929.28,1977.15,1.91,7.61,0,0,0,2.75,0,24.64,10.25
929.39,1978.37,1.91,5.12,0,0.34,0,2.75,0,14.23,1.6
929.49,1979.58,8.01,3.08,0,0.34,5.95,3.63,0,13.01,2.42
929.6,1980.79,14.34,3.08,0,0.34,5.95,0.89,0,7.08,2.42
929.7,1982,14.34,3.08,0,0,5.95,0.89,0,11.24,0.83
929.81,1983.22,6.32,0,0,0,0,0,1.76,18.91,0
929.91,1984.43,0,0,0,0,0,0,1.76,22.46,0
930.02,1985.63,4.46,1.49,0,0.91,0.57,0,3.59,24.73,0.09
930.12,1986.84,4.73,1.49,0,0.91,0.57,4.37,1.84,21.97,0.09
930.23,1988.05,9.14,4.69,1.13,8.18,0.57,6.75,4.58,32.18,0.09
930.33,1989.25,4.68,3.86,1.13,7.27,0,6.75,2.75,23.02,0
930.43,1990.46,13.84,4.86,4.15,15.63,7.31,6.57,10.13,48.49,0.88
930.54,1991.66,9.43,1.66,3.02,8.37,7.31,4.18,7.39,34.74,0.88
930.64,1992.87,9.43,1.22,3.02,8.37,7.31,4.18,7.39,47.58,0.88
930.75,1994.07,0,0.22,0,0,0,0,0,13.27,0
930.85,1995.27,0,4.97,0,0,0,0,0,15.79,0
930.96,1996.47,0,5.82,0,0,0,0,2.24,12.2,0
931.06,1997.67,0,8.86,0,0,0,0,2.24,15.36,0
931.16,1998.86,0,10.23,0,4.47,3.53,0,2.24,33.59,0
931.27,2000.06,0,9.16,0,4.47,3.53,0,0,29.9,0
931.37,2001.26,1.64,16.94,0,6.91,10.47,0.93,0,41.84,3.99
931.47,2002.45,1.64,10.82,0,2.43,6.94,0.93,0,29.97,3.99
931.58,2003.65,7.73,20.32,0,2.43,6.94,0.93,0,33.73,3.99
931.68,2004.84,6.09,9.5,0,0,0,0,0,27.9,0
931.78,2006.03,6.09,9.5,0,0,0,0,0,19.02,0
931.89,2007.22,0,0,0,0,0,0,0,9.27,0
931.99,2008.41,0,0,0,0,0,0,0,0,0
