WP-00790,,PMMA0.5ppm-1,PMMA0.5ppm-2,PMMA0.5ppm-3,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
849.24,962.94,18.63,29.22,1.7,11.51,9.42,37.79,19.77,9.12,9.99,25.36,29.94,17.98,46.6,22.77,54.9,7.93,14.27,10.13,51.33,47.55,45.36
849.38,964.81,6.41,29.22,1.7,28.98,6.06,37.79,19.77,2,5.52,25.36,29.94,17.98,29.59,19.92,42.12,2.35,9.86,10.13,10.85,36.38,21.03
849.51,966.68,0.72,5.62,0,17.47,1.66,27.69,4.83,2,5.52,5.71,16.17,2.02,0.46,3.97,11.23,0,0,0.9,0,7.83,10.98
849.65,968.55,0,0,0,17.47,0,0,0,0.17,0.09,0,0,0,0,0,0,0,0,0,0,0,0
849.78,970.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849.92,972.3,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850.05,974.16,0,0,0,8.53,1.5,3.03,4.36,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0
850.19,976.03,0,0,0,8.53,1.5,3.03,4.36,7.51,4.93,0,0,0,0,0,0,0,0,0,0,0,0
850.32,977.9,0,0,0,8.53,1.5,2.11,4.36,7.51,8.36,0,0,0,0,0,0,0,0,0,0,0,0
850.46,979.77,0,2.11,8.14,0,0,0,8.69,7.51,3.43,0,0.27,0,0,6.54,0,0,0.28,18.55,16.48,7.96,0
850.59,981.63,0,2.11,8.14,0,4.89,0,10.87,0,3.43,0,0.27,0,0,22.42,0,0,0.28,18.55,16.48,35.88,19.3
850.73,983.49,0,2.11,8.14,0,4.89,0,10.87,0,0,0,0.27,0,0,32.64,13.8,16.62,0.5,18.55,20.89,35.88,31.91
850.86,985.36,0,0,0,0,4.89,0,2.18,0,0,0,0,0,0,40.13,14.73,16.65,0.22,0,6.56,27.92,39.61
851,987.22,0,5.76,0,0,0.69,0,6.8,0,0,0,0,8.88,0,24.66,18.7,16.65,0.22,0,6.56,0,20.3
851.13,989.08,0,5.76,8.08,0,0.69,0,11.1,0,2.17,0,0,8.88,0,14.43,4.9,0.04,0,0,2.16,0,7.7
851.27,990.94,0,5.76,8.08,0,0.69,0,11.81,0,2.17,0,0,8.88,0,0.4,3.97,0,0,0,0,0,0
851.4,992.8,0,0,8.08,0,3.11,0,5.02,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0
851.54,994.66,3.64,12.6,0,0.18,3.11,22.73,2.13,0,3.19,6.94,0,0,0,4.88,0,0,13.54,0,0,0,0
851.67,996.51,15.27,16.86,17.58,18.3,5.65,35.71,21.04,0,3.19,26.91,0,0,2.72,4.88,0,0,18.09,0,0,0.09,0
851.81,998.37,15.27,25.68,32.37,35.9,13.24,35.71,21.04,0,3.21,26.91,22.3,4.44,14.43,13.83,8.84,32.47,18.09,0,0,6.15,7.34
851.94,1000.22,12.38,18.8,32.37,35.71,16.12,12.99,20.43,0.51,3.21,26.46,22.86,14.81,14.43,18.24,12.68,32.47,33.61,0,2.43,6.15,7.34
852.08,1002.08,0.75,33.93,36.15,22.98,15.76,30.58,0.81,5.56,29.4,14.02,28.14,14.81,25.53,49.65,28.3,42.89,31.82,1.93,5.61,15.86,12.41
852.21,1003.93,31.74,31.07,35.62,21.27,5.05,30.58,11.6,7.06,26.18,15.82,21.7,13.04,24.99,44.12,40.1,10.42,31.82,1.93,5.61,29.94,5.06
852.34,1005.78,57.11,37.78,37.34,26.89,16.28,61.4,22.59,23.05,39.79,29.96,35.84,10.5,32.07,34.84,52.82,12.59,21.29,24.94,15.25,29.94,5.06
852.48,1007.63,57.11,36.62,23.49,21.51,18.97,32.06,39.05,26.5,20.23,30.22,48.77,24.49,18.25,3.43,37.2,2.17,29.89,23.01,12.06,20.14,0
852.61,1009.48,31.62,32.46,9.24,8.19,18.97,32.06,28.26,25.01,20.23,28.42,43.38,29.42,7.08,0,16.56,2.17,29.89,23.01,12.06,0,0
852.75,1011.33,5.5,26.55,13.31,2.57,17.93,17.31,16.46,8.51,6.61,33.93,28.68,21.59,0,1.84,0,0,11.36,0,0,0,0
852.88,1013.18,5.5,8.32,5.79,14.22,13.06,21.25,6.18,10.56,5.32,40.46,10.48,7.6,0,1.84,0,0,0,0,0,0,1.64
853.02,1015.03,0,6.51,5.79,11.65,13.06,21.25,6.18,10.56,8.43,40.46,0,0,0,1.84,0,0,0,0,0,0,1.64
853.15,1016.87,0,0,0,11.65,1.08,5.17,6.18,18.86,8.43,14.32,0,0,0,0,0,0,0,0,0,0,1.64
853.29,1018.72,0,0,0,23.32,1.08,1.84,0,8.29,4.85,0,0,0,0,0,0,0,0,0,0,0,0
853.42,1020.56,0,0,0,23.32,1.08,1.84,0,8.29,1.73,0,0,0,0,0,0,0,0,0,0,0,0
853.55,1022.4,0,3.8,16.07,23.32,10.49,18.94,15.03,0,9.55,6.27,1.34,0,0,0,0,0,0,0,0,0,0
853.69,1024.24,0,3.8,16.07,0,10.49,17.1,15.03,0,7.81,6.27,1.34,0,0,0,0,0,0,0,0,0,0
853.82,1026.08,0,4.62,19.16,16.87,15.29,29.81,15.03,0,8.73,6.27,1.34,0,0,0,0,0,0,0,0,0,0
853.96,1027.92,0,0.82,3.09,16.87,4.8,12.72,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
854.09,1029.76,0,0.82,3.09,16.87,4.8,12.72,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
854.22,1031.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.36,1033.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.49,1035.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.63,1037.11,2.23,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.76,1038.94,2.23,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854.89,1040.77,2.23,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855.03,1042.6,0,0,0,0,0,0,8.22,0,0.97,0,0,0.89,0,0,0,0,0,0,0,0,0
855.16,1044.43,0,0,0,0,0,0,10.99,0,0.97,0,3.52,0.89,0,0,0,0,0,0,0,0,0
855.3,1046.26,0,0,0,0,0,24.89,10.99,3.68,11.61,14.69,14.97,1.73,0,0,0,0,0,0,0,0,0
855.43,1048.09,0,0,0,0,0,24.89,2.77,3.68,10.64,14.69,14.97,0.84,0,0,0,0,0,0,0,0,0
855.56,1049.92,0,0,0,0,0,24.89,0,3.68,10.64,14.69,11.44,0.84,0,0,0,0,0,0,0,0,0
855.7,1051.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855.83,1053.57,0,10.62,3.56,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0.22,0,0,0,0
855.96,1055.4,0,10.62,11.59,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0.22,0,0,0,0
856.1,1057.22,0,15.53,11.59,7.12,0,0,0,0,19.92,0,0,0,0,0,0,0,0.22,0,0,0,0
856.23,1059.04,0,4.91,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856.37,1060.86,0,4.91,0,0,0,0,0,2.83,0,0,0,0,3.8,0,0.65,0,0,0,0,0,0
856.5,1062.68,0,5.71,0,11.26,12.39,0,4.38,2.83,8.44,1.05,0,0,3.8,0,11.41,0,0,0,0,0,0
856.63,1064.5,0,5.71,3.05,12.59,12.39,0,4.38,2.83,8.44,11.16,0,0,3.8,0,18.2,3.66,14.19,0,0,0,0
856.77,1066.32,0,5.71,3.05,12.59,28.72,0,4.38,12.57,8.44,11.16,0,0,5.74,0,17.56,3.66,14.19,1.04,0,0,0
856.9,1068.14,0,0,3.05,1.33,16.33,0,0,25.77,0,10.12,0,7.87,5.74,0,6.79,3.66,14.19,7.23,0,0,0
857.03,1069.96,0.89,0,0,11.8,16.33,0,0,25.77,0,0.25,12.05,9.27,5.74,1.33,0,0,0,7.23,0,0,0
857.17,1071.77,0.89,0,0,11.8,0,0,0,13.2,0,0.25,12.05,9.27,0,1.33,0,0,0,6.19,0,0,0
857.3,1073.59,1.48,0,1.18,20.36,0,11.07,7.24,7.12,15.3,1.24,32.52,1.4,0,1.33,0,0,1.09,0,0,0,0
857.43,1075.4,0.6,0,1.18,8.56,0,11.07,7.24,7.12,15.3,0.99,20.47,0,0,0,0,0,1.09,0,0,0,0
857.57,1077.21,0.6,0,4.43,8.56,0,11.07,7.24,7.12,15.3,0.99,20.47,0,0,0,0.2,0,1.09,0,0,0,1.85
857.7,1079.02,0,0,3.25,0,0,0,0,0,0,0,0,0,0.99,0,0.2,0,0,0,0,0,1.85
857.83,1080.83,0,0,3.25,0,0,0,7.96,1.53,0,0,7.68,0,0.99,0,0.2,0,0,0.49,0,0,1.85
857.97,1082.64,0,0.57,0,0,0,0,7.96,1.53,0,0,7.68,0,0.99,0,0,0,0,0.49,0,0,0
858.1,1084.45,0,0.57,0,0,0,0,7.96,1.53,0,0,7.68,0,0,0,0,0,0,0.49,0,0,0
858.23,1086.26,0,0.57,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0
858.36,1088.06,0,0,0,0,8.02,0,0,1.58,4.7,6.1,8.18,0,0,0,0,0,0,0,0,0,0
858.5,1089.87,0,0,0,0,8.02,0,0,1.58,4.7,6.1,8.18,0,0,0,0,0,0,0,0,0,0
858.63,1091.67,0,0,0,1.88,13.84,0,0,1.58,4.7,3,8.18,12.87,0,0,0,0,0,0,0,0,0
858.76,1093.48,0,0,0,1.88,5.82,0,0,0,0,0,0,12.87,0,0,0,0,0,0,0,0,0
858.9,1095.28,0,0,0,1.88,5.82,0,0,0,0,0,0,12.87,0,0,0,0,0,0,0,0,0
859.03,1097.08,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0
859.16,1098.88,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0
859.3,1100.68,0,0,0,0,0,0,0.13,0,17.17,9.14,3.78,3.06,0,0,0,0,0,0,0,0,0
859.43,1102.48,0,0,0,0,0,6.14,0.13,0,17.17,0,3.78,3.06,2.4,0,0,0,0,0,0,0,0
859.56,1104.27,0,1.93,6.64,0,0,11.73,0.13,0.56,21.79,1.22,5.56,3.06,2.4,0,0,0,0,0,0,0,0
859.69,1106.07,0,1.93,6.64,0,0,11.73,0,0.56,4.62,1.22,1.78,0,2.4,0,0,0,0,0,0,0,0
859.83,1107.86,0,1.93,6.64,0,0,5.59,0,12.17,4.62,1.22,1.78,0,0,0,0,0,0,9.74,0,0,0
859.96,1109.66,0,0,0,0,0,0,0,17.3,0,0,0,0,0,0,0,0,0,9.74,0,0,0
860.09,1111.45,0,0,0,8.47,0,0,0,19.96,0,0,0,0,0,0,0,0,0,9.74,0,0,0
860.22,1113.24,0,0,0,8.47,0,1.03,0,8.36,0,0,0,5.16,0,0,0,0,0,0.58,0,0,2.12
860.36,1115.03,0,0,0,8.47,0,1.03,0,2.67,0,0,0,5.16,0,0,0,0,0,0.58,0,0,2.12
860.49,1116.82,0,0,0,0,4.43,1.03,0.71,0,0,0,3.97,5.16,0,5.02,0,0,0,0.58,0,0,2.12
860.62,1118.61,0,5.58,5.35,0,4.43,0,7.86,8.53,13.86,0,3.97,7.41,5.17,5.02,0,0,0,0,0,0,0
860.75,1120.4,0,5.58,5.35,0,4.43,0,7.86,8.61,13.86,14.54,6.46,7.41,5.17,5.02,0,0,0,1.55,0,0,0
860.89,1122.19,0,5.58,5.35,0,0,7.87,7.15,8.61,40.38,19.61,2.49,8.68,5.17,0,0,0,0,1.55,0,0,0
861.02,1123.97,0,0,0,0,0,7.87,0,0.09,27.28,19.61,2.49,1.26,0,0,0,0,0,1.55,0,0,0
861.15,1125.76,0,0,0,0,0,7.87,4.06,0,27.28,5.07,0,1.26,0,0,0,0,0,0,0,0,0
861.28,1127.54,0,0,0,0,2.35,0,15.25,0,9.99,0,7.36,2.91,0,0,0,0,0,0,0,0,0
861.42,1129.33,0,0,0,0,2.35,0,15.25,0,9.23,0,18.72,2.91,0,0,0,0,0,0,0,0,0
861.55,1131.11,0,0,0,0,2.35,0,11.19,0,9.23,0,18.72,2.91,0,0,0,0,0,0,0,0,0
861.68,1132.89,0,0,0,0,0,0,11.06,1.16,0,0,11.36,0,0,0,0,0,0,0,0,0,0
861.81,1134.67,0,7.54,0,14.11,0,0,11.06,1.16,1.36,0,0,0,0,0,0.39,0,0,0,0,0,0
861.94,1136.45,0,7.54,0,14.11,0,0,11.06,1.16,1.36,0,0,0,0,0,0.39,0,0,0,0,0,0
862.08,1138.23,0.89,7.54,0,27.91,0,0,0,0,7.04,0,0,0,1.27,0,0.39,0,0,0,0,0,0
862.21,1140,5.14,0,1.26,13.8,8.42,0,14.91,0,5.68,0.99,0,8.21,1.27,0,0,0,0,0,0,0,0
862.34,1141.78,5.14,0,2.34,13.8,8.42,2.08,14.91,0,20.69,10.78,6.5,8.21,6.67,1.57,0,0,0,2.15,0,0,0
862.47,1143.55,4.26,0,2.34,9.78,8.42,2.08,14.91,0,15.02,10.78,6.5,8.21,5.4,1.57,0,0,0,2.15,0,0,0
862.6,1145.33,0,0,8.6,9.78,0,4.47,0,0,15.02,15.64,6.5,0,10.5,3.18,0,0,0,4.59,0,0,0
862.74,1147.1,7.99,0,7.51,9.78,0,2.39,0,0,0,5.85,3.73,0,25.52,1.61,12.29,0.29,14.59,2.44,0,8.36,0
862.87,1148.87,18.38,0.16,30.26,0,0,12.55,0,0,5.64,11.55,16.51,10.6,28.15,15.41,20.46,0.29,23.67,2.44,0,15.68,0
863,1150.64,18.38,0.16,22.74,0,19.3,25.51,2.9,1.74,5.64,17.78,19,38.92,23.04,13.8,23.5,0.29,23.67,0,1.28,15.68,0
863.13,1152.41,10.39,21.21,32.4,1.07,19.3,25.51,2.9,1.74,5.64,18.01,15.27,38.92,2.62,24.49,19.92,0,9.08,0,1.28,7.32,0
863.26,1154.18,2.59,23.39,9.66,8.88,19.3,15.34,2.9,3.13,0,12.31,3.44,28.32,5.62,10.69,14.59,0,0,0,1.28,0,0
863.4,1155.95,2.59,23.39,9.66,11.11,0,0,0,1.39,0,0.24,12.83,0,8.38,11.95,11.54,1.02,0,10.1,0,2.78,0
863.53,1157.72,2.59,2.34,7.34,10.04,4.31,0,8.4,1.39,0,5.51,12.83,6.76,21.37,10.45,5.37,3.21,0,10.1,0,2.78,0
863.66,1159.48,0,0,9.44,2.23,4.31,0,8.4,0,0,5.51,11.89,6.76,51.33,10.45,2.53,8.26,0,10.1,0,2.78,0
863.79,1161.25,0,0,9.44,0,4.31,0,8.4,0.74,0,5.51,0.88,6.76,56.19,19.32,2.53,7.25,0,0,0,0,0
863.92,1163.01,0,1.18,2.1,0,0,0,0,0.74,0,0,0.88,0,47.19,10.14,4.87,5.71,0,0,0,0,0
864.05,1164.77,0,2.45,0,0,0,0,0,0.74,0,0,2.03,0,37.22,10.14,4.87,7.18,0,0.6,0,0,0
864.19,1166.54,0,2.45,0,0,0,0,0,0,0,4.74,1.15,0,31.82,0,4.87,7.18,0,0.6,0,0,0
864.32,1168.3,2.99,1.27,0,0,6.8,0,0,0,0,11.78,1.15,0,36.88,7.92,0.93,6.52,0,0.6,0,0,0
864.45,1170.06,2.99,0,0,0,6.8,0,0,0,0,11.78,0,0,11.28,7.92,0.93,0,0,0,0,0,0
864.58,1171.81,2.99,0,0,0,6.8,0,0,0,0,7.04,0,0,9.06,7.92,0.93,0,0,0,0,0,0
864.71,1173.57,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0
864.84,1175.33,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0
864.97,1177.08,0,0,0,0,0,0,0,5.63,0,0,0.93,0,0,0,3.02,0,0,0,0,0,0
865.11,1178.84,1.29,0,0,0,0,0.62,0,4.02,0,0,4.3,0,0,0,3.02,0,0,0,0,0,0
865.24,1180.59,1.29,0,0,0.74,0,0.62,0,4.02,8.97,0,4.3,0,0,0,3.02,0,3.66,0,0,0,0
865.37,1182.34,1.29,0,0,0.74,2.99,0.62,0,4.02,8.97,5.48,3.37,0,0,0,0,0,3.66,0,0,0,0
865.5,1184.1,0,0,0,18.95,6.17,0,0,0,8.97,5.95,0,0,0,0,0,0,3.66,0,0,0,0
865.63,1185.85,0,0,0,18.21,6.17,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,0
865.76,1187.6,0.58,10.54,0,22.92,3.18,0,12.95,0,0,0.48,3.87,0,0,0,0,0,0,0,0,0,0
865.89,1189.35,0.58,10.54,0,4.71,0,0,12.95,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0
866.02,1191.09,0.58,10.54,0,4.71,0,0,12.95,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0
866.15,1192.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.29,1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.42,1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.55,1198.07,0,0,3.89,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0
866.68,1199.82,0,0,3.89,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0
866.81,1201.56,6.22,8.13,3.89,9.96,0,0,0,5.36,9.12,0,0,0,0,3.34,0,0,0,0,0,0,0
866.94,1203.3,8.31,8.13,1.92,9.96,0,0,9.75,5.36,6.73,0,0,0,0,3.34,0,0,0,0,0,0,0
867.07,1205.04,22.15,16.52,7.94,9.96,12.27,0,19.85,5.36,15.93,0.75,0,0,0,3.34,0,0,0,0,0,0,0
867.2,1206.78,24.09,8.4,7.94,0,12.27,0,20.18,0,14.98,0.75,2.05,0,0,0,0,12.28,0,0,0,0,0
867.33,1208.51,22,8.4,6.02,0,12.27,0,10.43,0,14.98,0.75,3.72,0,0,0,0,12.28,0,0,0,0,0
867.46,1210.25,8.16,0,0,0,0,0,0.34,0,5.78,0,3.72,0,0,0,0,12.28,0,0,0,0,0
867.59,1211.98,0,0,0,0,0,0,1.86,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0
867.72,1213.72,4.8,0,3.34,8.75,1.45,5.09,7.54,21.47,0,0.11,9.86,4.16,0,3.16,7.77,0,0,1.28,0,0,0.14
867.85,1215.45,4.8,0,3.34,8.75,1.45,5.09,7.54,21.47,1.84,0.11,9.86,4.16,0,3.16,11.22,0,0,1.28,0,0,0.14
867.98,1217.19,4.8,0,3.34,10.31,1.45,5.09,5.68,25.26,1.84,5.58,20.09,4.16,0,3.16,11.22,0,0,1.28,0,0,0.14
868.12,1218.92,0,0,0,1.56,5.92,0,0,3.79,1.84,5.46,10.23,0,0.55,0,3.45,0,0,2.07,0,3.24,0
868.25,1220.65,1.62,1.11,2.85,17.86,7.6,22.65,23.87,17.81,0,14.84,10.23,19.44,26.9,20.24,5.51,5.66,15.92,13.11,2.67,3.24,0
868.38,1222.38,12.16,7.45,9.62,40.68,10.72,22.65,28.58,38.22,6.51,9.38,0,23.73,26.9,37.95,5.51,11.96,17.48,13.11,2.67,3.24,0
868.51,1224.1,12.16,7.45,16.08,40.68,4.79,22.65,28.58,39.38,6.51,9.38,0,23.73,26.36,37.95,5.51,11.96,17.48,11.04,2.67,0,0
868.64,1225.83,13.01,6.34,13.23,28.1,3.11,0,4.88,34.71,6.51,3.72,0,10.42,0,17.72,0,6.3,1.56,0,0,0,0
868.77,1227.56,2.48,0,6.46,3.71,13.44,2.75,0.18,10.51,0,3.72,0,6.12,0,0,0,0,0,0,0,0,0
868.9,1229.28,2.48,0,0,3.71,13.44,2.75,0.18,9.35,18.91,3.72,0,6.12,0,0,0,0,0,0,0,0,0
869.03,1231.01,20.7,10.14,20.63,7.51,31.36,2.75,4.52,13.71,28.91,21.75,2.59,10.51,6.19,4.74,14.32,0,14.03,0,0,0,5.94
869.16,1232.73,20.7,12.32,32.31,22.6,22.08,7.47,20.01,32.07,47.55,28.15,8.51,25.66,23.33,14.42,14.32,11.88,27.49,0,3.71,9.59,5.94
869.29,1234.45,28.72,17.43,32.31,22.6,22.08,7.47,20.01,40.64,43.48,28.15,29.98,34.7,23.33,14.42,14.32,17.09,31.61,0.58,15.69,13.46,11.52
869.42,1236.18,29.76,14.44,29.71,24.23,4.16,7.47,30.84,49.16,50.65,11.32,27.39,26.55,20.42,25.51,0,21.41,34.81,0.58,17.71,15.04,14.88
869.55,1237.9,41.56,27.14,22.11,14.87,2.15,1.79,24.35,44.02,46.5,14.83,22.26,12.74,3.28,20.62,11.71,18.62,21.35,16.38,26.74,12.44,19.9
869.68,1239.61,47.4,36.62,39.93,29.21,14.56,12.52,50.67,53.67,51.14,29.41,24.26,9.73,3.28,33.72,30.72,13.41,34.67,16.71,14.76,13.29,44.73
869.81,1241.33,25.66,30.01,21.91,26.89,24.14,12.52,35.33,37.89,33.97,24.48,24.26,7.94,0,30.85,30.72,16.64,17.44,16.71,12.74,11.7,35.43
869.94,1243.05,27.41,16.74,23.68,22.92,21.99,11.23,47.21,24.67,19.49,14.57,23.47,11.83,0,30,20.86,7.55,17.44,0.91,0,4.72,30.41
870.07,1244.77,13.55,2.14,5.86,8.59,9.57,6.84,30.99,8.14,11.61,0,4.27,7.94,0.61,20.05,11.9,7.55,0.56,4.71,0,12.38,0
870.2,1246.48,13.55,1.6,5.86,1.76,0,6.84,30.99,16.06,11.61,12.35,4.27,7.37,0.61,7.09,14.61,11.46,2.25,10.2,11.17,21.52,0
870.33,1248.2,6.57,0,0,11.73,8.49,15.83,13.79,16.06,29.47,19.26,9.79,2.13,0.61,3.15,28.01,27.27,4.28,18.7,21.31,39.96,12.44
870.46,1249.91,6.57,13.45,7.76,11.73,8.49,9.48,3.69,15.79,28.19,19.26,17.17,5.5,16.92,4.46,20.31,37.31,3.71,14,22.65,44.89,33.75
870.59,1251.62,16.2,28.76,23.73,43.62,10.48,28.8,13.97,1.98,28.98,27.06,20.63,21.8,38.29,29.7,29.41,34.8,12.52,10.15,40.67,35.75,49.92
870.72,1253.33,18.25,28.76,23.73,51.31,23.17,22.49,21.81,12.79,11.12,36.55,35.14,21.8,43.55,29.7,19.85,18.99,19.34,7.97,36.04,17.31,37.48
870.85,1255.04,31.62,28.01,15.97,68.37,23.17,41.99,34.38,15.56,12.54,46.29,33.22,23.52,35.24,42.72,17.49,23.05,19.34,13.44,40.3,0,16.17
870.98,1256.75,23.7,19.06,4.39,55.75,29.56,22.68,31.25,19.11,20.76,31.79,29.76,14.03,13.87,17.48,5.69,22.22,8.85,16.61,29.7,0.27,0
871.11,1258.46,17,19.06,5.01,37.38,8.37,35.64,22.02,26.24,48.92,15.4,9.73,24.98,8.61,17.48,2.73,22.22,0,10.28,24.19,0.27,0
871.24,1260.17,5.54,6.35,15.96,47.9,8.37,29.85,10.36,22.05,49.93,5.65,14.39,17.75,7.22,0,2.73,8.12,0,4.82,20.38,0.27,0
871.36,1261.87,11.76,1.21,32.2,36.11,0,29.85,8.71,17.94,40.96,0,14.39,16.4,10.35,0,2.73,0.09,0,9.11,1.79,0,0
871.49,1263.58,24.43,16.43,36.23,35.45,0,16.53,6.41,19.1,12.8,6.54,20.96,5.45,12.4,0,0,0.09,0,9.26,1.92,7.18,0
871.62,1265.28,32.67,22.2,26.49,7.86,17.94,2.83,22.11,29.7,4.52,6.54,12.31,5.45,5.19,0,8.27,4.8,0,12.98,0.12,7.18,4.69
871.75,1266.99,24.75,24.53,10.2,0.38,21.23,2.83,19.61,29.7,4.48,8.93,12.31,0,3.62,0,8.27,7.9,0,3.87,0.12,14.71,21.49
871.88,1268.69,36.79,40.55,17.26,35.76,34.77,21.89,27.24,27.57,8.98,26.04,14.12,18.84,46.07,15.36,14.16,20.45,7.73,40.63,27.15,9.09,42.32
872.01,1270.39,33.95,46.36,24.45,59.77,36.28,37.37,21.54,16.96,9.62,33.63,8.39,18.84,52.17,18.65,16.39,20.67,32.17,36.9,38.97,13.01,65.8
872.14,1272.09,57.75,65.84,35.31,66.48,88.48,49.55,25.85,27.3,32.49,44.2,18.77,33.32,64.41,18.65,35.92,39.89,47.08,62.33,60.26,31.52,66.3
872.27,1273.79,58.71,42.44,40.96,46.46,83.46,39.88,21.29,24.08,31.6,23.22,15.49,33.69,34.78,32.01,47.94,27.33,39.35,27.33,54.87,36.15,65.58
872.4,1275.49,68.35,63.39,36.95,31.8,77.46,41.23,30.73,34.81,58.73,44.25,35.21,38.51,45.49,34.05,45.98,43.01,42.01,39.6,77.15,33.13,49.88
872.53,1277.18,44.56,46.36,21.75,45.81,35.48,29.05,28.53,43.95,48.86,36.96,42.95,29.89,31.68,44.43,26.44,30.35,46.01,16.61,80.11,13.44,32.57
872.66,1278.88,16.96,38.52,4.39,36.4,40.07,23.31,51.22,46.66,56.57,34.28,41.58,27.17,16.81,15.71,8.52,35.15,46.01,14.71,58.36,7.25,12.47
872.79,1280.57,14.64,9.84,6.09,37.45,39.78,31.04,32.37,35.94,24.32,5.67,31.66,23.24,0,10.39,0,14.55,25.69,2.43,24.25,6.37,0
872.92,1282.27,24.76,14.5,22.67,16.72,33.85,39.65,27.26,32.79,17.49,8.73,27.42,33.65,3.62,0,6.65,4.8,6.77,5.45,0,8.37,0.93
873.05,1283.96,45.28,32.87,22.67,25.46,34.92,43.41,12.44,20.31,8.67,11.08,37.52,24.73,12.53,0.09,13.59,0,6.77,5.45,10.6,24.79,0.93
873.17,1285.65,55.09,50.33,36.18,34.67,51.79,44.96,31.06,43.51,28.05,28.93,38.07,38.26,25.63,20.69,22.04,15.76,19.9,10.22,31.8,25.48,5.51
873.3,1287.34,46.15,42.69,19.59,36.22,52.56,36.34,36.53,27.19,21.88,20.2,24.19,21.98,22.01,20.69,15.39,15.76,19.9,4.77,31.8,17.11,4.57
873.43,1289.03,25.63,37.83,33.76,27.12,42.13,26.1,25.61,49.86,23.21,27.74,10.36,14.41,13.1,20.61,10.28,15.76,20.68,4.77,21.2,0.69,4.57
873.56,1290.72,11.48,30.99,18.3,28.7,12.09,1.02,5.47,26.65,8.55,9.88,0,15.97,0.01,0,1.82,2.25,0.78,8.92,0,0,0
873.69,1292.41,26.23,43.05,24.39,40.52,22.57,19.59,11.36,29.77,14.17,17.47,7.79,34.13,15.88,0.7,4.36,2.25,21.09,8.92,0,4.12,1.66
873.82,1294.1,40.57,29.54,23.39,38.57,39.96,19.59,22.07,3.12,18.98,8.14,17.56,37.59,19.72,0.7,17.05,17.5,28.02,18.16,2.99,6.64,8.04
873.95,1295.78,30.26,15.08,21.41,21.97,51.31,57.67,22.07,9.82,14.25,11.54,17.56,48.27,19.72,22.58,17.05,25.11,28.02,20.76,2.99,12.44,25.36
874.08,1297.47,34.82,6.94,26.99,29.61,53.94,58.98,18.45,18.88,15.64,8.11,9.77,49.52,3.85,27.84,31.31,35.13,31.84,23.45,3.75,17.96,39.53
