WP-00790,,PMMA0.5ppm-1,PMMA0.5ppm-2,PMMA0.5ppm-3,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
874.2,1299.15,27.39,10.3,15.58,27.93,36.92,58.98,7.74,31.42,12.03,7.56,0,50.78,0,30.46,24.91,26.97,24.14,15.28,3.58,21.81,43.37
874.33,1300.84,27.39,12.72,13.43,37.7,26.37,19.88,21.19,32.61,12.03,4.16,0,28.82,14.45,17.85,24.91,17.11,24.14,3.76,3.58,16.79,42
874.46,1302.52,8.54,43.18,24.93,49.94,24.6,28.46,13.49,21.25,17.34,13.97,11.57,9.41,29.45,11.89,31.41,16.51,29.85,21.15,22.65,30.54,51.08
874.59,1304.2,12.03,49.31,33.78,47.59,30.18,41.94,16.22,34.91,19.33,29.25,11.57,11.24,35.44,21.74,23.59,35.91,33.76,26.55,37.39,46.64,62.16
874.72,1305.88,31.85,78.79,51.48,66.52,54.1,70.11,17.54,49.91,36.05,55.18,28.79,37.75,49.31,28.26,60.2,65.12,53.06,46.07,71.35,72.07,61.25
874.85,1307.56,39.8,52.72,44.46,46.24,47.82,47.17,34.65,49.09,24.83,60.46,17.22,37.75,35.96,28.26,37.84,67.63,26.56,30.58,76.88,48.67,36.34
874.98,1309.24,43.99,48.21,43.67,54.46,42.78,38.14,33.66,45.44,17.82,45.18,17.22,34.26,40.17,15.8,37.55,46.04,22.65,35.65,59.32,41.45,21.44
875.1,1310.91,24.17,16.31,47.33,42.21,44.52,9.97,49.79,22.54,5.95,19.25,0,18.57,11.85,0,6.87,18.56,16.49,16.12,25.36,15.24,32.32
875.23,1312.59,14.58,7.04,38.11,31.08,34.72,19.19,45.04,22.54,4.86,20.99,9.98,28.5,22.64,23.56,13.64,27.52,27.78,11.54,14.68,33.53,41.76
875.36,1314.26,21.79,11.57,30.01,38.75,41.38,34.87,59.41,6.93,11.6,22.97,30.96,32.71,15.87,29.46,24.01,40.27,39.14,17.94,23.1,32.98,55.21
875.49,1315.94,29.48,11.57,17.93,17.72,30.06,43.49,34.46,26.36,17,32.06,31.73,17.21,25.43,29.46,35.9,42.68,40.54,21.06,30.7,35.21,29.29
875.62,1317.61,31.51,9.5,28.63,17.86,41.52,39.64,38.63,26.36,21.53,11.07,21.75,10.87,13,5.9,28.19,21.78,25.9,28.13,16.02,26.45,39.85
875.75,1319.28,18.87,3.5,26.91,7.67,31.33,19.51,40.14,32.56,14.79,12.06,0.76,11.87,18.03,18.59,23.21,12.3,20.41,14.98,33.92,34.03,22.08
875.87,1320.95,11.18,9.23,29.63,7.67,16.2,13.02,37.66,13.12,4.54,2.97,0,11.87,18.06,41.96,18.22,14.5,7.26,11.87,43.81,35.27,37.02
876,1322.62,22.22,9.23,12,5.7,1.12,2.13,21.1,13.12,0,2.97,0,8.27,18.06,56.57,18.22,27.79,17.93,12.06,62.95,25.75,17.02
876.13,1324.29,13.07,13.6,18.5,23.55,1.31,19.61,6.31,0,4.82,8.31,11.04,11.29,27.44,65.94,43.92,31.65,38.11,19.58,72.18,18.67,30.27
876.26,1325.96,20.63,28.41,24.36,23.55,6.57,26.27,4.31,0,11.95,10.19,11.04,23.47,23.27,47.76,41.73,31.63,53.07,33.86,100.86,20.7,34.62
876.39,1327.63,7.56,33.65,24.59,23.55,6.57,26.36,9.42,0.95,11.95,10.19,11.04,26.55,23.27,46.92,43.62,18.34,42.41,26.6,81.73,20.7,35.23
876.51,1329.29,7.56,25.78,18.09,0,5.26,19.49,6.58,1.77,18.09,1.88,11.98,15.27,19.56,35.52,16.88,17.43,16.35,14.35,59.86,35.52,21.04
876.64,1330.96,0,5.23,3.65,0,0,10.7,5.11,1.77,10.96,0,11.98,8.09,23.73,52.69,6.23,11.11,0,0.07,28.55,48.56,21.74
876.77,1332.62,0,0,3.42,0,0,17.19,0,4.6,11.89,1.7,21.45,9.35,35.36,50.64,30.51,23.81,4.04,9.39,63.51,79.53,28.22
876.9,1334.28,12.84,0,3.42,1.49,0,6.57,1.46,22.44,9.39,19.53,9.47,22.5,28.99,34.08,26.79,32.23,18.58,21.47,83.98,77.02,40.7
877.03,1335.95,12.84,16.93,4.33,4.4,0,6.57,16.69,22.44,9.39,19.53,9.47,17.5,46.18,15.59,52.77,51.17,36.19,26.7,70.68,87.73,43.73
877.15,1337.61,12.84,16.93,4.33,4.4,0,0,24.34,18.66,8.47,17.83,8,13.15,47.37,5.1,42.27,38.48,35.15,24.67,35.72,61.11,36.65
877.28,1339.27,4.41,16.93,4.33,2.91,0,0,22.88,0,0,0,11.13,0,39.61,5.1,47.45,18.94,20.61,12.51,1.57,33.61,29.36
877.41,1340.92,11.55,21.38,6.17,0,8.63,0.87,17.19,4.07,21.55,0.24,14.53,0,26.03,24.51,23.86,26.47,19.46,7.29,9.49,30.21,22.29
877.54,1342.58,15.07,21.38,11.39,0,8.63,0.87,9.53,4.07,21.77,0.24,6.53,3.16,26.68,36.48,38.49,47.24,24.54,2.04,39.63,48.37,48.56
877.66,1344.24,13.23,33.2,27.02,11.9,8.63,5.43,20.73,4.07,21.77,0.65,20.97,3.16,55.41,68.94,69.56,66.29,44.9,19.04,79.41,94.19,73.16
877.79,1345.9,17.18,17.79,33.32,11.9,14.41,17.9,11.2,0.2,25.56,15.51,33.19,31.27,72.95,47.14,90.75,55.27,52.86,52.43,104.44,86.24,80.21
877.92,1347.55,25.91,28.94,34.41,31.38,14.41,20.04,14.3,0.2,34.14,15.51,47.17,28.11,98.95,55.78,82.73,53.02,55.6,62.85,111.59,87.07,73.36
878.05,1349.2,39.66,22.32,18.78,19.48,25.96,15.65,5.21,0.2,34.14,15.1,51.51,29.84,104.94,56.76,54.37,49.78,58.67,52.93,106.07,75.57,70.19
878.17,1350.86,29.63,20.28,20.45,19.48,21.11,2.3,5.21,5.35,13.96,11.31,37.41,1.73,106.49,85.97,68.57,67.09,70.63,28.57,98.44,93.28,79.23
878.3,1352.51,21.61,9.13,21.12,0.99,24.81,11.49,24.69,13.49,5.16,11.31,28.99,14.76,89.38,86.51,64.1,60.73,70.59,31.2,92.48,121.67,75.94
878.43,1354.16,5.29,23.55,23.3,0.99,16.1,25.47,32.63,15.43,18.25,20.03,16.34,15.77,75.72,71.5,92.08,71.49,82.66,39.62,92.63,121.49,86.43
878.56,1355.81,7.63,26.86,9.17,0.99,6.53,25.47,40.59,10.09,19.09,16.59,18.26,15.77,73.94,66.05,82.62,52.46,59.96,52.25,95.66,108.21,75.47
878.68,1357.46,18.75,27.06,5.31,7.64,10.84,14.14,37.55,21.05,30.68,27.27,20.29,10.11,99.95,90.71,103.61,63.88,76.69,58.66,97.81,103.7,95.29
878.81,1359.1,31.52,7.44,7.34,7.64,8.01,8.37,27.5,19.11,17.59,31.51,14.55,7.38,78.9,82.59,81.48,37.32,46.31,66.3,77.84,105.75,67.66
878.94,1360.75,40.66,0.2,7.34,14.69,11.42,20.79,21.14,19.11,11.59,36.52,23.25,7.38,64.91,67.59,82.81,33.07,50.71,59.37,71.65,117.23,63.82
879.06,1362.4,25.3,0,4.22,7.05,3.42,23.37,1.6,0,6.13,28.43,16.19,0,25.47,44.47,64.69,27.04,28,54.34,48.35,83.94,60.85
879.19,1364.04,28.23,18.52,11.17,7.05,30.92,31.19,1.6,18.24,6.13,23.57,15.02,4.78,44.88,49.58,85.45,33.09,41.51,33.52,66.27,72.54,57.45
879.32,1365.69,28.39,30.02,11.17,6.76,27.51,18.77,1.6,25.75,6.13,14.26,16.07,11.39,43.56,54.25,89.11,46.17,36.9,27.59,71.08,72.36,67.26
879.45,1367.33,38.17,36.27,16.43,6.92,33.34,16.19,1.6,25.75,5.71,12.19,21.68,13.61,67.14,71.47,107.33,44.8,44.51,32.88,101.77,85.39,63.96
879.57,1368.97,22.47,17.75,14.4,6.92,5.83,4.71,12.73,7.51,13.91,4.1,22.86,17.1,84.93,94.58,94.77,68.32,49.02,80.73,129.68,114.65,84.21
879.7,1370.61,9.78,6.25,14.4,0.15,5.83,4.71,11.13,0,13.91,0.52,9.67,10.49,101.84,94.14,78.98,57.95,64.29,88.35,149.04,124.02,96.24
879.83,1372.25,0,0,22.17,0,0,4.71,11.13,0,18.84,4.12,3.53,21.43,91.41,95.03,72.53,59.57,77.23,96.3,131.06,149.05,119.93
879.95,1373.89,0,0,13.03,0,9.86,0,5.28,0,10.64,12.19,0,13.16,99.54,86.48,81.64,61.42,71.73,74.14,100.63,138.96,127.51
880.08,1375.53,0,3.29,13.06,15.38,9.86,0,5.28,0,10.64,12.19,0,13.16,87.78,104.71,94.86,59.04,57.67,75.42,70.98,127.99,136.87
880.21,1377.16,13.75,4.8,24.63,15.38,22.76,24.31,26.56,17.2,12.04,21.91,23.18,10.56,114.13,93.37,95.85,83.77,65.71,83.48,68.1,131.45,117.66
880.33,1378.8,13.75,4.8,24.63,15.38,12.9,24.31,21.28,17.2,12.04,13.85,23.18,10.56,68.8,63.4,64.16,52.35,50.42,55.48,38.26,87.49,82.63
880.46,1380.43,13.75,1.51,24.6,0,12.9,24.31,21.28,26.31,12.04,13.85,23.18,12.79,48.42,30.72,33.43,42.54,39.46,37.77,20,55.45,34.19
880.59,1382.07,0,0,0,0,0,0,0,9.11,0,0,0,2.24,0,0,0,0,6.06,0,0,0,0
880.71,1383.7,0,0,0,0,0,0,0,9.11,0,0,0,2.24,0,0,0,0,3.72,0,0,0,0
880.84,1385.33,0,0,0,0,0,0,0,0,0,0,0,0,0,17.02,0,1.59,2.76,0,0.81,0,8.34
880.97,1386.96,0,18.85,0,0,0.41,0,0,0,0,0,0,0,11.01,43.96,2.31,26.45,7.45,0,28.58,44.24,52.65
881.09,1388.59,3.15,24.72,2.72,0,8.47,6.87,5.32,0,0,19.74,0,1.12,37.84,82.05,26.76,56.47,17.29,23.91,72.53,56.65,77.8
881.22,1390.22,3.15,24.72,20.13,0,8.86,6.87,13.95,0,2.06,19.74,0,11.76,65.49,98.93,64.68,73.73,42.21,54.31,103.18,96.92,113.45
881.35,1391.85,3.15,5.86,20.13,0,8.45,6.87,13.95,11.3,5.88,29.28,3.94,14.02,81.39,90.82,79.23,59.99,71.12,71.97,117.49,93.57,120.1
881.47,1393.47,0,0,26.32,0,13.2,0,16.3,11.3,24.34,20.94,13.75,12.9,103.62,95.37,80.1,79.25,78.69,73.56,127.13,137.21,144.75
881.6,1395.1,0,1.04,8.91,0.54,22.63,7.33,7.68,11.3,22.27,21.51,13.75,3.22,102.86,91.58,72.98,72.5,57.92,63.14,123.43,124.52,151.05
881.73,1396.72,0,8.33,14.12,27.65,24.67,7.33,27.86,0,18.46,11.97,12.87,2.66,109.87,96.24,83.63,61.38,51.6,64.49,107.51,119.93,135.13
881.85,1398.35,0,8.33,5.21,50.21,11.85,7.33,20.19,22.54,12.4,5.52,3.07,14.33,72.98,99.67,64.39,31.18,68.39,65.95,105.69,104.45,121.98
881.98,1399.97,0,7.29,13.38,49.67,2.04,17.48,43.56,22.54,12.4,4.95,3.07,16.33,71.21,90.88,62.59,30.43,72.61,59.85,108.97,107.74,86.27
882.1,1401.59,0,0,8.17,22.56,0,17.48,23.37,22.54,12.4,4.95,0,20.01,51.1,89.75,52.79,33.15,45.33,40.83,88.92,86.36,74.89
882.23,1403.21,0,0,8.17,0,0,18.22,23.37,0,0,0,0,8.34,39.21,43.68,46.87,21.6,18.44,13.88,53.75,56.19,43.73
882.36,1404.83,0,0,0,0,0,0.74,0,2.7,0,6.26,5.71,18.35,26.43,41.88,36.73,22.84,9.65,24.44,49.35,60.8,64.67
882.48,1406.45,0,0,16.58,0,0,0.74,6.21,3.51,0,11.48,11.74,13.59,29.21,39.64,49.48,36.28,29.58,39.8,82.17,82.29,83.49
882.61,1408.07,0,0,22.32,0.79,0,0,14.2,11.08,0,18.34,11.74,19.51,62.09,76.33,76.34,35.84,40.46,58.41,113.76,92.55,106.08
882.73,1409.68,0,0,22.32,0.79,0,0,23.51,8.38,8.79,12.09,19.89,16.31,75.41,93.64,80.63,49.84,62.1,62.07,145.79,86.58,101.45
882.86,1411.3,6.97,14.6,16.03,0.79,0,0,19.39,7.58,20.35,7.55,30.38,16.77,86.07,106.61,78.59,49.83,63.08,82.05,151.15,87.94,99.48
882.99,1412.91,6.97,14.6,23.64,0,0,0,11.41,0,20.35,0.69,34.75,14.8,72.94,118.79,89.44,72.37,59.27,88.26,153.05,107.18,111.38
883.11,1414.53,6.97,14.6,23.64,0,0,0,2.09,0,12.8,0.78,21.8,20.83,90.48,120.98,85.28,78.91,55.79,89.79,137.62,113.41,120.95
883.24,1416.14,0,0,13.35,0,0,0,3.54,0,1.24,0.48,17.86,37.2,115.68,119.82,94.12,89.45,64.97,100.32,157.51,124.63,136.85
883.36,1417.75,0,0,0,0,0,0,3.54,0,1.24,0.48,13.48,33.25,113.21,92,89.29,76.31,70.82,89.84,136.06,114.52,139.4
883.49,1419.36,0,5.07,0,0,0.57,0,3.54,0,0,0.39,12.56,17.45,101.85,78.28,89.57,59.28,58.77,72.8,110.71,126.84,119.39
883.61,1420.97,0,5.07,0,0,0.57,0,0,0,0,0,0,0,52.37,46.36,61.73,40.8,44.27,35.31,66.25,90.04,80.26
883.74,1422.58,0,5.07,0.74,0,0.57,0,4.81,2.05,0,6.41,0,0,59,59.3,45.33,44.09,52.55,47.26,81.22,101.35,81.24
883.87,1424.19,0,0,0.74,0,0,0,9.4,2.57,0,11.14,12.92,3.78,68.63,68.57,58.6,54.05,73.82,45.88,105.52,95.31,102.88
883.99,1425.79,0,0,0.74,0,0,0,9.4,6.32,0,11.14,12.92,3.78,88.8,100.16,69.75,54.22,73.97,61.37,134.03,125.16,116.06
884.12,1427.4,14.9,4.48,0,1.77,0,0,14.12,19.7,5.02,25.41,19.16,3.78,105.53,97.53,106.45,88.94,84.68,86.09,140.09,141.55,138.79
884.24,1429,28.1,4.48,6.26,1.77,0,0,9.52,19.18,5.95,20.69,6.23,5.16,93.03,108.01,122.92,87.11,70.15,118.58,161.26,155.38,156.29
884.37,1430.61,38.25,13.19,10.81,6.77,9.15,0,24.2,15.43,13.8,32.22,15.99,15.75,114.2,131.82,145.39,106.6,104.63,112.73,155.74,176.2,192.45
884.49,1432.21,26.25,29.17,24.45,12.07,9.15,6.27,15.72,0,20.99,19.62,19.73,15.75,113.02,147.29,137.85,75.75,85.09,105.87,167.22,187.35,198.6
884.62,1433.81,21.36,29.17,36.24,12.07,9.15,6.27,16.12,6.3,20.06,22.9,23.92,40.92,144.29,137.87,137.42,85,98,95.78,152.81,194.26,186.85
884.74,1435.41,14.7,20.45,37.27,21.72,0,6.27,13.31,7.41,12.25,33.63,33.33,38.98,143.44,118,151.88,90.81,75.12,110.58,179.6,188.06,200.98
884.87,1437.01,48.04,15.78,23.63,22.04,0,11.61,21.17,7.41,12.46,41.03,29.41,38.98,149.25,118.79,160.33,104.95,91.57,104.38,194.06,192.51,191.44
884.99,1438.61,44.95,29.54,12.56,22.04,13.47,11.61,40.27,11.49,20.13,52.32,38.05,23.6,139.95,141.46,157.66,91.3,99.24,100.72,231.39,218.84,222.44
885.12,1440.2,45.41,38.36,6.98,7.39,13.47,13.27,31.58,10.39,21.45,30.05,30.25,27.11,148.86,161.35,152.21,106.87,107.12,99.61,230.94,236.05,204.32
885.24,1441.8,17.22,34.16,6.98,12.85,25.09,13.73,34.91,15.84,16.78,30.23,25.45,40.47,171.77,174.24,161.42,103.76,101.33,98.83,239.48,230.92,210.53
885.37,1443.4,12.01,32.51,1.69,23.89,11.62,14.01,30.46,7.38,20.01,36.64,31.87,50.54,183.22,180.34,174.18,119.54,99.43,100.6,221.56,216.67,187.62
885.49,1444.99,13.27,44.09,16.7,44.91,26.38,22.6,35.24,19.91,20.13,36.64,33.85,48.5,183.56,179.66,179.82,95.2,97.74,107.92,213.86,220.63,177.58
885.62,1446.58,25.87,34,26.81,42.16,19.95,26.2,32.36,33.69,21.59,25.94,33.16,45.46,179.23,164.97,160.13,97.52,102.71,96.57,211.81,201.58,177.87
885.74,1448.18,50.71,37.93,42.1,34.42,34.66,25.92,22.15,48.8,29.05,23.91,23.81,20.76,160.89,159.28,147.76,75.84,93.67,86.54,202.09,189.19,193.15
885.87,1449.77,49.1,40.97,42.83,15.8,25.02,40.31,14.18,57.37,38.29,48.07,20.24,29.84,154.66,180.69,141.5,91.59,90.41,69.62,218.47,170.23,187.87
885.99,1451.36,40.16,39.47,32.73,29.18,22.05,33.71,20.43,54.6,61.88,57.15,43.67,27.58,136.09,182.42,141.56,69.67,83.8,65.36,184.17,190.59,172.9
886.12,1452.95,30.44,38.41,22.69,46.8,23.31,51.54,36.9,49.73,55.69,53.12,54.66,31.21,154.73,189.38,138.51,103.64,96.42,80.31,207.42,193.5,180.82
886.24,1454.53,29.73,38.02,26,66.42,28.91,55.84,53.92,47.53,52.51,56.76,53.31,40.18,164.7,167.99,137.11,88.93,88.02,84.6,206.99,203.07,202.06
886.37,1456.12,25.13,61.28,43.94,64.15,44.29,58.59,42.85,49.12,36.44,59.18,51.75,38.93,170.44,143.38,138.16,116.99,98.4,97.32,225.33,191.06,202.4
886.49,1457.71,18.54,48.35,47.7,56.23,28.32,54.34,21.54,41.04,32.37,65.94,30.87,43.01,150.18,119.75,124.53,101.38,78.77,70.36,197.33,174.39,189.73
886.62,1459.29,15.65,41.41,28.64,39.98,17.59,34.43,4.52,22.15,25.32,54.7,42.3,14.85,122.24,91.46,119.22,101.76,65.14,71.74,163.98,148.36,177.71
886.74,1460.88,31.95,21.04,33.63,51.29,15.88,26.42,17.02,31.97,31.48,49.01,50.63,26.82,136.85,103.38,129.8,106.36,64.72,77.99,164.17,162.55,191.91
886.87,1462.46,29.38,29.79,22.93,42.05,20.98,20.86,17.02,27.87,23.38,46.77,61.05,28.58,143.57,97.4,150.49,95.73,73.4,91.35,176.8,185.17,179.21
886.99,1464.04,40.22,13.98,33.3,53.92,47.62,25.08,17.02,41.74,43.11,50.64,66.27,28.58,170.05,135.53,169.28,113.87,96.86,98.15,211.87,229.23,207.94
887.11,1465.62,59.32,42.07,52.41,24.36,58.7,56.52,24.31,27.68,55.74,66.4,65.71,43,179.09,180.21,188.61,117.56,116.86,95.16,233.47,250.83,231.88
887.24,1467.21,70.76,45.82,65.68,36.8,60.79,70.31,32.45,56.66,62.09,50.83,75.16,63.76,191.11,199.54,186.27,136.24,136.86,129.17,256.4,254.75,267.47
887.36,1468.78,78.86,74.59,84.14,38.59,43.55,60.77,60.1,52.28,65.06,54.6,73.93,86.96,196.13,180.54,177.26,121.58,149.85,144.83,253.32,249.33,254.39
887.49,1470.36,53.75,58.46,64.37,51.49,22.09,26.68,44.18,46.35,38.81,48.14,64.82,87.82,171.59,171.3,140.02,103.69,135.94,142.27,228.34,238,244.74
887.61,1471.94,47.2,58.57,65.5,39.61,33.2,13.81,46.49,39.97,32.45,59.91,58.93,71.92,162.93,165.28,136.66,93.36,127.58,126.59,215.57,206.56,223.3
887.74,1473.52,42.99,40.34,62.64,42.74,45.31,14.29,48.46,41.94,18.1,43.68,40.38,64.68,137.59,177.59,126.62,100.01,103.89,118.23,202.45,165.43,210.19
887.86,1475.09,25.59,25.49,61.22,26.87,39.8,13.13,43.22,34.06,8.84,34.22,23.27,30.59,111.36,131,114.35,89.43,72.96,103.98,183.43,139.07,181.17
887.98,1476.67,26.27,25.82,57.92,43.57,37.47,9.5,57.43,25.59,23.05,39.22,23.27,35.58,103.23,124.17,120.19,98.29,88.47,88.83,166.18,144.47,176.25
888.11,1478.24,27.73,14.97,31.96,33.38,15.96,15.99,27.8,24.23,14.21,31.25,31.39,21,112.54,100.79,119.13,87.93,100.75,55.46,172.7,152.31,164.77
888.23,1479.81,54.17,19.84,27.11,41.32,20.16,33.24,36.46,39.5,21.89,38.02,35.84,41.39,132.17,132.73,143.4,106.88,128.36,59.07,204.53,152.14,178.6
888.36,1481.38,67.75,4.87,47.04,25.92,26.07,42.85,24.9,40.26,35.33,45.91,31.06,46.93,161.57,155.44,158.43,106.28,107.4,73.46,215.47,186.06,191.2
888.48,1482.95,57.89,38.64,81.97,29.75,29.51,57.69,41.85,50.24,59.5,70.42,29.18,60.36,187.18,192.36,185.35,126.22,129.99,127.72,220.28,207.53,233.01
888.6,1484.52,32.7,33.77,70.8,21.81,32.99,43.86,30.05,38.57,51.82,59.86,20.75,39.98,205.12,191.61,183.25,120.49,124.58,139.98,227.74,222.65,230.48
888.73,1486.09,25.18,51.12,64.63,33.98,37.8,53.71,29.72,40.89,50.5,60.3,27.53,21.41,201.39,184.18,178.49,133.75,148.15,131.9,260.53,231.09,236.6
888.85,1487.66,37.78,17.35,41.9,31.27,41.4,50,20.85,20.82,29.96,47.18,34.76,14.28,185.42,169.19,152.49,141.12,115.84,113.59,261.75,253.63,239.15
888.98,1489.22,46.15,17.35,43.63,31.27,33.72,49.08,20.85,17.22,35.55,50.85,34.76,20.08,164.89,155.96,153.26,137.58,108.29,102.05,235.4,259.27,231.79
889.1,1490.79,43.31,13.16,34.47,15.79,26.88,35.94,15.53,14.23,13.57,33.62,31.21,24.18,154.8,138.18,134.13,124.15,106.17,99.94,212.14,247.34,213.54
889.22,1492.35,24.37,18.12,37.09,5.42,20.16,14.14,7.46,17.53,9.95,22.23,16.44,16.49,143.47,135.82,125.44,113.5,107.16,74.27,197.99,204.17,180.39
889.35,1493.92,38.98,19.43,40.38,5.42,35.16,18.45,16.64,31.13,13.08,17.12,34.23,30.36,139.47,143.13,132.73,126.49,123.81,89.93,212.49,191.99,187.55
889.47,1495.48,50.04,20.15,24.68,4.84,24.22,7.87,15.89,24.36,14,24.78,29.57,21.69,110.24,150.54,122.47,121.6,107.56,94.02,191.42,181.24,179.15
889.59,1497.04,63.42,29.31,24.2,16.7,38.73,24.53,24.13,23.71,24.47,49.18,35.69,55.36,106.11,142.71,145.97,103.8,130.09,105.22,184.12,204.26,180.84
889.72,1498.6,43.15,37.7,14.35,18.6,23.73,25.3,14.95,11.95,15.73,43.78,18.36,43.01,105.86,130.1,115.68,85.22,105.16,97.96,168.69,206.15,163.74
889.84,1500.16,20.22,31.42,16.86,16.88,34.8,24.23,8.24,20.53,10.46,26.45,12.37,41,122.26,121.15,111.72,71.97,111.88,92.36,166.91,186.69,169.63
889.96,1501.72,29.95,32.48,17.95,3.64,19.98,15.01,17.84,32.78,12.4,14.12,5.04,19.66,124.66,120.85,100.08,106.37,97.27,105.42,184.12,191.22,166.51
890.09,1503.27,25.99,38.44,17.95,1.74,23.35,14.01,17.84,30.93,12.4,18.4,4.59,16.87,132.94,132.76,114.66,111.33,126.21,105.37,184.21,181.63,184.59
890.21,1504.83,44.84,43.62,15.43,1.74,14.55,14.01,17.84,20.63,15.97,16.34,9.04,28.63,128.09,135.56,131.45,126.16,127.02,119.85,185.5,205.57,192.22
890.33,1506.38,49.14,35.24,3.08,0.74,18.75,23.35,13.33,8.44,7.8,13.57,25.27,24.51,130.02,148.79,134.67,103.43,126.94,124.78,181.9,200.62,212.61
890.46,1507.94,49.14,21.21,9.63,0.74,15.38,17.03,13.33,8.44,7.8,15.46,32.52,19.96,102.26,123.67,130.88,79.02,94.85,114.03,165.27,212.65,186.98
890.58,1509.49,57.23,24.28,25.44,0.9,10.48,19.22,28.96,11.37,15.75,27.96,28.52,14.62,110.28,135.66,131.53,91.38,80.86,117.71,175.42,210.11,176.79
890.7,1511.04,43.53,33.58,37.1,12.25,19.46,3.9,31.46,21.18,16.92,22.18,20.42,19.16,120.5,130.86,122.72,97.29,84.09,105.95,170.1,211.11,158.81
890.83,1512.6,68.73,44.22,43.09,14.82,24.14,6.93,37.39,21.18,26.08,32.07,13.17,47.12,153.05,156.72,128.23,108.53,101.64,133.84,205.44,201.43,191.81
890.95,1514.15,56.16,28.36,44.19,14.66,42.57,12.73,44.68,18.45,14.55,26.07,25.84,60.11,151.71,135.01,132.85,108.86,109.63,112.83,204.87,203.18,187.24
891.07,1515.69,42.43,28.45,34.3,2.57,42.34,26.53,29.63,5.93,10.84,24.41,18.85,51.76,144.35,123.62,131.79,93.19,111.6,108.48,190.62,195.25,185.65
891.2,1517.24,30.97,25.98,30.18,21.15,65.9,23.25,40.7,25.92,9.58,14.85,18.85,40.53,144.09,122,144.5,109.96,124.69,106.24,187.47,204.41,182.5
891.32,1518.79,16.73,35.02,41.29,21.15,51.34,32.73,28.99,31.86,14.02,41.52,17.85,38.18,143.71,135.59,149.41,102.6,136.31,115.21,191.53,208.79,188.22
891.44,1520.34,17.2,18.82,36.45,28.4,49.01,17.47,28.21,36.15,12.33,47.74,26.75,52.05,140.21,127.4,151.21,101.13,132.49,125.05,191.46,214.03,188.15
891.56,1521.88,26.53,21.81,54.79,14.43,59.35,50.71,28.39,25.32,30.18,71.3,52.9,56.93,134.36,131.85,163,109.64,121.99,109.56,176.38,210.27,189.39
891.69,1523.42,39.19,12.79,40.79,38.88,51.7,45.75,17.18,31.49,49.04,49.18,38.97,51.13,124.17,122.97,152.77,104.15,107.15,121.72,143.28,171.82,174.96
891.81,1524.97,64.4,29.19,42.19,31.64,52.6,51.98,34.57,42.55,51.99,50.63,31.42,44.89,121.53,131.3,154.76,96.87,107.18,98.1,145.05,153.24,174.07
891.93,1526.51,60.84,29.29,25.98,29.45,46.39,33.14,28.54,33.38,41.96,42.63,17.09,35.54,129.1,136.5,140.96,96.47,108.1,93.69,138.37,150.21,166.05
892.05,1528.05,73.17,39.28,34.65,11.16,48.4,37.52,53.14,20.23,18.67,54.51,40.8,35.75,145.54,157.59,148.37,96.62,99.57,91.5,153.9,178.38,192.9
892.18,1529.59,69.51,33.28,58.67,40.71,43.42,52.57,59.33,29.07,36.53,60.06,48.02,47.95,140.64,170.32,149.76,116.09,101.36,110.96,171.07,201.87,200.07
892.3,1531.13,70.51,27.94,54.35,40.09,26.44,54.62,48.18,30.03,34.73,56.28,42.91,56.82,146.73,157.05,145.49,108.56,91.14,130.08,176.23,208.68,191.56
892.42,1532.67,55.96,38.72,39.81,51.91,35.58,70.12,49.82,39.32,34.73,64.61,33.9,63.13,134.26,134.88,121.64,101.79,102.35,107.97,169.82,185.92,180.15
892.54,1534.21,43.63,40.39,21.49,34.3,50.94,60.51,35.03,34.5,19.6,71.83,29.79,41.33,121.66,112.59,110.67,76.24,102.12,88.73,144.62,156.7,153.61
892.67,1535.74,26.74,43.84,33.95,51.46,52.74,49.68,43.7,47.79,15.25,74.49,36.12,23.64,75.49,86.72,78.47,54.78,80.65,55.94,111.85,103.57,122.17
892.79,1537.28,13.31,23.04,29.75,33.47,39.55,17.29,17.46,33.63,25.36,43.21,21.41,5.87,33.16,51.53,50.8,26.81,41.72,33.03,67.73,59.67,61.63
892.91,1538.81,32.1,27.83,43.21,48.31,32.69,29.13,23.11,25.59,42.68,37.21,36.74,13.51,30.31,38.31,21.24,32.01,21.57,34.21,32.26,31.85,46.49
893.03,1540.34,32.67,22.06,40.12,40.92,43.28,23.51,26.21,32.67,38.11,17.98,32.85,23.59,21.89,29.86,21.45,37.98,16.52,44.17,28.55,28.12,29.77
893.16,1541.88,36.56,48.65,53.81,45.13,57.98,23.51,36.65,49.65,28,32.13,32.85,32.54,38.05,45.16,41.88,49.88,35.35,63.66,45.27,58.58,67.9
