WP-00790,,PE0.05ppm-1,PE0.05ppm-2,PE0.05ppm-3,PE0.1ppm-1,PE0.1ppm-2,PE0.1ppm-3,PE0.5ppm-1,PE0.5ppm-2,PE0.5ppm-3,PE1ppm-1,PE1ppm-2,PE1ppm-3,PE5ppm-1,PE5ppm-2,PE5ppm-3,PE10ppm-1,PE10ppm-2,PE10ppm-3,PE50ppm-1,PE50ppm-2,PE50ppm-3,PE100ppm-1,PE100ppm-2,PE100ppm-3,PE200ppm-1,PE200ppm-2,PE200ppm-3
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
863.53,1157.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.83,0,0,3.53,36.94,199.23
863.66,1159.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0,0,0,0,97.8
863.79,1161.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.84
863.92,1163.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864.05,1164.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864.19,1166.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864.32,1168.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0
864.45,1170.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0
864.58,1171.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0
864.71,1173.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864.84,1175.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864.97,1177.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0
865.11,1178.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0
865.24,1180.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0
865.37,1182.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.5,1184.1,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.63,1185.85,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.76,1187.6,0,0,0,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.89,1189.35,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.02,1191.09,0,0,0,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.15,1192.84,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.29,1194.58,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.42,1196.33,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.55,1198.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.68,1199.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.81,1201.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866.94,1203.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.07,1205.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.2,1206.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.33,1208.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.46,1210.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.59,1211.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.72,1213.72,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.85,1215.45,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867.98,1217.18,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.12,1218.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.25,1220.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.38,1222.38,0,0,0,0,0,0,0,0,0,3.46,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.51,1224.1,0,0,0,0,0,0,0,0,0,3.46,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868.64,1225.83,0,0,0,2.21,0.16,4.15,0,0,0,13.51,0,0,0.61,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0
868.77,1227.56,0,0.96,0.89,2.21,7.29,4.15,0,2.37,0,10.05,0,4.83,14.16,0,17.81,1.9,7.25,3.7,0,0.18,0,8.84,0,3.32,0,0,0
868.9,1229.28,0,0.96,4.07,2.21,7.29,4.15,0,2.37,0,12.7,0,5.65,17.73,15.94,32.49,8.93,13.63,12.44,0,6.87,0,24.54,5.86,23.57,0,0,0
869.03,1231.01,14.31,6.29,12,16.26,7.12,1.19,14.69,9.36,14.6,35.39,28.47,21.23,38.83,39.08,61.84,49.2,40.25,59.34,26.11,37.85,8.9,96.55,64.46,87.53,5.54,24.98,45.41
869.16,1232.73,28.48,17.17,11.1,16.26,0,6.25,27.03,17.96,24.19,62.99,53.14,39.54,65.09,72.55,83.09,101.94,99.31,117.15,51.32,61.73,42.51,164.49,116.26,140.33,7.2,103.5,108.89
869.29,1234.45,28.48,26.98,7.92,16.26,5.64,6.25,40.14,24.37,31.88,84.59,67.14,61.2,97.37,95.83,117.69,157.03,151.4,143.98,86.76,78.96,61.94,228.14,153.86,191.83,26.79,198.02,166.9
869.42,1236.17,26.83,32.99,1.27,0.66,20.81,8.64,58.22,43.44,40.98,72.98,63.22,79.97,140.78,117.58,138.08,213.93,207.29,169.28,98.22,90.65,91.2,247.26,178.26,222.48,38.31,301.48,218.27
869.55,1237.9,37.63,33.46,27.5,11.32,20.81,13.15,77.08,62.3,64.86,83.82,86.76,97.2,168.31,133.79,162.94,241.63,229.98,193.72,122.13,103.13,105.91,297.53,204.81,251.6,75.97,355.45,284.47
869.68,1239.61,68.79,59.82,57.27,30.52,37.16,38.93,97.52,104.39,99.32,111.56,121.86,113.67,196.42,176.91,197.37,289.58,263.26,262.07,158.95,147.52,150.19,330.72,274.61,273.3,89.87,429.02,363.61
869.81,1241.33,71.28,62.3,76.09,43.05,37.96,37.78,95.07,102.27,94.56,135.42,130.75,123.92,176.32,202.49,211.6,303.66,273.33,275.88,171.89,178.03,151.6,381.39,286.22,273.81,93.91,486.1,392.25
869.94,1243.05,52.66,76.68,70.13,48.47,51.8,39.53,77.86,121.72,95.37,131.85,113.54,121.74,165.8,229.98,222.73,331.98,275.32,277.61,171.74,194.11,157.25,385.98,292.41,284.57,81.85,522.13,379.83
870.07,1244.77,40.16,54.17,57.96,42.35,40.61,16.06,68.44,102.29,84.97,110.73,97.78,112.01,156.74,194.26,205.99,321.45,276.11,270.48,151.05,179.98,153.02,376.38,275.74,280.48,66.26,512.65,388.9
870.2,1246.48,50.34,56.68,47.8,29.15,39.43,23.59,80.03,110.2,91.58,92.96,101.7,101.96,172.36,179.55,196.27,314.27,281.59,276.7,156.7,176.87,164.8,337.48,272.78,264.42,78.02,481.23,425.7
870.33,1248.2,77.31,37.98,50.76,21.82,43.37,30.25,106.07,99.58,79.65,102.31,103.42,102.36,184.45,157.65,195.67,292.22,282.2,277.06,161.15,193.88,164.38,290.06,286.28,247.82,110.25,474.32,439.66
870.46,1249.91,69.28,30.94,37.4,20.15,32.56,44.57,107.13,76.63,56.39,89,95.14,101.78,184.21,148.76,199.09,262.87,271.84,256.44,161.28,187.24,148.97,240.67,250.82,234.93,116.17,469.12,422.68
870.59,1251.62,54.37,31.37,39.15,30.34,36.95,49.01,86.64,61.13,52.26,97.15,86.64,94.65,185.44,142.33,205.31,220.65,252.62,238.29,149.87,175.39,152.36,211.43,246.83,222.18,123.55,477.76,411.85
870.72,1253.33,31.81,25.13,34.25,21.6,30.68,37.79,67.16,22.48,42.8,66.98,76.83,77.53,163.36,132.92,171.88,203.45,226.75,208.5,128.14,126.89,121.09,165.21,206.21,202.79,86.29,469.46,385.75
870.85,1255.04,28.14,18.49,30.91,10.19,30.68,23.14,57.92,26.9,43.58,61.03,68.58,62.97,153.85,133.74,133.69,197.84,198.13,192.62,103.64,111.29,100.06,159.59,203.5,164.65,90.93,458.77,363.59
870.98,1256.75,17.72,9.83,24.92,7.55,16.65,10.48,56.02,25.99,43.03,52.44,62.68,54.43,146.69,132.92,112.51,208.58,183.53,176.43,92.83,91.71,79.04,143.67,176.49,148.88,76.26,449.47,348.48
871.11,1258.46,15.85,9.28,23.04,18.22,11.06,8.61,64.57,42.38,42.61,59.29,60.56,46.01,128.65,117.23,121.13,198.45,171.73,165.71,98.81,112.91,92.82,144.89,170.29,155.24,68.39,456.01,373.2
871.24,1260.17,20.32,15.72,38.51,34.13,14.53,17.75,79.14,53.61,55.2,80.16,80.13,60.6,133.64,128.22,137.1,188.02,200.63,156.01,111.47,110.14,107.61,152.48,189.45,177.97,69.54,457.27,401.64
871.36,1261.87,23.44,7.63,43.53,31.84,9.38,22.78,79.61,56.74,58.02,73.93,83.92,65.75,121.53,122.45,137.64,198.83,211.1,154.89,128.7,118.26,110.3,137.99,181.53,190.29,91.6,471.8,423.36
871.49,1263.58,34.49,7.34,39.57,26.89,14.04,28.82,78.75,73.55,86.52,75.38,94.06,86.25,151.1,161.03,150.53,234.67,241.93,191.8,141.94,126.4,120.67,159.86,225.31,218.63,126.35,462.4,460.13
871.62,1265.28,26.42,20.61,27.84,12.5,15.92,27.08,76.46,82.26,90.26,71.39,83.43,79.31,159.92,177.52,160.66,266.42,252.34,228.28,139.42,139.11,126.95,194.32,244.67,245.56,129,490.6,519.51
871.75,1266.99,37.71,21,28.79,14.78,18.27,33.35,83.19,92.64,93,90.41,89.81,83.05,190.75,198.03,177.48,259.19,273.11,265.12,135.91,140.83,134.91,227.82,289.73,282.85,133.01,549.53,595.93
871.88,1268.69,35.11,40.06,38.52,32.17,28.28,42.07,102.36,100.49,84.2,105.55,101.31,103.25,215.38,210.99,200.76,273.43,300.01,280.43,155.2,167.67,145.32,293.13,334.6,312.62,154.82,636.29,648.19
872.01,1270.39,41.52,31.47,44.92,30.66,24.62,32.69,119.22,89.67,83.41,102.04,92.83,113.79,235.35,212.98,220.72,306.02,317.27,306.43,186.5,208.87,168.75,329.47,363.83,337.74,188.31,728.78,705.84
872.14,1272.09,47.38,52.33,63.45,31.51,43.08,33.2,138.2,102.31,95.08,110.32,112.46,133.78,260.79,244.75,265.14,356.75,354,321.56,227.26,246.85,204.31,396.62,411.2,378.68,211.27,806.76,743.65
872.27,1273.79,36.81,44.08,46.87,15.92,27.44,13.94,127.07,92.19,103.98,117.49,108.33,122,257.14,257.77,267.8,367.06,374.64,341.94,238.92,228.07,212.1,416.02,416.82,395.87,214.13,864.36,801.07
872.4,1275.49,60.57,60.18,65.64,27.59,34.8,34.78,142.63,126.74,139.89,152.68,135.87,152.24,296.5,294.81,297.15,405.39,406.63,354.67,256.93,231.98,218.57,453.12,432.47,442.08,231.02,922.01,853.54
872.53,1277.18,72.46,73.4,63.85,38.13,32.94,31.64,158.64,131.42,165.92,162.32,139.21,180.6,299.99,308.64,299.62,429.19,430.76,380.88,255.4,225.34,209.17,471.04,466.93,480.1,236.04,964.17,909.5
872.66,1278.88,97.47,91.07,79.86,44.11,59.2,46.28,187.77,154.21,172.41,182.42,155.33,194.41,345.95,308.93,327.55,443.46,439.69,408.55,261.99,260.82,226.89,505.43,508.19,522.27,239.85,1006.82,972.97
872.79,1280.57,93.37,88.3,75.76,58.66,63.69,43.14,196.47,172.91,181.13,182.08,181.68,190.46,346.14,320.46,336.39,452.64,449.87,428.8,268.48,262.21,230.84,535.07,548.04,550.68,248.9,1011.76,1012.37
872.92,1282.27,107.18,89.77,84.56,67.43,64.74,55.57,200.73,197.51,184.08,200.98,189.27,169.07,368.24,317.23,343.14,462.4,460.62,455.96,289.55,279.16,253.04,562.64,563.14,556.68,273.53,1011.97,1009.05
873.05,1283.96,110.43,99.35,96.81,74.65,55.23,61.45,212.12,205.22,209.49,194.33,190.31,172.46,351.8,341.46,338.35,491.96,466.18,464.92,290.07,284.24,262.02,581.02,570.39,569.81,295.29,1046.01,1042.56
873.17,1285.65,121.25,119.17,106.29,83.44,74.96,75.22,216.07,197.84,204.47,212.91,187.58,192.43,363.6,372.26,346.46,520.09,477.98,473.79,298.16,307.22,289.91,611.98,602.88,591.87,327.29,1099,1114.01
873.3,1287.34,98.08,115.99,105.78,62.89,69.36,70,216.03,185.14,189.45,187.5,183.53,206.07,346.08,391.75,337.93,525.25,464.47,459.69,278.27,298.55,288.48,631.31,593.4,601.62,332.65,1127.71,1150.17
873.43,1289.03,100.36,107.94,125.73,72.8,77.87,83.56,213.45,199.22,184.56,192.22,185.93,213.5,366.69,392.04,357.18,529.21,487.76,470.05,305.16,325.67,304.83,656.12,638.39,624.18,359.8,1154.26,1183.5
873.56,1290.72,98.09,99,127.12,56.15,63.84,73.24,220.32,198.76,189.12,173.39,186.13,192.38,358.43,367.45,359.24,524.97,498.85,473.21,322.18,337.92,305.32,701.4,652.53,641.88,395.74,1192.63,1199.67
873.69,1292.41,105.5,110.41,128.19,81.18,80.14,86.92,249.87,212.98,213.69,193.23,206.33,194.94,384.53,377.87,384.97,547.09,510.63,482.4,375.88,397.84,329.81,768.05,732.02,708.6,512.71,1282.73,1300.55
873.82,1294.1,102.36,112.26,113.39,80.32,80.56,90.05,259.87,206.32,239.06,200.2,222.32,200.96,373.08,398.1,381.17,567.67,527.21,483.38,393.71,408.89,344.77,853.18,752.99,772.13,610.14,1339.33,1359.25
873.95,1295.78,122.34,103.24,105.7,79.91,81.43,85.97,260,205.11,237.87,217.96,223.44,205.76,377.43,392.11,382.83,570.72,516.26,505.17,404.32,406.73,353.85,869.11,796.77,795.8,665.03,1387.43,1341.13
874.08,1297.47,140.22,109.45,118.24,77.4,78.53,88.45,256.69,222.14,247.25,226.95,224.78,221.13,398.35,399.37,398.73,580.68,531.22,545.2,398.51,389.47,368.16,886.97,791.8,778.06,627.83,1351.47,1272.6
874.2,1299.15,152,116.22,119.01,76.45,75.19,76.15,255.28,234.73,235.54,209.84,224.02,224.06,411.17,390.53,401.2,575.55,524.75,541.48,381.93,383.11,347.71,834.08,750.41,713.9,541.87,1272.79,1172.02
874.33,1300.84,126.33,123.56,135.01,86.39,85.08,88.41,256.77,244.89,241.05,204.63,218.83,226.56,430.57,404.93,403.91,556,541.87,525.33,364.58,386.99,326.49,799.78,697.27,674.32,461.48,1158.06,1098.38
874.46,1302.52,123.35,124.57,131.02,83.34,91.3,84.01,251.94,243.73,242.57,195.76,204.99,213.74,413.32,407.69,389.3,559.14,541.01,504.21,338.59,371.21,297.63,762.5,657.82,656.1,396.12,1063.38,1045.13
874.59,1304.2,111.04,113.59,127.37,77.29,90.2,79.29,251.12,241.91,238.11,193.57,195.15,210.26,395.09,393.45,386.38,552.63,504.16,488.44,310.27,346.78,268.1,730.93,632.74,599.58,351.43,983.08,961.92
874.72,1305.88,128.62,133.5,122.29,78.14,90.99,87.79,255.2,247.32,240.88,181.94,196.21,229.01,382.76,382.79,388.36,554.37,485.57,481.25,309.52,340.92,269.82,679.94,593.24,554.97,314.99,917.73,879.66
874.85,1307.56,129.44,115.32,115.44,78.88,82.67,87.19,238.5,216.97,215.54,165.22,183.18,213.66,364,359.04,374.58,502.68,439.22,439.3,284.34,320.63,242.1,592.21,539.66,481.28,273.45,835.66,754
874.98,1309.24,129.49,101.36,110.48,70.18,64.92,85.81,220.38,190.85,194.77,163.06,168.37,185.21,349.82,333.53,340.37,446.91,420.11,422.26,272.72,280.9,236.28,514.07,484.33,449.84,228.82,749.53,678.28
875.1,1310.91,102.43,75.97,107.42,57.37,47.06,74.32,197.82,163.29,177.24,164.13,137.8,143.33,303.54,298.58,299.07,384.38,380.24,373.47,232.68,220.41,202.37,439.18,431.24,386.66,182.77,648.67,602.51
875.23,1312.59,68.83,46.03,76.15,36.35,37.31,45.62,176.05,135.19,155.16,132.99,115.34,112.23,260.39,249.1,258.56,329.98,346.18,312.81,192.09,178.38,165.24,363.76,358.63,326.27,135.84,537.32,523.56
875.36,1314.26,52.34,40.88,54.33,38.44,37.02,37.71,143.4,112.88,131.2,104.97,84.68,87.92,230.7,211.42,215.85,285.05,303.91,253.95,151.96,153.47,133.91,288.82,314.49,256.36,119.71,416.46,422.44
875.49,1315.94,31.09,16.95,17.58,32.1,30.62,20.01,109.98,87.13,110.47,59.85,67.58,69.51,188.92,174.3,178.71,244.36,253.23,211.67,107.4,145.46,102.81,253.47,251.61,207.36,87.81,330.55,330.59
875.62,1317.61,18.79,26.26,24.22,25.98,23.11,19.93,84.13,72.61,77.31,38.63,51.71,62.33,143.38,136.43,149.47,216.58,201.45,179.63,107.07,121.02,79.61,226.03,218.97,183.95,66.16,276.24,275.68
875.75,1319.28,11,23.46,14.82,16.75,22.84,22.36,78.17,65.33,67.71,41.31,54.41,66.05,101.07,125.79,131.14,177.05,167.91,156.17,78.64,97.48,57.32,226.18,178.58,176.45,64.41,270.88,228.04
875.87,1320.95,9.38,19.23,14.82,7.31,24.67,13.9,66.67,52.5,29.91,38.11,46.23,56.56,80.89,107.28,87.27,116.64,115.18,110.84,65.01,50.73,37.14,172.81,162.99,146.76,44.66,220.68,191.24
876,1322.62,9.38,6.67,0,7.1,16.21,13.9,50.29,37.21,22.93,40.37,30.24,36.69,52.24,74.56,43.2,56.37,78.91,69.38,21.16,24.43,23.97,139.58,124.88,105.87,30.78,155.65,129.26
876.13,1324.29,0,1.23,0,0.14,8.36,0.21,28.7,13.3,5.36,17.37,9.76,21.44,25.99,48.31,18.25,18.2,30.45,20.32,12.53,6.12,10.73,94.83,109.57,85.46,0,110.78,100.11
876.26,1325.96,0,1.23,0,0,0,0,10.35,0,5.36,4.1,0,7.79,0.78,18.31,7.59,6.71,11,0.18,0,1.94,0,58.49,61.69,86.51,0,85.07,46.54
876.39,1327.63,0,1.23,0,0,0,0,3.71,0,5.36,0,0,7.79,0.78,16.58,4.88,0,0,0.18,0,0,0,26.36,38.32,59.29,0,64.64,27.89
876.51,1329.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.16,0,26.22,0
876.64,1330.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0
876.77,1332.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,0
876.9,1334.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,0,0,0,0,0
877.03,1335.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,0,0,0,0,0
877.15,1337.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.23,0,0,0,0,0
877.28,1339.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,0,0,0
877.41,1340.92,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.54,1342.58,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.66,1344.24,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.79,1345.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877.92,1347.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.05,1349.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.17,1350.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.3,1352.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.43,1354.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.56,1355.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.68,1357.46,0,0,0,0,0,3.09,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.81,1359.1,0,0,0,0,0,3.09,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878.94,1360.75,0,0,0,0,0,3.09,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.06,1362.4,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.19,1364.04,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.32,1365.68,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.45,1367.33,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.57,1368.97,0,4.65,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879.7,1370.61,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0.81,0.2,0,0,0,0,0,0
879.83,1372.25,12.68,0,0,0,0,4.89,0,0,0,0,0,1.81,0,0,0,0,0,0,4,2.94,0.2,28.29,0,0,0,0,0
879.95,1373.89,12.68,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,4,3.38,0.2,47.78,0,0.01,0,0,6.87
880.08,1375.53,12.68,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,4,2.57,0,60.47,0,3.18,0,0,6.87
880.21,1377.16,0,9.87,0,0,0,0,6.76,4.16,0,3.97,0.62,0.72,0,0,0,3.16,0,0,0,12.2,0,52.09,10.7,22.53,0.57,0,6.87
880.33,1378.8,0,9.87,0,0,0,0,6.76,4.16,0,3.97,0.62,0.72,0,0,0,3.16,0,0,0,11.76,0,46.07,10.7,22.52,0.57,0,0
880.46,1380.43,0,9.87,0,0,0,0,6.76,4.16,0,3.97,0.62,0.72,0,0,0,3.16,1.14,0,0,11.76,0,33.38,10.7,19.35,0.57,0,0
880.59,1382.07,0,8.03,0,6.28,3.91,0,0,1.9,0,0,2.68,0,0,0,0,0,1.14,0,0,1.97,0,13.47,0,0,0,0,0
880.71,1383.7,0,8.03,0,6.28,3.91,0,0,1.9,0,0,2.68,0,0,0,0,0,1.14,0,0,1.97,0,0,0,0,0,0,0
880.84,1385.33,0,8.03,0,6.28,5.39,1.45,2.28,10.6,0,0,2.68,0,0,0,0,1.27,1.62,0,0,1.97,0,0,0,0,0,0,0
880.97,1386.96,0,0,0,0,1.48,3.25,2.28,10.36,0,4.42,0,0,0,0,0,13.9,1.62,0,0,0,0,0,0,0,0,0,0
881.09,1388.59,0,0,0,0,1.48,3.25,2.28,10.36,0,4.42,0,0,0,0,0,13.9,1.62,0,0,0,0,0,0,0,0,0,0
881.22,1390.22,0,0,0,0,0,1.8,0,1.66,0,4.42,0,0,0,0,0,12.63,0,0,0,0,0,0,0,0,0,0,0
881.35,1391.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.47,1393.47,0,0,0,0,0,0,1.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.6,1395.1,0,0,0,0,0,0,1.64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.73,1396.72,0,0,0,0,0,0,1.64,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881.85,1398.35,0,0,0,0,1.28,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0
881.98,1399.97,0,0,0,0,1.28,0,0,0,9.4,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0.37,0,0
882.1,1401.59,0,0,0,0,1.28,0,1.29,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0.37,0,0
882.23,1403.21,0,0,0,0,0,0,7,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0
882.36,1404.83,0,0,0,1.16,0,0,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882.48,1406.45,0,0,0,1.16,0,0,12.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0
882.61,1408.07,0,0,0,1.16,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,0,0
882.73,1409.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.74,0,0
882.86,1411.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,0,0
882.99,1412.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,22.84,0,0
883.11,1414.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,56.47,0,0
883.24,1416.14,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,84.55,0,0
883.36,1417.75,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.76,0,0
883.49,1419.36,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.2,0,0
883.61,1420.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.65,0,0
883.74,1422.58,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.21,0,0
883.87,1424.19,0,0,0,0,0,1.84,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.46,0,0
