WP-00790,,PS0.1ppm,PS0.5ppm,PS1ppm,PS5ppm,PS10ppm,PS50ppm,PS100ppm,PS200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
917.6,1840.11,17.34,0,0,2.85,0,0,0,0
917.71,1841.43,10.28,0,0,2.85,0,0,0,0
917.82,1842.75,0.07,0,0,2.85,0,0,0,0
917.93,1844.07,0.07,0,0,0,0,0,0,0
918.04,1845.39,19.89,0,34.96,22.04,0,4.14,5.46,30.37
918.15,1846.71,19.82,0,34.96,22.04,0,4.14,5.46,30.37
918.27,1848.03,19.82,0,34.96,22.04,0,4.14,5.46,30.37
918.38,1849.34,16.94,0,4.16,0,0,0,0,0
918.49,1850.66,18.51,0,4.16,0,0,0,0,5.39
918.6,1851.97,24.38,0,4.16,0,0,0,0,14.9
918.71,1853.29,8.46,0,0,18.7,0,0,9.43,37.05
918.82,1854.6,6.89,0,0,18.7,0,0,22.66,42.21
918.93,1855.91,21.99,9.75,0,37.65,0,0,31.79,72.1
919.04,1857.22,30.7,9.75,0,18.95,0,0,22.8,49.96
919.15,1858.53,51.87,21.46,0,27.68,0,0,9.57,54.31
919.26,1859.84,46.71,11.71,0,8.72,0,0,0.44,15.62
919.37,1861.15,55.95,11.71,0,10.18,0,0,0,15.62
919.48,1862.45,46.91,0,0,1.46,0,0,0,0.71
919.59,1863.76,54.15,0,6.32,11.05,0,0,10.67,20.1
919.7,1865.06,54.79,0,6.32,9.59,0,0,10.67,29.92
919.81,1866.36,53.49,0,6.32,9.59,0,0,17.77,55.12
919.92,1867.67,53.8,0,15.63,12.56,0,0,21.56,72.59
920.03,1868.97,52.5,0,15.63,17.2,0,0,58.46,98.79
920.14,1870.27,41.68,0,15.63,30.9,0,0,75.44,108.17
920.25,1871.57,33.49,0,3.49,28.56,0,0,97.36,113.49
920.36,1872.87,20.82,7.79,3.49,23.92,0,0,98.43,121.99
920.47,1874.16,20.82,7.79,3.49,10.21,0,10.91,74.34,112.89
920.58,1875.46,5.81,12.22,0,0,0,10.91,62.38,102.07
920.69,1876.75,24.41,4.43,0,10.46,0,35.31,57.68,101.21
920.8,1878.05,24.41,4.43,0,29.36,0,24.39,79.44,113.96
920.91,1879.34,24.24,0,0,35.38,0,28.09,85.16,118.22
921.02,1880.63,5.01,0,0,31.82,0,7.19,88.25,117.54
921.13,1881.93,19.02,4.44,10.62,20.89,0,25.01,97.61,132.15
921.24,1883.22,30.79,4.44,12.51,21.59,0,26.24,100.11,123.6
921.35,1884.51,35.05,4.44,24.45,14.71,0,22.75,69.99,98.44
921.46,1885.79,50.6,0,51.59,10.36,0,14.98,58.47,85.9
921.57,1887.08,62.19,0,60.8,10.63,19.73,12.28,42.99,78.09
921.68,1888.37,75.96,0,48.86,16.1,19.73,12.28,68.65,88.79
921.79,1889.65,68.44,16.21,35.66,25.98,19.73,19.82,90.03,82.22
921.9,1890.94,59.86,26.74,31.42,27.5,0,17.6,102.33,98.59
922.01,1892.22,85.56,56.81,38.81,52.76,13.09,37.96,129.89,122.59
922.12,1893.5,75.42,40.59,14.26,52.1,24.35,46.24,120.28,120.76
922.23,1894.78,97.99,41.29,14.23,65.85,24.35,70.3,134.7,121.32
922.33,1896.06,93.29,11.23,35.28,49.57,22.38,55.04,104.16,109.95
922.44,1897.34,106.41,12.72,62.3,36.73,11.12,36.3,104.1,105.41
922.55,1898.62,114.92,1.49,80.27,20.72,19.49,30.61,101.76,113.94
922.66,1899.9,111.37,21.1,74.86,16.56,8.41,45.54,117.67,106.08
922.77,1901.18,123.97,19.62,54.97,27.45,8.41,42.32,131.73,115.4
922.88,1902.45,105.52,19.62,34.71,21.2,0.04,30.04,111.39,73.67
922.99,1903.72,93.45,0,11.67,14.94,0,22.5,84.76,63.99
923.09,1905,81.87,12.37,13.33,22.43,0,41.13,72.6,63.83
923.2,1906.27,63.67,17.34,20.71,29.03,0,48.83,86.49,84.73
923.31,1907.54,58.74,17.34,20.71,37.22,0,47.48,84.64,80.91
923.42,1908.81,57.3,4.96,17.57,19.17,0,45.97,69.94,72.92
923.53,1910.08,91.8,0.16,44.06,34.3,16,74.08,98.83,79.23
923.64,1911.35,93.68,3.12,63.79,29.28,16,82.25,103.76,92.26
923.74,1912.62,90.83,3.12,61.63,28.96,19.65,72.71,132.95,95.57
923.85,1913.88,85.69,15.82,59.54,25.54,3.65,62.24,116.85,91.61
923.96,1915.15,84.6,12.87,42.85,34.54,3.65,52.16,144.12,98.38
924.07,1916.41,89.44,12.87,39.37,50,0,54.37,136.98,108.1
924.18,1917.68,91.21,10.31,14.26,56.81,28.89,59.87,124.11,120.1
924.28,1918.94,98.14,10.31,24.66,63.26,28.89,69.2,125.05,110.28
924.39,1920.2,96.12,10.31,41.21,60.56,43.04,75.94,136.03,94.18
924.5,1921.46,80.8,0,42.08,40.38,17.31,55.74,137.71,83.81
924.61,1922.72,72.75,1.9,54.9,39.05,28.12,56.5,132.66,88.06
924.71,1923.98,66.86,11.98,67.57,27.03,15.2,68.09,110.75,77.14
924.82,1925.24,87.34,11.98,86.3,36.41,35.01,88.42,126.55,77.29
924.93,1926.49,100.98,10.09,104.88,30.31,42.01,89.26,121.83,79.6
925.04,1927.75,123.1,0,97.96,50.85,72.86,93.94,115.6,101.76
925.14,1929,117.71,32.02,108.56,64.24,94.89,88.47,116.84,106.42
925.25,1930.26,103.25,32.02,86.1,51.81,83.88,79.28,110.35,93.36
925.36,1931.51,119.94,59.92,99.83,62.24,100.06,105.93,155.34,102.81
925.47,1932.76,94.78,27.9,67.06,37.52,73.08,101.1,161.14,89.43
925.57,1934.01,105,34.44,51.69,53.43,74.18,117.66,169.32,89.78
925.68,1935.26,73.03,31.55,45.16,30.64,54.45,74.74,131.31,69.3
925.79,1936.51,90.77,48.26,41.36,50.37,74.47,83.88,138.01,84.55
925.89,1937.76,98,47.68,34.34,45.51,90,89.86,127.85,91.96
926,1939,102.6,22.66,17.11,41.28,89.27,93.24,129.07,94.11
926.11,1940.25,90.01,22.72,24.72,25.34,76.72,93.8,98.1,73.09
926.21,1941.49,61.91,16.76,40.24,30.48,53.29,94.21,105.95,68.25
926.32,1942.74,48.84,16.76,38.42,46.8,35,92.68,123.5,84.46
926.43,1943.98,50.48,0,68.99,71.43,50.44,90.88,144.43,138.07
926.53,1945.22,47.16,0,53.48,60.01,104.68,104.49,158.05,167.74
926.64,1946.46,30.1,0,43.29,59.67,137.71,141.6,178.5,186.91
926.75,1947.7,8.34,0,28.27,40.74,162.92,159.56,183.75,189.59
926.85,1948.94,0,0,28.27,37.88,118.42,153.48,179.94,188.55
926.96,1950.18,0,0,43.16,29.2,75.89,138.35,180.05,179.79
927.07,1951.41,12.82,0,27.99,39.38,48.31,114.84,175.42,139.65
927.17,1952.65,34.29,3.15,31.75,79.08,104.91,121.18,189.27,132.01
927.28,1953.88,41.93,3.15,58.48,81.29,155.91,114.25,150.5,95.77
927.39,1955.12,33.01,14.65,70.05,70.36,162.44,116.17,149.87,92.69
927.49,1956.35,44.9,15.94,91.12,49.72,154.14,101.93,129.39,77.12
927.6,1957.58,49.26,19.54,49.25,39.6,164.36,79.21,150.73,63.06
927.7,1958.81,76.22,10.69,69.11,32.22,152.54,68.77,122.32,35.75
927.81,1960.04,66.32,20.71,97.47,8.42,139.56,53.52,109.07,24.14
927.91,1961.27,75.57,24.6,124.46,6.63,122.44,57.11,80.63,25.04
928.02,1962.5,62.74,48.15,90.27,8.13,149.27,47.65,83.45,32.4
928.13,1963.72,68.38,67.56,65.92,22.98,137.62,54.04,89.42,25.75
928.23,1964.95,60.28,64.63,38.94,20.69,146.59,54.4,71.65,20.72
928.34,1966.17,71.88,42.13,42.26,18.08,145.97,69.48,80.91,20.41
928.44,1967.4,75.4,32.94,36.19,15.88,195.3,72.52,72.1,7.06
928.55,1968.62,84.17,50.73,48.66,22.02,175.6,68.52,80.22,7.06
928.65,1969.84,77.53,47.05,55.15,18.78,178.52,55.48,71.6,9.93
928.76,1971.06,58.59,36.26,60.7,14.57,155.51,51.84,68.35,9.93
928.86,1972.28,47.57,29.45,70.54,14.44,193.45,62.49,80.69,21.38
928.97,1973.5,39.57,33.2,74.76,30.22,194.14,68.55,73.41,11.46
929.07,1974.72,44.83,47.8,84.59,25.12,199.12,77.56,93.05,29.93
929.18,1975.94,64.34,32.25,99.7,23.2,177.72,90.53,78.94,31.43
929.28,1977.15,64.43,38.15,105.43,12.57,176.28,104.46,79.44,43.08
929.39,1978.37,45.5,47.82,96.21,26.8,175.91,100.8,66.3,41.93
929.49,1979.58,15.08,66.38,77.71,34.87,212.28,117.2,90.53,48.83
929.6,1980.79,0,64.01,79.38,29.71,203.83,123.12,92.25,52.24
929.7,1982,0,43.41,62.44,14.6,173.45,115.77,86.67,48.37
929.81,1983.22,0,34.78,43.53,7.44,174.03,99.05,86.68,51.79
929.91,1984.43,0,38.48,13.8,7.77,192.9,92.96,92.29,36.73
930.02,1985.63,3.78,48.49,14.69,11.87,228.39,114.82,94.16,40.38
930.12,1986.84,3.78,38.55,24.1,7.38,216.51,96.98,95.62,17.1
930.23,1988.05,8.54,46.19,61.88,19.4,202.93,83.77,72.01,17.1
930.33,1989.25,4.76,24.15,63.6,12.86,175.96,49.51,59.32,0
930.43,1990.46,17.61,58.03,85.26,39.35,188.96,59.22,47.56,0
930.54,1991.66,12.85,56.18,65.75,31.14,201.14,74.44,48.95,0
930.64,1992.87,32.44,76.53,74.41,31.14,240.16,97.51,48.15,0
930.75,1994.07,26.58,70.43,85.9,4.14,239.37,88.1,22.51,0
930.85,1995.27,41.81,95.86,109.22,4.47,248.09,73.2,20.34,0
930.96,1996.47,23.89,115.17,111.37,14.59,257.32,57.48,25.99,0
931.06,1997.67,24.43,87.4,92.69,14.59,257.07,46.29,46.13,0
931.16,1998.86,22.56,72.22,75.61,11.24,282.44,45.38,49.19,0
931.27,2000.06,20.88,65.03,60.47,3.75,251.44,48.78,33.51,0
931.37,2001.26,15.61,103.55,73.06,8.07,265.84,55.91,12.66,0
931.47,2002.45,2.25,82.44,56.25,6.93,226.87,50,2.22,0
931.58,2003.65,6.29,77.09,72.49,7.21,235.97,50.83,4.21,0
931.68,2004.84,4.04,55.73,45.34,2.89,193.02,42.29,4.21,0
931.78,2006.03,4.04,79.34,61.8,2.89,198.37,35.38,4.21,0
931.89,2007.22,0,82.27,36.19,0,211.67,36.1,0,0
931.99,2008.41,0,106.75,2.77,0,246.51,66.01,0,0
