WP-00790,,PMMA0.1ppm,PMMA0.5ppm,PMMA1ppm,PMMA5ppm,PMMA10pmm,PMMA50ppm,PMMA100ppm,PMMA200ppm
Wavelength,Wavenumber,Processed,Processed,Processed,Processed,Processed,Processed,Processed,Processed
916.03,1821.5,0,21.93,20.2,335.34,188.12,325.05,0,214.57
916.15,1822.83,0,16.81,28.41,311.48,179.79,321.24,0,209.1
916.26,1824.17,0,16.81,47,341.66,202.87,327.16,0,231.06
916.37,1825.5,0,15.38,56.16,364.3,203.12,334.26,0,258.25
916.48,1826.83,0,22.76,56.41,337.65,185.79,330.09,4.6,258.88
916.59,1828.17,0,26.53,47.51,350.8,191.96,357.1,4.6,257.72
916.71,1829.5,0,41.5,65.26,321.2,211.1,355.06,4.6,255.57
916.82,1830.83,0,55.6,85.09,333.95,225.63,372.42,3.71,260.18
916.93,1832.16,0,84.49,107,334.74,235.9,364.17,3.71,278.57
917.04,1833.49,0,115.07,100.54,366.43,256.78,376.88,18.41,297.29
917.15,1834.81,0,138.99,84.05,380.7,297.29,363.54,14.7,275
917.26,1836.14,0,158.59,99.86,396.88,334.74,381.14,24.59,260.7
917.38,1837.46,0,132.87,125.97,401.97,331.82,362.04,9.89,230.4
917.49,1838.79,0,142.72,137.27,404.52,320.06,369.77,26.72,245.65
917.6,1840.11,0,166.47,157.75,427.53,309.8,377.67,47.67,264.11
917.71,1841.43,0,208.12,160.41,417.33,331.05,407.08,70.64,302.46
917.82,1842.75,0,202.56,183.14,403.15,335.69,451.21,80.1,323.24
917.93,1844.07,0,171.45,173.28,368.31,349.71,453.4,67.43,352.12
918.04,1845.39,0,187.24,197.6,431.93,343.57,488.43,79.07,382.22
918.15,1846.71,0,179.92,184.77,431.67,321.59,449.63,57.36,377.53
918.27,1848.03,0,180.72,174.01,428.41,292.99,442.89,41.85,336.95
918.38,1849.34,0,148.96,157.64,401.5,264.77,403.53,18.2,293.46
918.49,1850.66,0,142.66,146,407.26,269.28,399.57,13.62,267.41
918.6,1851.97,0,147.25,145.21,410.8,294.6,400.11,19.49,286.24
918.71,1853.29,0,165.29,142.48,397.67,311.97,400.37,31.22,296.83
918.82,1854.6,0,179.21,161.26,423.66,320.17,410.46,41.73,309.98
918.93,1855.91,0,206.7,211.21,436.43,326.52,430.05,67.09,318.99
919.04,1857.22,0,197.07,202.33,425.64,296.69,427.48,49.09,305.89
919.15,1858.53,0,166.44,229.4,433.07,318.46,443.18,48.18,311.44
919.26,1859.84,0,143.26,210.52,448.83,301.6,411.6,18.14,275.76
919.37,1861.15,0,120.18,228.37,461.92,331.78,399.4,18.63,254.17
919.48,1862.45,0,141.76,199.83,424.89,300.22,374.82,9.03,225.24
919.59,1863.76,0,144.01,209.9,419.07,313.91,395.51,23.7,246.63
919.7,1865.06,0,152.26,193.25,422.8,302.87,401.8,29.13,264
919.81,1866.36,0,136.6,215.98,442.86,326.19,403.15,29.13,295.48
919.92,1867.67,0,131.06,211.1,434.23,311.88,395.88,31.29,302.05
920.03,1868.97,0,148.39,227.37,430.71,322.71,424.78,42.43,336.16
920.14,1870.27,0,171.71,225.26,449.39,330.47,438.28,64.48,360.92
920.25,1871.57,0,186.7,240.41,462.95,348.47,445.71,72.13,373.34
920.36,1872.87,0,187.22,278.05,498.93,365.28,456.98,83.43,373.29
920.47,1874.16,0,183.74,305.3,492.79,376.67,475.52,98.49,371.57
920.58,1875.46,0,188.24,289.48,503.51,382.97,477.66,104.97,375.16
920.69,1876.75,25.33,212.62,294.81,496.99,398.75,498.29,137.76,388.29
920.8,1878.05,34.4,239.32,322.75,476.67,417.1,526.19,163.97,426.73
920.91,1879.34,41.45,260.9,361.83,454.44,422.59,560.58,206.5,466.39
921.02,1880.63,23.57,255.79,368.85,439.74,432.99,551.58,202.12,477.69
921.13,1881.93,54.21,270.11,363.57,488.35,435.74,550.62,199.6,479.42
921.24,1883.22,64.93,264.08,337.22,515.82,458.06,519.27,157.18,446.13
921.35,1884.51,57.49,260.58,310.68,509.04,433.18,467.74,114.73,402.71
921.46,1885.79,35.15,252.63,305.29,483.67,421.76,433.03,86.93,340.83
921.57,1887.08,17.39,232.65,307.5,472.5,378.91,398.58,64.56,309.6
921.68,1888.37,17.39,237.1,324.4,456.62,363.08,392.52,65.72,290.46
921.79,1889.65,14.18,220.64,308.34,470.05,334.92,385.83,60.08,296.74
921.9,1890.94,14.18,224.6,313.97,486.11,325.78,390.86,63.3,286.79
922.01,1892.22,22.88,227.75,328.75,537.58,365.09,404.7,70.85,306.37
922.12,1893.5,8.7,234.22,314.45,518.23,367.3,398.14,52.81,281.59
922.23,1894.78,8.7,252.67,323.4,504.4,381.41,397.18,59.87,300.47
922.33,1896.06,0,236.42,310.27,447.08,333.07,380.49,53.68,295.99
922.44,1897.34,0,242.92,330.83,436.06,325.08,350.84,49.03,295.26
922.55,1898.62,9.63,219.62,327.86,426.44,308.54,339.34,39.69,277.41
922.66,1899.9,9.63,219.51,316.69,438.89,305.11,318.32,18.16,245.09
922.77,1901.18,9.63,209.04,324.11,440.51,323.57,315.57,24.22,247.41
922.88,1902.45,0,216.87,309.43,416.31,335.26,307.42,14.71,250.38
922.99,1903.72,2.21,220.78,296.78,433.73,350.61,301.64,35.9,231.78
923.09,1905,16.17,218.56,290.59,445.22,341.08,297.67,45.57,217.37
923.2,1906.27,22.77,209.07,279.76,431.32,335.54,293.41,59.78,200.72
923.31,1907.54,20.56,203.78,280.72,374.48,317.44,293.64,64.3,219.6
923.42,1908.81,10.98,189.34,281.48,367.7,310.45,300.68,56.13,246.01
923.53,1910.08,50.37,235.08,305.37,412.31,317.89,323.88,71.28,277.95
923.64,1911.35,68.83,251.8,317.82,449.42,344.56,332.99,77.85,290.21
923.74,1912.62,96.82,267.92,316.96,435.15,350.21,343.15,96.62,297.89
923.85,1913.88,72.33,235.78,331.12,410.48,350.52,335.35,92.6,299.32
923.96,1915.15,60.48,209.82,317.06,385.2,326.27,343.69,96.22,299.95
924.07,1916.41,31.14,195.61,308.69,355.19,305.01,320.4,92.71,277.33
924.18,1917.68,16.55,195.35,290.21,340.35,283.95,291.04,95.96,240.68
924.28,1918.94,25.59,198.61,281.52,334.22,276.33,248.49,73.52,192.57
924.39,1920.2,37.71,190.49,261.39,327.91,282.58,210.2,48.84,157.1
924.5,1921.46,36.57,178.33,250.83,295.77,269.37,187.84,16.3,122.94
924.61,1922.72,39.28,192.58,255.28,303.89,273.81,199.51,15.25,139.2
924.71,1923.98,24.13,189.44,245.95,302.17,259.45,192.44,12.42,121.43
924.82,1925.24,34.88,179.82,249.41,292.82,266.52,194.18,23.4,122.52
924.93,1926.49,16.52,173.37,244.98,255.85,221.02,148.73,10.98,86.48
925.04,1927.75,16.52,168.99,254.89,243.48,210.16,150.65,10.98,85.52
925.14,1929,0,169.78,244.57,252.48,177.72,109.38,0,63.1
925.25,1930.26,0,135.53,220.15,255.63,194.81,101.37,0,67.31
925.36,1931.51,28.54,150.56,222.28,292.6,204.43,99.28,16.78,82.82
925.47,1932.76,41.58,146.43,219.19,287.6,219.81,116.34,16.78,82.87
925.57,1934.01,69.22,175.8,240.88,304.3,207.94,138.87,20.15,90.11
925.68,1935.26,64.91,173.13,235.78,263.82,182.93,113.32,3.37,55.33
925.79,1936.51,72.23,176.62,222.46,255.7,170.66,112.58,9.96,53.4
925.89,1937.76,44.59,144.17,217.47,234.5,162.7,62.12,6.59,38.22
926,1939,29.73,137.89,207.91,215.33,159.49,53.89,7.39,30.71
926.11,1940.25,18.94,119.22,209.24,198.97,136.13,42.25,3.41,25.7
926.21,1941.49,35.48,146.28,191.56,195.19,130.74,67.4,14.27,31.1
926.32,1942.74,45.17,132.5,187.65,200.78,127.1,94.93,35.81,62.24
926.43,1943.98,90.05,156.78,211.06,187.27,149.75,140.16,84.88,108.59
926.53,1945.22,73.51,156.44,221.13,152.68,161.7,169.42,123.49,147.02
926.64,1946.46,93.64,182.04,250.75,136.56,184.5,195.59,178.53,211.43
926.75,1947.7,106.29,192.03,232.01,155.35,212.26,207.47,223.44,255.58
926.85,1948.94,147.63,196.3,260.82,184.94,220.2,242.93,258.77,300.03
926.96,1950.18,155.09,203.83,250.84,194.67,201.66,251.98,262.87,292.12
927.07,1951.41,143.74,182.42,238.51,158.63,166.74,222.05,226.83,242.63
927.17,1952.65,122.35,157.16,200.6,124.94,141.89,160.27,177.11,171.66
927.28,1953.88,84.04,115.84,152.91,77.72,106.22,83.93,105.15,86
927.39,1955.12,32.24,88.57,137.19,54.73,65.51,28.08,47.4,33.13
927.49,1956.35,15.29,67.01,119.45,17.75,48.08,0,25.85,1.97
927.6,1957.58,17.86,36.99,112.7,5.33,33.4,0,16.34,0
927.7,1958.81,37.5,24.08,93.14,0,19.38,0,13.54,0
927.81,1960.04,55.66,11.88,72.9,0,0,0,0,0
927.91,1961.27,44.75,11.88,59.41,0,0,0,0,0
928.02,1962.5,36.16,2.98,45.01,0,0,0,0,0
928.13,1963.72,33.31,21.02,44.14,0,0,0,0,0
928.23,1964.95,38.57,21.02,36.47,0,0,0,0,0
928.34,1966.17,39.09,20.39,25.55,0,0,0,0,0
928.44,1967.4,54.56,0,11.71,0,0,0,0,0
928.55,1968.62,67.45,0,4.06,0,0,0,0,0
928.65,1969.84,52.29,0,2.12,0,0,0,0,0
928.76,1971.06,28.98,0,0,0,0,0,0,0
928.86,1972.28,37.63,0,0,0,0,0,0,0
928.97,1973.5,48.24,0,0,0,0,0,0,0
929.07,1974.72,43.26,0,0,0,0,0,0,0
929.18,1975.94,41.45,0,0,0,0,0,0,0
929.28,1977.15,75.16,0,20.29,0,0,0,6.19,0
929.39,1978.37,107.39,0,36.24,0,0,0,34.58,0
929.49,1979.58,134.69,0,43.96,0,0,0,73.03,0
929.6,1980.79,168.05,0,39.66,0,0,0,130.26,0
929.7,1982,203.49,9.14,23.71,0,0,0,147.91,0
929.81,1983.22,220.66,9.14,15.98,0,0,0,145.99,0
929.91,1984.43,193.02,9.14,0,0,0,0,97.61,0
930.02,1985.63,155,0,0,0,0,0,54.55,0
930.12,1986.84,120.71,0,0,0,0,0,18.01,0
930.23,1988.05,91.5,0,0,0,0,0,2.97,0
930.33,1989.25,56.37,0,0,0,0,0,0,0
930.43,1990.46,50.96,0,0,0,0,0,0,0
930.54,1991.66,49.06,0,0,0,0,0,0,0
930.64,1992.87,66.22,0,0,0,0,0,0,0
930.75,1994.07,41.46,0,0,0,0,0,0,0
930.85,1995.27,30.55,0,0,0,0,0,0,0
930.96,1996.47,41.38,0,0,0,0,0,0,0
931.06,1997.67,65.27,0,0,0,0,0,0,0
931.16,1998.86,95.79,0,0,0,0,0,0,0
931.27,2000.06,89.37,0,0,0,0,0,0,0
931.37,2001.26,80.69,0,0,0,0,0,0,0
931.47,2002.45,47.97,0,0,0,0,0,0,0
931.58,2003.65,49.76,0,0,0,0,0,0,0
931.68,2004.84,29.54,0,0,0,0,0,0,0
931.78,2006.03,36.47,0,0,0,0,0,0,0
931.89,2007.22,21.02,0,0,0,0,0,0,0
931.99,2008.41,23.73,0,0,0,0,0,0,0
