wavenumber,PS 0.1ppm-1,PS 0.1ppm-2,PS 0.1ppm-3,PS 0.5ppm-1,PS 0.5ppm-2,PS 0.5ppm-3,PS 1.0ppm-1,PS 1.0ppm-2,PS 1.0ppm-3,PS 5ppm-1,PS 5ppm-2,PS 5ppm-3,PS 10ppm-1,PS 10ppm-2,PS 10ppm-3,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS 100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
983.49,0,0,0,0,0,0,11.4,0,9.73,0,4.64,12.02,0,9.52,9.21,0,0,0,46.06,5.86,40.44,73.31,78.78,106.75
985.36,0,0,43.48,2.36,29.04,0,21.15,13.56,29.1,6.69,6.8,25.54,0,9.52,14.17,0,2.63,20.18,88.91,70.31,70.97,148.05,134.1,163.78
987.22,0,29.94,43.48,2.36,29.04,0,40.62,29.58,32.27,6.69,6.8,37.24,6.34,21.19,22.87,1.34,23.55,20.18,128.9,124.16,122.94,197.96,183.98,202.32
989.08,2.23,29.94,60.5,33.94,29.04,0,51.06,51.51,36.72,17.56,6.8,25.23,6.34,11.67,13.66,13.43,38.89,20.18,178.62,192.93,183.69,249.61,244.6,259.25
990.94,2.23,29.94,34.17,54.32,0,16.32,47.77,37.95,16.66,12.17,2.36,35.13,6.34,15.22,8.71,37.72,80.14,11.78,280.62,273.45,242.4,275.53,318.5,323.14
992.8,44.25,15.35,37.58,55.71,0,52.94,38.17,38.36,18.42,36.03,6.93,41.38,36.46,32.67,36.16,115.67,131.45,91.24,484.01,455.02,422.82,448.52,467.46,485.75
994.66,70.46,46.1,29.36,50.96,42.09,96.32,36.25,31.45,20.2,58.69,21.16,60,100.28,99.15,146.69,243,286.46,242.17,787.45,730.65,677.97,739.24,769.48,791.76
996.51,89.34,76.27,20.41,117.88,84.97,146.84,42.56,63.4,47.03,103.59,76.02,85.53,254.04,266.01,296.48,471.92,512.74,496.46,1180.17,1105.56,1114.74,1234.24,1253.12,1299.39
998.37,114.11,83.3,47.75,190.78,164.46,160.35,79.11,102.29,90.95,166.75,146.8,156.31,465.84,452.47,483.28,710.79,807.29,770.7,1556.18,1511.75,1548.45,1816.2,1776.71,1876.3
1000.22,122.16,94.94,88.7,168.68,159.96,154.18,108.57,120.43,123.1,210.49,195.83,216.67,638.02,624.64,601.12,875.92,961.11,948.53,1800.13,1765.55,1804.78,2211.77,2178.59,2265.5
1002.08,141.38,116.41,96.15,106.79,168.67,141.23,158.82,143.02,125.38,221.03,208.99,257.5,709.57,641.85,674.34,898.88,975.08,946.19,1737.25,1747.86,1744.28,2247.51,2219.3,2278.2
1003.93,81.21,121.83,101.55,50.57,140.04,140.27,132.3,114.18,100.23,148.48,144.07,183.58,602.49,585.44,556.94,761.43,775.66,743.11,1364.64,1394.11,1380.39,1832.87,1841.63,1866.19
1005.78,86.76,114.98,78,45.83,134.17,142.41,116.14,100.69,76.42,108.96,108.17,104.6,431.35,409.29,402.46,544.37,520.62,503.42,878.43,933.09,886.23,1265.62,1237.36,1315.24
1007.63,65.04,63.34,72.85,69.81,114.08,128.65,53.11,46.15,48.3,76.13,37.78,14.82,226.47,253.74,213.58,277.02,249.62,246.44,445.95,486.45,462.12,735.44,643.81,728.02
1009.48,59.15,35.54,36.71,57.67,82.86,79.49,21.81,23.47,15.57,67.78,27.36,0,103.08,121.34,135.85,96.31,82.27,98.61,193.63,207.66,159.91,385.43,283.44,314.8
1011.33,17.1,0,13.66,68.14,51.3,55.6,0,6.69,0.99,30.03,5.87,0.26,68.29,58.84,83.06,8.83,13.14,9.55,62.51,79.81,51.28,175.37,89.92,69.37
1013.18,7.88,24.22,25.68,37.76,25.85,36.48,0,13.33,0,32.28,12.93,0.26,48.32,36.19,62.08,22.29,0,4.04,25.86,24.26,0,58.68,29.89,4.66
1015.03,7.16,24.22,25.68,31.84,6.2,36.48,0,9.52,2.22,26.17,12.93,0.26,30.52,33.81,35.7,22.29,0,1.25,5.56,9.33,0,14.97,0,4.66
1016.87,7.16,24.45,25.04,21.37,6.04,34.78,10.17,6.64,2.22,26.17,7.06,1.08,0.63,33.81,14.61,22.29,0,1.25,5.56,25.55,0,12.51,0,2.95
1018.72,0,0.23,3.34,0,0,13.77,10.17,0,2.22,0,0,1.08,14.34,24.38,1.45,0,0,0,0,25.55,0,17.51,0,0
1020.56,0,0.23,3.34,0,1.24,13.77,10.17,0,0,0,0,1.08,14.34,0,0,0,0,0,0,25.55,0,4.99,0,0
1022.4,3.17,0,0.82,5.55,1.24,0,13.03,0,8.53,0,0,0,14.17,0,0,0,0,0,0,0,0,4.99,0,0
1024.24,3.17,0,0,5.55,1.24,0,13.03,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,28.26,47.31,8.9,5.55,8.5,0,13.03,0,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,25.09,50.48,8.9,0,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,28.94,78.85,8.9,0,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,23.41,31.54,17.26,0,10.17,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,24.67,44.1,17.26,0,2.51,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,53.02,23.38,17.26,3.89,5.69,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037.11,33.47,41.65,0,3.89,3.17,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038.94,52.39,25.93,0,3.89,3.17,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040.77,21.25,18.27,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042.6,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044.43,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046.26,10.55,0,8.35,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048.09,0,0,8.35,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049.92,12.63,5.22,29.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051.75,12.63,5.22,29.18,8.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053.57,12.63,5.22,31.98,8.53,0,13.94,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055.4,0,6.7,10.94,0,0,13.94,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057.22,0,30.22,2.8,0,0,13.94,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059.04,0,30.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,5.55,23.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,5.55,0,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,5.55,0,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,0,0,17.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100.68,0,3.52,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102.48,0,13.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104.27,0,13.23,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106.07,0,9.71,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115.03,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116.82,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122.19,0,9.5,6.05,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123.97,0,9.5,6.05,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125.76,6.37,9.5,6.05,10.83,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.77,0,0,0
1127.54,12.55,30.81,4.67,0,26.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11,0,0,0
1129.33,33.89,61.75,4.67,16.33,26.93,12.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.7,0,0,0
1131.11,30.93,61.75,4.67,25.92,43.66,50.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.69,0,0,0
1132.89,25.69,46.45,2.01,50.93,58.15,66.6,5.71,5.91,0,0.11,0,0,0,0,0,0,1.24,0,0,4,97.74,0,0,0
1134.67,20.62,37.31,6.65,82.15,70.56,59.61,7.21,5.91,0,0.11,0,0,0,0,0,0,30.59,0,0,17.11,90.63,0,0,0
1136.45,41.94,41.22,38.73,112.15,86.36,53.73,7.21,5.91,0,0.11,0,3.87,0,0,0,0,30.59,0,0,17.11,89.58,0,0,0
1138.23,69.65,47.19,57.34,113.91,114.6,64.28,4.92,0,3.44,0,0,12.47,0,0,0,0,29.35,4.04,0,13.11,58.26,0,0,0
1140,61.52,36.33,73.13,105.55,147.71,81.03,3.43,0.53,3.44,0,0,20.7,0,0,0,25.83,3.9,4.04,0,0,53.11,0,0,0
1141.78,68.67,43.08,58.53,75.51,155.48,126.78,3.43,18.2,6.92,0,0,16.84,0,0,0,67.83,3.9,29.2,12.62,0,78.25,0,0,0
1143.55,60.77,66.78,65.87,62.46,89.33,130.18,0,18.2,3.48,0,0,8.23,0,0,0,103.13,25.94,40.97,28.58,0,95,0,0,0
1145.33,71.92,74.19,45.44,69.51,72.51,127.01,12.02,18.53,10.47,15.53,0,0,0,0,0,116.26,47.74,78.1,28.58,12.16,132.15,0,0,0
1147.1,49.79,82.33,53.56,59.96,32.47,50.27,12.86,0.86,15.46,15.53,9.59,13.98,0,0,0,116.44,84.31,100.96,26.24,14.9,131.02,0,0,0
1148.87,35.49,52.97,36.51,89.99,35.53,45.74,16.43,0.86,19.31,47.12,14.65,13.98,0,0,0,139.1,101.97,117.64,31.4,32.46,137.4,0,1.77,8.59
1150.64,27.92,34.6,36.51,43.74,6.83,26.29,4.41,0,14.78,31.58,14.65,13.98,0,0,0,142.14,120.35,109.37,35.29,64.92,121.5,0,22.29,25.94
1152.41,18.17,15.81,10.92,43.74,3.07,25.46,3.57,0,6.31,31.58,5.06,0,0,0,0,105.34,113.87,92.92,46.68,92.89,108.78,21.85,27.25,50.06
1154.18,11.72,0,0,5.4,1.19,23.56,0,0,2.46,0,0,0,0,0,0,64.8,107.33,81.4,25.55,113.13,132.67,21.85,39.56,53.39
1155.95,0,0,0,5.4,1.19,23.56,0,0,0,0,0,0,0,0,0,43.09,88.28,75.04,21.67,90.21,106.07,36.42,39.35,47.88
1157.72,0,0,0,5.4,1.19,23.56,0,5.2,0,0,0,0,0,0,0,64.31,90.5,62.28,0,79.91,125.09,22.19,42.75,34.97
1159.48,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,46.88,66.98,51.12,11.53,52.55,87.72,22.19,28.68,35.99
1161.25,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,26.59,41.97,28.62,11.53,37.14,69.63,7.62,8.36,25.95
1163.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.98,9.81,11.53,16.74,22.62,0,0,14.74
1164.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,6.29,0.9,0,0,1.8
1166.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0,0,0,0,0,0
1168.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0
1170.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0
1171.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91,0,0,0
1173.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99,0,9.31,0.24,0,0,0.05
1177.08,0.52,0,0,0,0,0,0,8.83,0,0,0,0,0,0,0,0,0,14.02,37.79,34.41,45.28,49.59,31.2,38.21
1178.84,0.52,0,9.49,0,0,0,0,8.83,0,0,0,0,0,0,0,0,0,14.02,60.75,73.67,84.13,121.63,70.83,99.81
1180.59,0.52,0,10.64,0.53,0,0,0,8.83,0,0,0,0,0,0,0,0,0,17.82,104.9,90.44,108.58,159.8,159.91,153.81
1182.34,0,0,10.64,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,96.03,65.34,81.65,157.74,189.15,150.08
1184.1,0,5.43,30.89,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,73.88,26.09,43.11,86.73,176.43,88.48
1185.85,0,5.43,29.74,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.73,0,18.42,48.56,87.35,34.42
1187.6,0,10.76,29.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0.31,1.02,26.91,0
1189.35,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191.09,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198.07,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199.82,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201.56,0,0,0,0,0,0,10.49,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203.3,0,0,0,0,0,0,4.59,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205.04,0,0,0,0,0,0,8.78,3.28,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206.78,0,0,0,0,0,0,4.19,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208.51,0,0,0,0,0,0,4.19,0,8.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210.25,5.05,0,0,0,0,0,12.85,0,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211.98,5.05,0,0,0,0,0,12.85,0,8.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213.72,14.67,0,7.95,0,0,0,26.14,27.27,8.59,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0
1215.45,9.62,2.78,7.95,0,0,0,15.85,31.14,7.25,0,4.28,0,0,0,0,0,0,0,0,0,6.9,0,0,0
1217.19,22.34,2.78,7.95,0,5.4,0,15.85,39.97,7.25,0,4.28,0,0,0,0,0,0,0,0,0,6.9,0,0,0
1218.92,12.71,2.78,0,12.59,5.4,0,2.57,12.7,7.25,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0
1220.65,12.71,1.91,0,12.59,19.3,11.79,0.78,28.56,11.74,0,0,0,0,0.24,0,0,5.13,0,0,0,14.87,0,0,0
1222.38,21.75,14.34,0,35.67,13.89,11.79,4.98,19.74,11.74,0,0,0,0,0.24,0,0,5.13,0,0,0,14.87,0,0,0
1224.1,21.75,24.98,0,23.08,13.89,20.72,4.98,19.74,16.61,0,0,0,0,0.24,0,0,5.13,0,0,0,14.87,0,0,0
1225.83,21.75,23.07,9.21,23.08,12.75,8.93,4.2,32.21,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227.56,0,10.64,22.76,13.71,17.76,8.93,0,32.62,5.04,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0
1229.28,0,0,22.76,21.02,17.76,0,0,32.62,0.17,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0
1231.01,8.07,12.29,13.55,21.02,20.1,10.55,15.37,0.41,0,35.02,3.81,10.94,0,14.09,0,8.51,11.88,15.04,0,0,0,0,0,0
1232.73,8.07,12.29,0,7.31,15.09,35,15.37,3.73,9.3,57.43,4.23,30.92,6.42,14.09,1.32,8.51,11.88,35.64,0,0,0,0,0,0
1234.45,8.07,12.29,0.41,0,15.09,35,15.37,15.68,11.48,57.43,15.61,30.92,14.43,14.09,11.87,8.51,13.01,35.64,0,0,0,0,0,0
1236.18,0,0,0.41,0,0,24.45,5.85,15.68,11.48,22.41,19.72,34.85,14.43,10.76,30.13,0,17.5,28.49,0,0,0,0,0,0
1237.9,0,0,0.41,0,0,0,15.17,11.95,6.92,2.39,39.67,28.47,19.35,33.12,46.33,5.92,52.13,35.38,7.09,0,0,0,0,5.43
1239.61,0,24.78,0,4.43,0,8.21,18.41,6.78,4.74,17.65,38.98,44.92,30.18,53.33,54.78,30.56,53.7,35.38,7.09,0,0,0.99,0,5.43
1241.33,0,24.78,10.76,9.9,0,8.21,12.56,6.78,5.05,28.89,37.87,41.15,32.1,44.52,58.92,39.04,37.32,27.49,7.09,0,0,0.99,0,5.43
1243.05,2.84,24.78,17.67,9.9,0,8.21,3.24,6.78,0.32,26.5,35.9,28.85,28.99,22.15,44.42,33.12,11.63,0,10.28,0,0,0.99,0,0
1244.77,2.84,0,17.67,5.46,0,0,0,0,1.57,11.24,48.4,21.03,30.46,28.62,29.5,27.23,20.75,0,10.28,0,0,0,0,0
1246.48,11.44,0,6.91,0,10.13,0,0,0,12.98,5.93,49.05,19.34,35.74,32.22,24.06,18.75,36.54,0.02,10.28,0,0,0,0,0
1248.2,8.6,30.67,1.36,4.32,10.13,3.59,0.59,0,25.52,42.99,40.27,40.91,56.59,58.65,31.19,47.82,39.73,24.38,0,0,0,0,0,0
1249.91,8.6,33.24,7.61,13.04,10.13,3.59,0.59,0.71,24.27,52.97,38.75,32.28,47.92,48.64,32.13,37.93,47.51,24.38,0,0,0,0,0,0
1251.62,25.14,39.6,35.31,22.4,3.51,35.02,7.98,16.92,27.84,71.18,83.92,39.45,73.5,64.55,68.32,71.81,45.99,59.56,30.19,0,4.35,3.89,29.32,0
1253.33,66.24,8.93,64.9,43.23,22.39,55.54,17.08,20.09,16.54,37.19,107.9,23.1,89.54,52.92,81.65,42.74,57.95,35.19,33.52,0.96,4.35,35.96,30.8,0
1255.04,78.19,29.82,59.09,62.71,30.56,95.59,17.96,19.39,37.95,60.79,86.22,28.78,79.61,42.65,76.62,36.62,38.37,39.6,33.52,0.96,4.35,35.96,30.8,0
1256.75,70.88,31.09,51.67,92.27,71.2,76.5,23.98,5.05,22.65,45.41,37.41,19.37,46.84,45.63,29.88,2.74,29.62,11.87,11.77,24.68,0,32.07,1.49,0
1258.46,43.72,37.47,21.73,110.69,82.03,74.28,14.29,5.18,31.41,43.84,6.8,12.85,11.19,30.83,18.17,2.74,23.68,22.98,8.44,57.74,0,2.9,0,0
1260.17,66.5,42.16,43.07,138.75,73.86,68.69,30.35,6.57,38.39,29.19,22.34,24.5,27.67,37.3,18.17,12.72,47.14,30.33,30.49,57.74,13.98,2.9,17.6,6.13
1261.87,76.66,68.57,35.45,105.9,105.09,78.52,36.1,16.29,50.32,20.43,38.08,17.32,34.04,17.91,50.72,14.86,41.83,37.71,58.88,54.78,41.77,8.26,34.31,17.38
1263.58,72.54,75.69,34.43,91.8,133.73,113.44,36.1,12.99,55.68,44.5,48.44,41.27,37.13,26.47,43.75,37.99,33.56,43.45,84.39,31.21,41.77,14.73,53.7,17.38
1265.28,45.02,48.42,21.13,35.67,178.99,113.99,19.16,11.6,27.28,41.82,49.39,38.55,48.57,25.57,57.94,59.63,28.87,41.12,76.76,54.57,40.55,31.01,39.71,13.44
1266.99,48.87,28.52,34.87,77.62,112.02,129.29,0,13.59,15.35,60.29,35.69,47.72,63.26,35.26,35.9,65.63,47.88,38.49,54.85,66.98,40.05,25.66,37.76,18.19
1268.69,89.78,35.34,61.44,119.99,141.46,121.01,30.3,39.97,17.98,74,46.69,60.06,83.42,28.74,31.67,72.33,73.59,38.9,82.65,81.1,94.42,41.76,50.16,23.24
1270.39,97.06,59.2,78.61,168.12,176.66,130.81,34.95,43.02,28.95,57.75,35.05,56.09,87.6,41.58,43.12,60.4,95.67,40.67,86.82,58.94,88.69,54.56,61.59,22.05
1272.09,93.28,70.67,115.38,182.87,199.82,134.91,50.75,44.95,39.71,48.07,57,66.71,114.8,71.12,52.6,65.39,124.67,58.36,128.6,85.05,75.89,79.04,84.93,15.1
1273.79,77.55,83.84,112.19,160.05,170.41,134.43,33.05,18.58,38.28,73.08,50.3,43.68,112.58,100.56,100.99,47.74,123.71,84.08,112.43,112.87,40.8,66.45,72.3,23.85
1275.49,109.64,87.85,108.5,151.75,160.85,133.48,61.49,43.32,41.31,121.53,89.08,86.13,100.5,127.81,127.18,47.58,140.22,122.28,145.08,135.52,78.55,59.65,93.48,33.4
1277.18,102.11,97.89,76.85,129.2,194.04,125.93,45.69,46.08,31.69,145.7,93.21,77.27,95.77,104.41,127.39,42.11,133.43,120.52,110.1,88.21,118.67,53.55,66.01,24.34
1278.88,71.4,64.76,97.69,102.85,167.42,138.25,33.09,46.95,15.14,83.34,85.15,74.55,102.29,108.59,93.51,37.78,106.11,101.89,98.95,35.82,99.38,40.67,46.85,10.54
1280.57,31.63,62.56,76.8,106.46,111.11,104.87,9.91,19.16,1.14,43.57,50.34,28.41,101.5,78.79,62.33,15.53,53.05,63.86,60.07,11.98,54.61,18.38,10.63,0
1282.27,29.35,54.86,66.73,71.93,89.98,103.01,25.43,7.07,1.34,26.26,31.66,26.41,58.95,86.57,73.05,45.6,11.61,54.97,73.67,12.92,0,6.13,0,0
1283.96,54.44,82.19,42.37,116.49,89.94,67.9,26.91,12.34,1.34,57.99,20.35,46.44,72.53,81.15,85.57,62.36,37.39,30.61,47.69,17.15,9,11.49,0,8.96
1285.65,87.36,110.02,51.17,79.23,124.76,129.32,34,23.67,11.77,79.85,38.17,76.93,108.47,111.75,117.45,97.12,63.65,65.89,69.83,45.59,23.57,16.3,0,33.71
1287.34,72.44,119,48.45,129.17,115.1,116.92,19.22,21.52,10.43,72.51,47.13,74.57,133.77,128.37,107.01,63.84,67.57,60.31,54.45,32.67,23.57,10.17,0,33.71
1289.03,64.11,138.59,66.67,120.41,117.4,141.83,21.35,33.62,15.09,55.42,95.67,65.12,97.53,156.79,111.04,39.81,49.89,79.15,73.64,28.44,19.92,4.82,13.48,24.75
1290.72,79.39,121.1,71.82,134.28,89.01,109.37,4.35,23.96,15.37,40.58,101.13,37.58,84.87,139.12,89.65,17.03,21.8,33.41,39.46,9.27,5.34,0,13.48,0
1292.41,105.93,95.55,89.57,121.13,123.92,127.54,3.6,34.2,26.05,69.66,111.5,65.3,103.78,127.36,102.17,12.58,35.29,44.26,28.88,32.6,12.28,16.95,13.48,2.9
1294.1,131.74,80.93,86.26,174.27,164.13,137.35,8.11,26.01,38.15,84.32,113.46,80.92,136.16,111.4,124.15,29.3,40.37,44.36,31.23,64.76,28.76,19.95,30.47,15.86
1295.78,110.71,77.47,106.76,219.6,190.2,145.68,15.77,24.35,31.04,89.44,92.21,85.02,132,105.91,124.59,40.17,37.9,66.93,44.74,55.49,28.76,19.95,30.47,34.98
1297.47,127.16,123.16,118.09,255.13,235.12,202.19,37.22,36.09,63.06,102.37,129.11,76.59,139.53,147.76,127.39,72.77,26.26,62.98,49.4,59.16,32.22,32.9,49.81,47.95
1299.15,98.1,110,139.24,174.84,220.57,191.23,29.1,26.03,47.54,75.44,121.14,71.3,129.64,148.2,118.77,55.45,5.77,49.51,55.21,29.33,10.4,29.9,34.53,34.99
1300.84,83.98,98.12,128.65,138.85,225.98,197.91,35.23,26.03,43.93,74.09,122.09,83.59,142.99,179.21,131.05,32.6,5.77,26.03,69.62,31.22,10.4,29.9,34.53,38.66
1302.52,85.23,72.6,119.77,133.27,183.47,158.99,31.38,20.82,17,52.43,105.39,69.23,128.91,168.79,129.24,25.69,7.55,23.84,85.41,21.7,0,20.91,49.51,58.69
1304.2,103.64,88.58,90.05,158.88,165.81,223.59,37.32,38.98,30.19,69.58,85.83,61.01,128.85,182.73,136.78,37.07,26.13,32.78,65.34,34.32,0,23.14,34.95,88.56
1305.88,152.64,120.15,108.92,202.8,181.79,212.82,56.16,77.49,53.29,93.3,103.19,73.38,129.59,174.8,124.79,59.46,47.06,67.22,53.21,32.43,0,58.69,70.22,97.3
