wavenumber,PS 0.1ppm-1,PS 0.1ppm-2,PS 0.1ppm-3,PS 0.5ppm-1,PS 0.5ppm-2,PS 0.5ppm-3,PS 1.0ppm-1,PS 1.0ppm-2,PS 1.0ppm-3,PS 5ppm-1,PS 5ppm-2,PS 5ppm-3,PS 10ppm-1,PS 10ppm-2,PS 10ppm-3,PS 50ppm-1,PS 50ppm-2,PS 50ppm-3,PS 100ppm-1,PS 100ppm-2,PS 100ppm-3,PS 200ppm-1,PS 200ppm-2,PS 200ppm-3
1809.43,32.79,20.64,2.36,0,19.67,9.32,16.14,0,0.93,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0
1810.77,42.31,0.75,0,0,35.98,9.32,8.18,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812.12,19.14,0,0.16,5.55,28.83,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813.46,9.52,5.4,0.16,17.61,28.83,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814.8,0,5.86,5.64,17.61,7.04,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816.14,4.94,17.5,9.44,19.12,17.05,20.32,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817.48,8.87,12.1,9.44,7.06,17.05,27.79,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818.82,35.44,30.83,24.11,31.78,17.05,45.12,36.3,6.09,7.1,0,2.68,2.56,0,0,0,0,0,0,0,0,0,0,0,0
1820.16,39.04,19.2,20.15,47.9,28.02,48.22,29.24,6.09,7.1,0,2.68,2.56,0,0,0,0,0,0,0,0,0,0,0,0
1821.5,35.12,23.04,20.15,71.35,28.02,57.74,29.24,10.11,13.13,0,2.68,4.21,0,0,0,0,0,0,0,0,0,0,0,0
1822.83,23.91,3.85,0,74.99,36.08,25.55,8.72,21.23,12.57,2.9,7.81,1.64,0,0,0,0,0,0,0,0,0,0,0,0
1824.17,15.37,3.85,0,51.8,8.07,20.34,8.72,21.23,12.57,2.9,8.14,1.64,0,0,0,0,0,0,0,0,0,0,0.51,0
1825.5,23.65,14.73,0,31.96,8.07,5.47,11.26,28.22,6.54,2.9,8.14,0,0,6.13,7.13,0,5.76,0,0,0,0,0,0.51,5.43
1826.83,9.96,14.73,0,3.6,0,5.47,2.54,11.01,1.51,0,0.33,0,0,17.77,9.75,0,5.76,0,2.86,0,0,0,0.51,5.43
1828.17,9.96,24.97,8.7,3.6,0,17.59,2.54,27.15,1.51,0,0,0,2.22,20.47,14.75,0,5.76,0,2.86,0,0,0,0,5.43
1829.5,1.67,10.23,8.7,0,0,13.78,0,16.14,1.91,0,0,0,2.22,14.33,7.62,0,0,0,2.86,0,0,0,0,0
1830.83,0,10.23,8.7,0,0,13.78,0,16.14,0.4,0,0,0,2.22,2.69,5,0,0,0,0,0,0,0,0,0
1832.16,0,2.16,0,0,0,5.25,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833.49,0,2.16,0,0,0,3.6,0,0.79,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834.81,0,2.16,0,0,0,3.6,0,0.79,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836.14,0,0,0,0,0,0,0,0.79,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840.11,0,0,0,0,8.39,0,3.35,13.08,3.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841.43,0,0,0,0,23.55,0,4.85,14.3,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842.75,0,0,0,0,23.55,0,4.85,14.3,12.02,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
1844.07,0,8.47,0,0,15.16,0,3.71,1.22,12.18,0,0.68,0.01,0,0,0,0,0,0,0,0,0,3.15,0,0
1845.39,5.97,30.47,0,0,9.74,0,13.45,22.27,20.55,17.27,4.8,19.58,34.12,21.89,18.74,3.89,4.61,15.87,0,4.67,22.39,12.44,2.43,3.2
1846.71,5.97,30.47,0,0,9.74,0,13.45,22.27,16.71,17.27,4.11,19.58,34.12,21.89,18.74,3.89,4.61,15.87,0,4.67,22.39,12.44,2.43,3.2
1848.03,5.97,27.11,0.64,0,9.74,0,11.24,22.27,12.86,17.27,4.11,19.57,34.12,21.89,18.74,3.89,4.61,15.87,0,4.67,22.39,9.29,2.43,3.2
1849.35,0,5.12,0.64,0,0,0,2.16,0,2.42,8.44,4.27,0.76,0,3.08,0,0,0,0,0,0,0,0,0,0
1850.66,0,5.12,0.64,0,0,0,2.16,0,2.42,8.44,4.27,0.76,0,3.08,0,0,0,0,0,0,0,0,0,0
1851.97,7.6,0,0,0,0,0,2.16,6.62,7.26,8.44,7.02,0.76,13.53,4.02,13.43,0,10.45,6.6,12.12,5,13.87,6.89,2.77,10.14
1853.29,7.6,0,5.99,1.76,0,9.77,14.83,24.78,23.57,12.33,13.57,20.01,56.22,31.04,56,28.75,40.99,15.61,50.27,42.05,43.49,40.11,20.54,37.61
1854.6,7.6,11.8,5.99,1.76,0,9.77,14.83,24.78,23.57,12.33,13.57,28.31,76.27,47.49,65.59,28.8,53.18,27.58,70.31,67.35,57.72,66.22,45.22,64.29
1855.91,0,45.62,6.24,1.76,0,10.9,15.64,28.63,29.73,28.34,27.64,46.68,107.14,87.36,85.1,54.59,73.33,56.33,86.9,100.34,83.45,86.09,80.13,100.17
1857.22,0,45.62,0.24,0,0,1.12,0.81,10.46,11.01,16.01,16.82,26.67,64.46,57.27,49.81,25.83,46.01,47.32,60,67.17,65.7,59.84,63.92,72.7
1858.53,4.75,33.83,0.24,0,10.97,1.12,3.03,12.32,21.08,24.45,21.07,19.19,62.74,65.53,40.39,27.68,36.56,45.46,58.62,59.52,82.46,51.47,52.92,60.33
1859.84,4.75,11.33,0,0,10.97,0,2.22,1.86,10.07,8.44,4.25,0.82,26.44,24.72,19.07,9.94,14.85,10.11,29.91,28.27,53.95,24.71,15.25,14.32
1861.15,4.75,11.33,0,0,11.91,0,2.94,2.21,10.07,8.44,4.25,9.84,26.44,24.72,12.83,9.94,11.62,10.11,24.01,27.75,42.09,17.73,13.68,14.32
1862.45,0,11.33,0,9.67,0.94,0,0.72,0.35,0,0,0,9.02,8.11,0,12.66,8.05,8.89,0,5.34,10.1,13.6,0,0,0
1863.76,15.29,3.34,0,9.67,10.72,3.42,22.49,15.4,24.57,11.02,25.81,28.78,17.64,11.36,3.17,0.79,30.66,35.62,37.87,26.28,24.52,20.41,6.08,24.66
1865.06,15.29,7.35,0,11.82,9.77,3.42,21.77,15.05,24.57,23.72,25.81,19.88,47.05,14.47,3.32,3.92,39.67,35.62,36.28,32.41,48.47,41.79,28.47,34.96
1866.36,15.29,7.35,0,2.15,9.77,11.62,24,15.05,33.25,31.21,36.76,24.8,76.75,44.21,31.48,33.17,67.13,39.99,73.05,53.26,78.63,81.58,46.29,69.99
1867.67,19.3,4,0,2.15,0,17.61,12.87,6.23,21.75,31.58,23.12,30.19,99.78,84.9,83.48,60.83,62.15,43.6,91.05,68.64,91.74,126.81,90.23,92.22
1868.97,21.82,0,0,8.69,0,17.61,17.23,18.85,21.75,26.82,33.18,50.79,121.23,124,135.24,95.03,101.36,72.36,126.9,111.87,111.03,151.58,124.04,132.32
1870.27,21.82,0,0,13.36,0,9.41,19.4,18.85,16.23,20.49,22.23,45.87,140.33,159.76,150.32,100.64,111.99,108.25,148.15,126.49,113.39,155.78,159.96,136.52
1871.57,2.52,0,20.33,13.36,0,8.88,16.78,12.62,11.25,36.03,15.09,20.72,161.63,144.38,143.93,102.79,138.15,100.01,148.26,131.64,124.92,143.87,157.09,138.61
1872.87,0,0,20.33,4.67,0,27.38,21.59,8.74,11.25,29.99,18.05,13.37,150.69,139.76,124.3,98.35,111.06,90.85,127.76,111.18,118.51,134.72,144.33,127.13
1874.16,0,0,22.44,10.89,0,27.38,21.73,8.74,8.09,31.6,27.93,15.95,134.18,91.57,104.09,72.56,82.95,67.66,104.89,115.01,113.4,130.57,118.89,105.31
1875.46,0,0.97,2.11,10.89,0,18.5,13.71,8.74,0,4.68,22.89,15.95,73.64,88.36,81.54,64.4,37.8,36.78,83.98,99.46,85.24,103.41,84.1,61.81
1876.75,9.11,10.66,2.11,16.76,0,1.43,20.27,13.95,9.42,25.03,16.57,12.33,70.31,73.68,79.52,73,45.07,56.65,109.48,108.32,99.14,100.68,71.09,52.42
1878.05,9.11,10.66,0,5.88,0,13.99,17.8,21.91,20.52,24.03,11.89,9.75,53.18,76.54,77.7,66.57,61.32,60.16,95.26,98.13,95.33,71.28,74.74,61.01
1879.34,9.11,9.69,15.47,5.88,0,13.99,28.57,37.23,20.52,41.31,23.6,13.2,74.92,78.93,84.08,61.56,85.65,92.75,104.45,117.34,114.59,74.98,101.49,77.38
1880.63,0,0,15.47,0,0,20.84,18.08,23.28,11.1,19.61,26.22,14.52,77.53,104.2,84.01,39.42,95.17,76.53,89.82,108.06,97.68,62.9,95.78,89.3
1881.93,0,0,15.47,4.2,0,8.27,24.47,24.32,12.12,29.77,31.38,29.32,83.67,131,92.8,66.8,95.89,70.85,106.37,118.29,103.96,80.03,96.63,114.09
1883.22,12.9,7.09,0,16.97,15.09,8.27,27.51,18.34,18.24,12.5,29.52,33.82,88.58,125.89,87.68,55.5,65.25,54.47,94.21,100.82,90.52,61.15,84.13,96.54
1884.51,12.9,7.09,15.53,46.84,26.9,0,22.28,22.57,18.24,11.94,34.09,24.75,59.02,91.32,63.11,45.61,39.03,31.22,84.78,77.41,65.81,42.37,64.41,55.11
1885.79,34.28,14.99,18.5,63.71,59.21,40.14,13.81,17.12,11.44,5.61,26.41,34.44,51.99,49.95,41.73,18.14,15.22,31.67,65.1,47.39,60.17,34.04,31.62,20.43
1887.08,21.38,7.9,37.25,50.95,45.24,44.02,0.36,7.78,12.96,5.61,16.56,29.78,23.91,31.34,20.78,13.97,21.39,16.09,44.7,29.67,53.81,22.69,5.01,16.76
1888.37,29.34,7.9,21.72,21.08,33.43,63.98,0.36,8.41,12.96,8.14,12.63,35.54,38.07,29.15,19.92,19.23,27.97,25.89,40.04,42.68,64.51,27.12,2.82,18.51
1889.65,7.96,4.9,27.68,10.32,26.19,32.2,24.37,11.7,22.57,7.53,18.34,17.62,48.1,55.5,41.6,44.46,58.52,29.7,54,73.32,63.51,51.54,23.79,32.6
1890.94,7.96,10.9,8.94,10.32,25.06,28.32,41.99,23.85,14.93,8.3,37.52,14.32,79.7,82.94,65.04,74.33,80.72,46.82,88.92,88.24,85.79,78.96,55.25,59.67
1892.22,10.83,28.55,20.26,44.53,50.92,20.38,61.83,41.99,28.35,30.2,54.41,31.25,112.58,131.81,98.91,98.07,99.44,89.46,141.69,119.67,124.57,111.58,100.93,101.64
1893.5,10.83,23.65,11.33,40.03,25.86,12.02,37.83,43.24,24.57,25.21,50.73,42.6,111.66,133.55,109.31,97.56,103.91,91.19,137.53,111.5,134.09,102.32,108.39,90.04
1894.78,17.16,21.8,21.8,40.03,25.86,12.02,30.97,50.35,32.91,45.07,47.92,46.84,109.73,138.93,122.36,100.24,110.58,117.78,135.21,139.51,138.12,120.27,113.72,120.98
1896.06,19.41,4.15,10.47,5.81,0,0,11.12,35.9,19.49,25.7,30.87,44.15,86.66,112.19,116.95,81.34,115.67,97.46,115.29,107.92,137.21,130.99,107.83,106.04
1897.34,20.22,4.15,10.47,0,0,0,11.12,35.99,8.33,25.7,37.35,26.24,97.24,96.09,96.85,61.97,83.61,95.66,112.22,108.84,143.14,135.93,110.16,104.64
1898.62,19.99,9.25,17.87,17.12,0,6.01,10.87,21.73,15.73,26.83,28.48,45.07,108.03,92.86,88.63,64.92,80.2,80.83,119.11,111.71,152.35,120.53,112.15,83.91
1899.9,11.17,21.66,17.87,22.13,33.36,6.01,26.47,25.57,27.5,41.06,27.7,45.32,110.9,98.4,90.5,77.27,64.53,69.09,100.74,125.31,140.63,95.24,96.91,72.61
1901.18,14.45,53.9,31.37,33.01,33.54,6.01,38.46,31.17,41.98,61.19,42.68,61.75,116.87,119.35,103.12,102.72,73.29,88.1,107.09,132.98,148.31,70.38,81.11,86.75
1902.45,21.38,44.65,13.51,43.09,39.66,0.4,33.72,26.16,26.89,39.41,49.3,39.41,108.6,87.07,78.18,75.81,72.68,82.74,90.07,110.94,113.6,50.19,61.31,65.22
1903.73,23.83,54.45,21.96,60.36,27.79,2.1,31.2,24.96,24,31.91,56.8,38.27,86.87,72.99,65.1,72.42,75.6,85.58,88.24,114.07,98.74,48.55,47.06,71.25
1905,34.16,51.12,23.27,57.83,27.6,27.75,30.22,23.96,21.65,23.28,40.49,48.99,67.45,53.56,59.34,75.57,98.05,84.95,101.91,125.05,94.38,58.79,58.36,71.49
1906.27,29.46,57.27,31.98,41.6,21.48,27.35,31.88,29.87,24.95,27.04,41.17,61.03,62.56,76.66,73.78,95.69,100.47,83.29,102.87,131.32,116.97,69.03,64.99,85.72
1907.54,22.74,40.9,23.52,19.32,11.75,25.65,25.53,18.68,17.57,22.03,42.49,56.05,69.33,57.75,69.21,82.45,93.53,90.27,112.12,136.87,127.52,59.93,73.61,94.29
1908.81,18.56,22.73,8.71,10.97,11.75,2.91,22.73,14.53,10.73,15.56,34.68,37.94,87.63,76.37,63.84,68.74,68.45,82.78,96.89,120.26,121.23,51.71,82.12,77.07
1910.08,21.91,42.77,14.72,0,11.75,29.51,36.46,34.25,22.77,30.63,43.07,50.36,97.92,85.31,73.79,77.9,64.9,89.14,100.83,121.5,132.79,56.38,89.19,74.07
1911.35,21.91,42.34,14.72,0,8.26,29.51,40.07,35.99,32.34,39.23,31.33,46.31,96.29,99.34,58.49,80.58,61.21,81.37,84.62,109.91,122.53,54.6,73.47,42.01
1912.62,11.68,32.45,14.72,0,8.26,35.35,31.87,27.79,27.05,34.69,39.46,37.27,69.32,71.02,41.51,70.46,59.71,63.46,82.92,112.17,99.43,55.04,44.64,32.11
1913.88,4.41,17.53,9.78,0,14.33,13.49,19.67,13.24,20.15,28.81,19.9,40.4,45.66,38.35,38.18,77.65,55.52,63.19,90.18,119.38,96.29,57.81,41.13,41.21
1915.15,4.41,12.12,25.43,14.14,6.07,19.66,13.45,18.34,9.07,35.23,28.98,39.18,42.43,52.77,52.62,89.82,57.31,73.89,103.06,120.87,101.76,72.91,62.96,66.26
1916.41,21.08,11.28,25.43,14.14,6.07,10.92,16.89,19.09,14.55,58.97,26.05,48.48,71.29,69.95,71.14,111.29,76.4,87.89,120.9,130.99,138.19,87.68,82.79,91.35
1917.68,20.64,0,36.65,29.35,11.22,14.53,20.2,23.72,21.49,62.24,36.98,31.78,86.02,97.34,85.87,89.96,90.35,101.76,124.58,122.94,127.78,74.66,95.17,87
1918.94,24.33,0,21.01,15.21,11.22,8.35,16.08,16.87,21.49,40.44,28.11,20.91,84.06,80.04,91.58,86.49,84.49,89.49,113.44,111.74,127.89,47.87,67.31,61.96
1920.2,7.65,8.66,21.01,15.21,11.22,9.95,12.64,25.02,19.29,26.89,20.89,22.72,58.2,79.83,93.72,58.33,77.61,73.52,76.92,71.5,95.28,16.16,44.91,39.16
1921.46,13.14,8.66,0,11.08,20.94,36.13,0,12.6,5.85,28.76,17.43,20.62,48.66,63.94,57.51,51.59,46.82,60.3,54.47,61.98,83.06,7.47,12.29,14.13
1922.72,32.38,9.54,24.67,15.32,20.94,53.38,2.98,14.95,14.81,51.01,24.06,40.64,57.1,81.03,62.95,49.94,59.1,64.83,63.76,61.19,87.24,28.23,46.56,48.12
1923.98,32.38,0.88,34.15,15.32,20.94,51.79,2.98,8.38,22.23,57.39,27.77,31.71,58.85,71.11,53.04,65.37,74.8,95.45,71.44,100.47,98.81,59.99,66.82,60.98
1925.24,26.69,5.29,37,19.32,9.46,34.77,15.65,13.14,35.63,56.76,41.13,46.43,79.58,93.16,85.45,77.77,105.15,110.37,96.42,112.7,118.67,103.85,98.08,92.17
1926.49,3.76,4.41,14.53,20.18,9.46,17.53,12.67,14.76,29.57,53.33,45.36,39.36,71.63,75.2,89.17,71.04,103.35,108.49,110.9,128.11,131.7,106.6,99.89,72.25
1927.75,3.76,12.2,5.05,31.96,13.19,39.51,19.56,20.59,28.05,52.76,67.79,57.81,76.45,80,96.65,64.84,90.41,94.46,134.56,121.36,160.23,107.23,108.26,72.88
1929,26.45,16.93,24.1,51.31,14.74,48.85,22.05,21.74,24.18,51.5,56.53,57.91,66.79,65.33,82.01,70.62,99.78,89.74,138.51,127.56,160.05,104.53,100.63,75.52
1930.26,26.45,16.93,21.9,46.21,14.74,48.85,22.05,17.76,25.18,42.12,42.13,44.97,59.35,64.21,66.9,78.25,90.68,85.55,118.97,105.6,138.04,91.39,82.55,72.7
1931.51,45.31,35.07,51.24,71.28,49.67,26.87,31.29,39.65,38.06,57.59,40.94,47.81,86.66,90.51,86.89,111.76,119.11,120.22,144.61,120.81,144.2,104.47,110.7,121.11
1932.76,18.87,25.93,29.34,38.77,45.01,23.01,28.29,43.31,27.69,53.5,46.84,32.07,84.96,88.46,93.86,120.68,108.96,109.98,144.32,121.76,141.09,87.99,129.62,114.63
1934.01,47.01,25.93,44,38.77,45.01,23.01,39.59,49.94,43.31,64.37,67.71,45.21,110.24,110.06,106.48,129.24,133.77,127.37,162.32,142.33,150.26,124.17,159.21,149.48
1935.26,28.14,13.9,23.28,8.64,27.4,27.57,23.46,19.47,21.26,43.67,63.67,33.53,83.28,86.76,84.53,106.55,94.67,101.85,134.04,141.95,132.16,103.81,136.58,115.11
1936.51,28.14,30.88,23.28,14.81,21.77,4.57,28.19,6.63,19.53,58.29,52.95,35.5,89.86,94.99,83.45,92.18,80.21,102.63,126.73,129.54,123.68,113.44,122.28,122.07
1937.76,4.78,37.84,18.97,37.84,32.36,31.54,16.89,0,0.32,46.65,29.31,30.22,77.2,74.65,71.14,75.55,52.5,92.49,111.14,115.18,107.59,87.85,92.1,97.81
1939,4.78,23.94,16.09,31.12,13.22,26.98,16.89,0,0.32,49.11,11.43,27.37,64.63,69.74,69.92,78.35,53.54,72.11,94.29,80.22,82.89,89.04,57.69,81.33
1940.25,19.76,12.49,26.67,27.87,12.5,29.21,0,10.88,0.32,37.65,25.64,29.93,45.72,44.47,48.68,75.23,61.67,69.81,89.17,70.99,86.25,65,42.73,72.63
1941.49,22.54,5.53,36.86,8.25,1.91,2.23,7.44,26.3,6.61,31.18,49.15,32.48,45.79,66.2,57.42,93.75,97.43,90.48,96.68,93.38,107.57,86.97,82.44,95.92
1942.74,22.54,5.53,31.11,8.25,7.78,9.79,28.54,36.7,14.53,39.01,62.31,32,77.84,81.57,75.49,116.25,123.83,120.45,136.14,136.72,141.83,109.27,121.48,129.56
1943.98,32.95,2.35,20.53,14.23,7.78,7.56,53.73,32.31,28.86,56.15,66.45,35.17,119.2,140.25,120.54,136.06,156.21,150.4,157.88,180.01,182.37,164.57,174.19,174.86
1945.22,25.38,2.35,0,10.83,14.98,7.56,48.23,16.89,22.25,76.16,59.46,34.53,153,149.7,149.01,143.39,162.45,154.88,174.81,193.14,195.42,177.1,186.79,193.71
1946.46,25.38,2.35,0,10.83,7.2,2.69,36.04,18.36,36.7,66.48,57.11,49.87,173.44,193.13,165.81,147.7,188.33,164.33,193.69,197.89,216.76,209.3,224.06,214.57
1947.7,0,0,0,0,16.67,2.69,21.5,31.81,31.13,39.11,38.73,55.52,176.65,170.99,175.36,156.32,172.84,153.75,210.52,179.26,210.7,211.83,233,224.43
1948.94,0,0,1.49,0,9.47,3.27,21.94,35.81,32.62,30.38,36.67,63.49,170.95,171.61,172.35,163.25,160.66,169.47,216.98,190.58,219.27,213.69,238.61,232.63
1950.18,0,3.13,6.99,0,9.47,17.64,18.7,27.23,21.68,35.63,43.25,56.09,155.57,148.55,170.98,169.16,143.46,173.84,200.39,175.19,187.11,200.56,225.56,228.16
1951.41,10.09,3.13,21.6,3.96,7.68,17.64,20.78,18.96,26.39,37.53,47.81,74.67,138.84,148.47,154.27,152.37,141.89,164.51,189.08,171.41,164.24,183.77,194.84,209.03
1952.65,20.04,3.13,30.93,7.72,8.77,17.06,32.61,17.11,39.86,49.51,48.12,79.34,126.53,138.82,131.99,135.67,151.75,131.27,168.85,161.37,147.76,168.42,163.23,179.68
1953.88,20.04,10.11,26.57,24.05,11.05,11.45,26.94,13.83,28.43,45.14,27.66,87.66,111.21,96.82,91.35,114.94,129.91,108.99,156.57,139.94,131.22,136.4,132.63,146.66
1955.12,13.67,10.11,11.97,20.09,4.05,13.56,22.19,2.16,17.31,56.85,29.04,56.06,78.32,72.92,70.15,104.3,113.81,96.8,127.35,119.24,113.09,123.17,106.81,100.43
1956.35,24.28,31.96,1.14,52.86,20.02,28.32,30.75,21.71,18.17,46.2,32.39,52.77,71.64,71.22,73.49,107.97,93.36,103.92,131.42,109.15,105.23,128.28,104.33,90.2
1957.58,28.65,23.54,0,37.5,29.52,28.94,31.33,26.55,18.17,36.76,47.69,44.68,40.64,71.51,76.14,82.5,96.77,73.23,99.67,93.91,95.21,110.61,84.07,76.19
1958.81,24.92,27.97,0,49.43,28.87,26.83,26.96,26.55,25.1,18.51,33.42,44.12,29.54,59.44,56.45,63.23,67.38,67.74,70.76,67.17,82.36,75.16,56.74,53.46
1960.04,4.37,6.95,0,16.11,11.8,21.17,7.47,4.84,10.57,3.7,15.3,33.43,0,22.5,23.51,26.16,35.18,26.77,30.36,22.61,48.01,26.41,15.5,20.84
1961.27,7.99,12.02,0,15.15,9.42,23.58,6.89,0,10.57,0.38,2.67,16.79,0,9.12,7.8,10.82,7.4,20.49,11.84,10.11,28.74,8.43,0,0
1962.5,13.1,7.59,3.62,3.22,14.45,23.58,10.58,1.2,1.29,0,7.15,10.27,0,0,0,10.92,16.03,10.02,11.91,28,24.85,0,2.73,0
1963.72,16.87,18.06,4.62,28.02,24.05,31.37,28.92,5.4,14.59,22.2,32.65,12.06,10.69,18.08,23.14,44.67,48.31,47.19,36.93,52.85,48.57,30.89,28.61,28.75
1964.95,8.88,11.3,4.62,28.02,14.66,16.89,28.92,5.4,17.83,22.2,29.98,12.06,10.69,18.08,23.14,46.19,55.67,56.86,47.2,65.76,60,30.89,28.61,28.95
1966.18,3.77,11.3,1,46.31,19.37,28.81,30,4.2,17.83,25.54,25.5,34.25,15.62,26.71,23.14,43.33,44.75,70.42,46.24,44.28,48.73,30.89,26.5,28.95
1967.4,9.83,11.48,26.19,18.29,9.77,11.92,12.39,4.25,12.86,4.01,7.64,29.08,4.93,8.63,0.46,21.11,14.72,35.29,29.23,23.42,19.74,0,0.62,0.2
1968.62,21.51,19.86,26.19,18.29,26.1,11.92,12.39,4.25,9.62,4.01,7.64,29.08,4.93,8.63,0.46,21.09,2.42,25.63,18.96,7.69,8.3,0,0.62,0
1969.84,27.14,19.86,26.19,7.15,23.82,9.44,8.86,4.31,18.71,2.88,8.15,5.04,0,0,0.46,13.57,7.37,12.22,25.97,8.18,14.99,0,0,0
1971.06,25.79,10.97,3.64,15.38,32.34,9.44,4.84,1.98,9.09,3.95,10.89,11.47,0,0,0,6.28,23.93,24.68,35.16,8.51,22.84,5.86,5.02,10.05
1972.28,31.18,2.59,25.94,15.38,16.01,36.91,16.82,8.17,9.09,28,31.9,31.25,0.92,0.94,5.77,27.07,44.04,50.94,57.85,32.28,31.03,23.85,24.53,30.89
1973.5,37.44,14.71,40.45,15.36,29.85,37.88,13.12,8.1,6.69,41.69,36.59,37.55,0.92,0.94,5.77,45.43,41.54,42.01,58.28,42.5,32.11,33.54,42.09,46.09
1974.72,56.46,21.2,45.62,29.76,40.44,53.67,19.2,18.82,7.98,53.46,38.03,35.34,4.11,0.94,8.51,67.51,54.8,42.49,64.11,51.79,31.25,45.16,48.47,57.71
1975.94,56.67,27.47,33.32,54.42,66.54,39.91,11.13,21.74,16.08,36.1,30.66,16.67,9.85,7.99,2.74,60.79,46.59,27.84,56.12,51.25,32.89,41.34,29.75,45.22
1977.15,48.4,30.03,36.89,62.19,63.84,47.34,9.99,21.74,9.38,35.94,29.16,11.53,9.85,7.99,2.74,49.6,45.23,30.04,42,56.22,29.04,33.43,24.25,47.3
1978.37,39.67,32.79,42.33,55.16,53.99,57.29,6.66,12.07,8.1,23.64,21.86,15.58,8.33,7.99,7.92,34.94,26.41,48.11,27.36,46.36,33.02,27.07,39.65,35.94
1979.58,34.36,41.96,39.86,63.2,56.56,43.58,10.75,2.95,8.16,28.76,20.65,19.39,5.69,8.67,21.86,34.03,34.34,44.27,30.44,32.56,45.73,15.5,51.17,54.7
1980.79,38.69,53.79,34.36,56.2,85.09,51.58,16.44,2.95,11.66,14.19,20.08,28.83,11.38,8.67,21.86,35.1,45.24,49.06,45.45,30.72,37.75,14.6,45.69,55.14
1982.01,19.94,43.59,20.11,42.51,75.83,26.21,13.68,0,12.6,12.97,28.81,15.52,9.93,8.67,13.94,22.91,31.83,20.16,32.79,23.67,29.02,7.04,18.9,44.83
1983.22,29.77,31.92,12.58,18.34,63.18,48.43,5.69,9.45,7.49,1.16,31.08,22.81,10.02,0,0.07,14.15,27.9,20.12,17.63,32.28,10.79,8.05,6.59,17.71
1984.43,30.91,6.56,19.91,11.13,34.16,44.21,0,9.45,3.99,4.74,27.95,15.4,7.21,0,0.07,5.91,15.89,15.05,2.75,18.04,10.79,7.18,4.03,0
1985.63,30.91,19.4,32.84,18.78,49.76,78.51,3.25,16.88,14.4,11.13,15.39,15.4,6.98,0,0.07,21.58,15.89,17.85,7.38,20.25,4.31,12.09,16.04,0
1986.84,9.1,16.77,35.11,30.28,48.12,70.67,3.25,7.43,11.35,22.51,4.03,3.2,2.87,0,0,15.67,0,10.12,4.75,2.21,1.7,8.48,16.04,0
1988.05,7.06,17.57,25.93,39.86,53.9,80.24,12.91,15.94,17.42,20.9,4.03,10.28,0,0,0,19.17,0,7.28,4.62,2.31,1.83,12.62,17.06,12.32
1989.25,10.15,4.78,15.83,48.85,58.74,51.88,9.66,19.76,6.07,20.71,5.17,10.28,0,0,0,3.5,9.13,7.11,0,0.1,1.83,11.34,10.54,21.35
1990.46,24.28,32.75,24.82,73.25,70.67,69.61,20.82,42.75,18.95,34.94,24.4,25.38,3.84,0,8.89,21.91,31.81,24.07,20.77,10.79,1.73,27.93,33.11,30.78
1991.66,20.82,30.82,14.1,71.06,59.67,57.07,11.16,34.25,19.59,31.81,26.14,15.1,3.84,0,8.89,23.88,31.81,24.07,20.77,10.69,1.6,23.79,28.05,18.47
1992.87,52.88,58.08,22.38,92.06,49.19,57.73,14.46,26.45,21.91,36.32,30.65,22.66,3.84,0,8.89,23.88,22.68,16.96,20.77,10.69,1.6,16.59,22.57,9.43
1994.07,47.93,34.65,11.11,58.36,22.89,25.62,3.3,3.46,9.03,10.71,8.08,7.56,0,0,0,5.47,0,0,0,0,0,0,0,0
1995.27,45.83,59.4,19.04,78.18,20.9,28.43,3.29,7.35,6.06,13.51,6.34,9.87,0,0,0,0,0,0,0,0,0,0,0,0
1996.47,21.37,32.81,29.15,48.96,38.21,32.87,0.67,11.39,6.06,13.16,0,6.21,0,0,0,0,0,0,0,0,0,0,0,0
1997.67,22.56,27.12,37.42,54.04,63.6,59.99,0.67,15.24,8.41,13.16,4.02,10.47,0,0,0,0,0,0,0,0,0,1.57,0,0.41
1998.86,29.72,11.48,52.48,45.09,73.17,65.7,4.41,18.91,4.68,16.77,7.38,10.43,0,0,0,15.42,5.54,5.88,0,0,0,1.57,11.86,10.23
