wavenumber,PLA 5ppm-1,PLA 5ppm-2,PLA 5ppm-3,PLA 10ppm-1,PLA 10ppm-2,PLA 10ppm-3,PLA 50ppm-1,PLA 50ppm-2,PLA 50ppm-3,PLA100ppm-3,PLA100ppm-2,PLA100ppm-1,PLA 200ppm-1,PLA 200ppm-2,PLA 200ppm-3,PLA 300ppm-1,PLA 300ppm-2,PLA 300ppm-3,PLA 400ppm-1,PLA 400ppm-2,PLA 400ppm-3,PLA 500ppm-1,PLA 500ppm-2,PLA 500ppm-3,PLA600ppm-3,PLA600ppm-2,PLA600ppm-1
1932.76,13.96,28.21,22.6,56.26,29.52,50.91,77.24,96.94,70.79,26.61,27.76,22.7,82.58,69.34,56.02,55.41,50.53,80.57,18.74,12,16.74,18.87,12.27,24.38,24.04,52.14,22.93
1934.01,13.96,32.9,33.08,73.91,50.14,55.56,78.48,112.36,94.78,41.54,41.32,30.07,89.78,77.45,76.68,69.77,61.15,84.85,18.74,12,27.23,18.87,32.82,26.25,38.02,61.02,28.25
1935.26,0,5.66,10.84,37.3,24.88,28.61,73.41,108.47,56.79,19.45,19.63,12.01,67.67,76.6,68.4,42.52,34.82,41.18,0,0,10.48,0,23.01,1.87,36.34,30.9,16.27
1936.51,15.11,12.71,23.41,50.08,43.44,40.4,77.7,112.61,79.83,29.55,31.02,24.58,64.94,81.45,79.49,59.99,52.21,49.57,11.9,11.74,25.58,0,28.04,8.41,55.07,30.68,24.48
1937.76,18.5,18.31,13.81,47.38,42.1,49.03,79.12,118.88,88.67,22.75,14.52,23.15,71.68,80.78,86.07,68.3,46.1,52.45,26.08,16.73,18.43,1.82,7.85,6.54,54.96,31.3,31.4
1939,18.5,18.31,13.45,60.3,41.39,53.29,83.79,117.07,100.76,28.24,13.06,22.36,65.36,69.37,74.56,68.21,44.92,75.27,26.08,30.19,28.88,1.82,5.39,9.85,32.81,38.38,35.27
1940.25,11.66,17.77,2.72,56.4,45.19,41.73,71.59,122.39,97.97,24.27,7.83,23.76,66.17,77.43,85.2,77.61,38.91,77.26,24.57,40.93,22.93,3.69,3.05,7.31,14.08,38.12,38.64
1941.49,8.27,8.76,10.2,45.35,42.83,41.01,78.52,105.17,80.66,23.5,15.56,31.7,71.14,78.31,74.98,70.85,37.39,68.07,16.93,42.22,19.59,8.31,7.58,7.31,5.6,28.62,33.52
1942.74,18.06,8.76,10.2,39.8,42.33,54.47,73.26,89.43,78.81,13.48,15.56,35.17,59.92,73.34,63.58,72.58,50.04,55.38,16.93,40.05,9.13,8.31,14.56,7.17,16.31,32.7,26.57
1943.98,20.96,10.29,23.55,40.88,49.44,69.22,101.9,73.59,104.87,18.21,26.7,39.94,47.62,79.62,59.76,61.58,54.29,59.29,15.81,26.52,0,12.11,32.27,13.34,55.72,30.73,20.9
1945.22,20.96,9,15.18,48.24,50.85,65.26,84.12,82.34,95.84,16.91,28.14,26.07,34.25,66.16,65.2,64.86,49.81,46.14,19.35,20.25,0,5.67,27.37,29.64,50.32,30.73,14.19
1946.46,11.16,9,31.84,65.45,64.1,59.81,86.14,86.88,101.27,16.91,32.98,33.35,52.02,51.18,77.79,63.64,38.49,53.82,35.34,20.58,14.54,13.21,20.39,36.99,39.41,26.21,14.31
1947.7,4.13,8.27,21.27,61.17,49.86,55.87,66.96,94.22,90.84,20.33,17.82,29.17,62.26,50.35,76.51,62.57,26,42.66,26.07,13.46,30.95,7.53,18.14,30.54,19.03,20.53,19.94
1948.94,4.5,8.27,21.27,47.96,56.69,46.34,63.8,105.91,112.42,14.29,12.08,36.02,58.21,58.88,70.94,40.89,35.89,56.21,19.78,17.83,47.23,9.35,18.14,21.51,20.72,23.3,19.53
1950.18,11.55,14.43,6.89,23.81,64.25,39.53,54.33,102.63,113.02,18.22,9.42,27.01,55.86,70.11,73.39,38.59,34.83,46.15,11.59,6.21,47.92,1.81,18.14,10.99,24.15,16.65,11.55
1951.41,16.03,6.16,2.28,20.95,75.44,32.68,46.09,75.25,91.87,20.46,14.08,26.97,63.43,53.59,56.77,23.57,27.37,54.02,15.95,13.26,43.27,4.64,0,7.27,5.12,7.03,13.24
1952.65,25.06,10.98,4.67,40.27,69.47,48.34,57.66,67.67,81.51,30.12,26.26,32.46,73.15,55.55,59.95,25.7,18.08,53.73,24.96,17.18,33.15,4.5,9.86,0,20.66,9.58,26.54
1953.88,18.96,15.18,16.7,39.43,57.34,51.85,65.68,57.89,72.95,28.41,29.64,26.88,56.34,46.32,49.28,25.66,20.27,48.59,17.15,17.18,29.57,15.09,18.29,10.34,17.71,22.05,40.31
1955.12,21.62,25.53,16.7,29.65,37.28,43.42,70.73,79.12,68.73,21.45,27.77,14.65,40.56,39.13,35.03,25.34,19.52,39.16,12.8,24.73,17.82,12.26,18.29,10.34,19.87,28.16,31.07
1956.35,18.05,36.92,27.27,26.28,33.96,50.05,52.79,75.04,86.2,21.92,28.33,19.18,37.48,38.29,35.41,42.73,19.14,34.78,5.2,31.05,29.43,10.82,19.1,13.79,15.04,35.67,20.56
1957.58,17.1,26.56,12.96,30.3,24.03,55.09,53.87,67.98,98.03,19.69,23.63,19.18,46.43,32.16,26.5,38.17,8.15,30.12,5.2,31.94,20.48,2.46,10.67,3.45,22.27,38.89,8.78
1958.81,9.29,26.37,22.31,33.94,31.73,60.08,48.19,50.83,126.42,10.12,17.04,24.43,41.64,35.94,28.44,46.22,19.75,32.72,9.35,21.33,25.44,2.46,10.67,3.45,24.45,42.07,23.61
1960.04,16.01,25.39,17.52,29.09,29.6,63.91,69.63,49.13,100.61,15.5,4.85,16.21,25.32,31.2,24.91,31.76,41.85,31.82,9.7,6.72,15.34,13.61,1.75,1.65,12.06,29.24,24.61
1961.27,20.76,25.47,30.92,32.74,37.32,51.25,74.21,65.23,74.59,15.5,7.85,16.75,8.21,26.32,31.53,28.45,39.93,24.74,9.7,5.83,12.64,11.37,1.75,1.65,12.25,13.55,26.78
1962.5,31.24,24.24,21.57,32.91,38.54,41.1,57.47,52.13,51.03,15.5,9.92,9.19,19.84,24.2,31.61,13.64,25.23,12.5,7.47,2.18,7.67,11.37,1.75,1.65,7.9,0.56,20.13
1963.72,23.37,21.33,36.52,31.03,39.39,31.91,45.07,55.93,42.04,17.91,30.1,11.68,28.72,31.66,27.28,13.43,2.24,12.51,1.92,2.18,5.97,6.89,3.21,0,7.9,13.68,16.34
1964.95,18.62,21.25,23.11,24.88,29.87,27.42,32.69,31.76,38.39,17.91,26.23,11.14,28.72,31.66,14.62,10.99,2.24,11.12,1.92,2.18,5.97,6.89,3.21,0,0,13.68,12.18
1966.17,8.73,13.98,25.69,26.57,16.29,29.14,51.21,37.37,30.21,29.79,33.35,17.31,12.68,34.29,13.46,5.91,4.24,19.32,3.31,1.14,5.97,6.89,3.21,2.77,0,15.86,0
1967.4,26.49,11.36,24.61,27.88,29,11.47,43.86,17.55,29.26,23.78,9.19,18.71,0,28.84,0.86,12.51,5.72,8.2,17.33,8.96,0,5,3.93,5.19,0,11.32,0
1968.62,27.88,11.67,34.65,23.61,42.09,22.1,41.74,23.28,25.55,29.59,9.19,23.86,0,28.84,1.55,14.32,9.71,8.2,17.33,8.96,0,5,3.93,5.19,0,11.32,20.58
1969.84,23.83,16.14,50.66,22.6,53.82,26.12,29.64,26.38,30.85,17.71,6.35,17.7,10.01,20,2.91,14.32,16.51,0,14.02,14.31,3.2,5,3.93,12.43,0,8.58,20.58
1971.06,10.11,12.7,28.62,16.33,30.94,29.86,23.88,24.16,29.5,5.81,12.51,10.91,10.93,2.48,2.91,1.81,12.78,0,0,8.43,3.2,0,0,10.02,0,0,20.58
1972.28,18.82,15.03,32.5,42.64,20.47,28.34,22.47,54.28,49.49,13.36,19.69,10.88,14.97,2.48,2.23,0,8.79,0.08,1.6,15.36,3.2,0,5.83,19.04,12.01,0.53,0
1973.5,21.84,17.13,21.81,36.49,13.39,23.88,16.06,56.08,31.87,13.36,14.1,11.23,4.96,0,0,0,0,0.08,1.6,11,0,11.87,5.83,11.55,12.01,0.53,0
1974.72,34.3,23.21,34.25,35.62,21.59,27.04,19.23,55.12,27.44,20.33,7.94,20.92,5.21,2.53,0,2.45,12.09,0.08,1.6,9.06,4.22,11.87,7.33,20.11,20.1,0.53,0
1975.94,31.31,27.83,29.1,23.59,28.64,17.92,13.52,21.28,13.8,7.45,3.85,20.81,1.17,9.6,7.59,2.45,13.98,0,3.86,5.89,18.64,11.87,3.89,32.79,12.9,6.93,0
1977.15,29.41,29.89,21.2,21.63,22.29,13.32,21.18,12.79,16.8,7.45,3.09,20.46,1.17,9.6,7.59,2.45,22.43,3.65,3.86,3.75,21.67,0,5.92,37.89,16.88,14.22,0
1978.37,17.83,19.59,22.47,27.61,17.02,9,15.38,13.53,13.4,16.3,18.27,20.74,0,7.08,7.59,0,10.33,3.65,10.17,8.55,21.21,6.98,4.42,30.63,11.36,14.22,2.07
1979.58,31.9,30.96,32.73,13.32,17.7,24.41,16.15,29.17,3.27,23.79,15.17,23.33,0,0,0,0,8.44,22.67,6.31,4.8,6.8,6.98,7.35,17.01,7.79,7.29,2.07
1980.79,52.3,43.3,44.49,18.88,19.13,31.32,15.49,23.91,7.67,23.79,15.17,24.54,0,0,0,0,0,19.02,6.31,4.8,3.77,6.98,11.6,12.37,3.81,0,2.07
1982,54.01,53.97,41.39,8.38,11.78,28.86,10.8,17.66,7.4,7.97,0,8.8,0,0,0,7.15,0,19.02,0.27,4.99,0,0,11.6,11.07,1.24,0,7.66
1983.22,52.05,43.29,39.62,24.72,18.32,22.67,16.93,9.99,17.56,12.37,15.56,15.97,0,0,0,7.15,0,0,9.75,12.8,13.08,0,21.79,13.72,11.52,0,7.66
1984.43,38.41,32.27,33.83,24.46,16.89,19.78,24.96,10.03,10.16,19.31,15.56,17.78,0,0,0,7.15,0,0,15.19,14.22,21.09,0,15.51,10.74,11.52,0,8.07
1985.63,43.31,19.54,40.26,33.7,18.16,25.05,24.96,10.03,17.28,21.45,16.97,27.39,0,0,0,0,0,0,20,12.58,24.68,4.62,25.56,10.74,11.52,5.92,18.06
1986.84,26.19,12.38,33.68,18.56,1.78,22.28,15.02,0.04,7.12,10.66,1.42,21.7,0,0,0,0,1.26,0,10.53,10.58,11.6,4.62,14.24,0,0,5.92,18.06
1988.05,26.96,15.42,34.65,15.93,4.15,24.68,0,3.08,7.12,13.72,5.76,19.87,0,0,0,0,1.26,0,7.52,22.47,3.59,9.2,14.24,0,0,5.92,23.49
1989.25,15.49,16.15,17.6,12.68,8.34,18.8,0,3.08,0,11.57,4.35,10.26,0,0,0,0,1.26,0,3.28,19.12,0,4.58,4.19,0,0,0,5.84
1990.46,16,43.28,25.66,32.39,25.47,31.21,2.39,7.61,1.73,22.02,22.15,4.49,0,0,0,0,0,4.65,24.95,29.41,5.99,10.64,25.13,0,6.7,0,18.35
1991.66,15.39,31.62,22.59,27.01,23.1,21.57,2.39,4.53,1.73,16.33,22.92,3.3,0,0,0,0,0,4.65,22.51,16.11,5.99,6.06,25.13,0,6.7,0,12.51
1992.87,17.22,42.39,35.4,21.61,22.8,27.55,2.39,4.53,1.73,16.33,28.8,3.34,0,0,0,0,0,4.65,21.67,19.69,5.99,6.06,32.7,4.54,6.7,0,12.51
1994.07,18.81,19.59,21.87,0.7,7.23,8.68,0,0,0,4.3,11,0.04,0,0,0,0,0,0,0,3.58,0,0.38,7.57,4.54,0,0,0
1995.27,31.16,21.56,24.44,0.7,15.75,12.01,0,0,0,0,5.88,0.33,0,0,0,0,0,0,1.29,14.15,0,0.38,7.57,4.54,0,0,0
1996.47,38.61,17.62,25.77,0.49,14.63,3.32,0,0,0,0.65,0,0.29,0,0,0,0,0,0,3.51,10.57,6.95,0.38,4.06,0,0,0,0
1997.67,38.27,21.23,28.32,0.49,12.56,3.32,0,0,0,0.65,0,0.29,0,0,0,0,0,0,3.51,10.57,6.95,0,4.06,0,0,0,0
1998.86,26.7,24.94,37.31,0.49,4.05,0,0,0,0,0.65,0,0,0,0,0,0,0,0,2.21,2.74,13.51,12.24,4.06,0,10.09,0,0
2000.06,13.45,20.3,25.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,2.74,6.56,12.24,0,0,10.09,0,0
2001.26,32.07,23.86,30.47,0,7.04,11.41,0,0,0,3.39,0,16.37,0,0,0,0,0,0,12.66,7.64,6.56,19.23,0,0,10.09,0,0
2002.45,23.25,23.75,30.64,0,7.04,11.41,0,0,0,3.39,0,16.37,0,0,0,0,0,0,12.66,4.9,0,7.15,0,0,0,0,0
2003.65,33.52,21.3,38.81,0,7.04,11.41,0,0,0,3.39,0,16.37,0,0,0,0,0,0,12.17,4.9,0,7.15,0,0,0,0,0
2004.84,11.03,9.01,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87,0.15,0,0,0,0,0
2006.03,14.81,20.63,17.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,8.13,0,0,0,0,0,0
2007.22,6.82,25.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,8.13,0,0,0,0,0,0
2008.41,9.11,15.23,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
