wavenumber,PMMA1ppm-1,PMMA1ppm-2,PMMA1ppm-3,PMMA5ppm-1,PMMA5ppm-2,PMMA5ppm-3,PMMA10ppm-1,PMMA10ppm-2,PMMA10ppm-3,PMMA50ppm-1,PMMA50ppm-2,PMMA50ppm-3,PMMA100ppm-1,PMMA100ppm-2,PMMA100ppm-3,PMMA200ppm-1,PMMA200ppm-2,PMMA200ppm-3
1538.81,48.31,32.69,29.13,23.11,25.59,42.68,44.63,11.8,35.09,6.74,20.5,20.5,13.46,44.95,66.74,11.19,13.54,22.32
1540.34,40.92,43.28,23.51,26.21,32.67,38.11,55.73,14.19,23.1,8.92,20.21,8.52,31.8,42.02,66.44,13.42,4.37,27.72
1541.88,45.13,57.98,23.51,36.65,49.65,28,45.51,22.89,19.26,12.53,20.21,9.57,35.11,62.62,66.13,23.8,4.37,38.5
1543.41,45.97,62.46,17.02,30.3,58.28,11.32,34.3,35.98,11.97,12.72,11.26,1.06,45.5,69.02,91.5,25.7,7.6,45.57
1544.94,55.14,50.27,48.78,37.3,55.92,34.64,31.45,34.08,25.7,14.57,16.65,3.89,53.56,88.42,113.19,46.93,35.58,49.3
1546.47,67.43,60.2,56.03,26.86,41.67,57.07,33.5,51.43,41.54,14.99,24.28,6.71,80.84,125.71,139.11,67.04,62.93,79.58
1547.99,46.61,57.35,61.88,31.52,49.97,82.06,43.89,60.45,53.19,29.08,36.9,26.32,109.79,136,164.69,86.49,101.37,103.2
1549.52,57.34,90.73,77.62,56.07,58.17,86.61,61.86,90.05,85.07,45.73,54.74,64.04,153.95,166.51,196.5,111.15,136.04,135.69
1551.05,55.85,100.55,88.81,74.94,82.47,76.28,75.29,97.1,91.08,56.49,61.37,102.55,178.57,173.47,193.08,109.58,148.48,125.3
1552.57,75.25,113.26,78.88,70.17,81.67,63.83,66.85,88.62,77.55,37.99,48.78,101.17,165.96,165.86,172.77,117.79,121.35,105.68
1554.1,77.99,82.97,67.96,57.72,73.2,62.71,46.08,66.48,48.03,30.87,33.86,85.13,141.01,128.26,150.47,108.33,104.56,75.06
1555.62,84.28,75.24,77.93,59.17,78.29,65.49,37.78,44.47,28.3,23.53,34.05,47.2,127.18,109.44,148.27,118.97,109.21,77.21
1557.14,91.69,79.96,109.34,81.72,66.49,75.71,53.6,34.92,41.37,29.68,58.36,56.06,144.12,126.05,154.85,142.39,129.96,100.8
1558.66,72.21,75.45,86.86,57.06,55.8,43.95,48.1,30.72,41.78,23.8,52.33,43.58,126.73,139,133.43,138.14,113.05,110.39
1560.18,72.73,65.94,87.39,53.73,42.44,35.62,39.34,31.97,51.99,23.69,50.76,39.12,120.12,139.73,121.45,119.33,102.9,90.41
1561.7,66.36,69.88,71.02,43.84,51.53,25.4,9.32,21.51,39.54,33.59,20.98,27.43,84.17,139.46,108.47,90.51,80.42,76.77
1563.22,75.77,83.27,76.77,60.07,65.07,41.05,1.12,29.13,30.77,43.48,12.87,28.08,90.22,138.18,112.16,102.35,84.6,87.46
1564.74,86.62,84.1,64.97,58.41,58.05,49.38,2.72,21.65,18.45,37.94,1.2,29.06,97.49,119.12,119.4,101.41,69.66,101.69
1566.25,66.03,62.48,39.38,37.76,37.59,37.94,1.6,21.65,7.75,36.96,1.2,18.82,97.65,92.95,101.53,100.69,85.27,93.81
1567.77,51.77,51.87,49.13,16.99,28.12,41.17,1.6,4.86,0,16.86,6.05,6.14,73.25,77.23,87.1,72.74,68.66,75.04
1569.28,40.19,58.92,48.55,8.88,16.37,26.3,0,0,0,15.06,4.86,5.16,57.63,60.28,61.44,59.89,60.82,53.71
1570.79,45.71,51.75,54.08,10.77,41.02,18.87,0,0,0,0,4.86,0,37,36.99,58.45,37.04,28,24.1
1572.31,65.45,67.81,53.83,35.67,49.56,35.1,0,0,10.99,13.58,18.74,11.01,63.82,38.14,73.57,58.96,44.93,33.54
1573.82,67.53,76.19,69.91,51.9,73.38,55.75,13.06,0,10.99,17.53,31.49,11.01,68.52,59.19,95.91,75.44,67.74,67.85
1575.33,73.83,87.47,87.55,68.69,44.44,78.97,15.67,0.78,10.99,23.98,44.34,17.06,117.11,96.11,135.47,96.46,107.73,95.99
1576.84,78.8,69.75,88.52,51.15,38.2,60.08,30.4,0.98,7.67,10.4,29.12,18.07,130.81,120.15,150.8,81.58,110.85,111.63
1578.34,60.55,35.81,67.94,27.69,14.37,42.98,17.34,0.98,7.67,6.45,16.38,18.07,114.95,113.29,117.58,58.13,93.42,75.38
1579.85,52.62,21.2,46.02,9.01,14.37,19.76,14.73,0.21,7.67,0,3.52,12.02,67.64,70.98,74.24,25.35,54.2,47.24
1581.36,15.44,13.7,21.22,0.36,0,3.55,0,0,0,0,0,0,17.25,24.92,25.57,0.12,17.65,3.82
1582.86,29.3,43.19,27.41,0.36,12.01,20.22,0,0,0,0,0,0,4.83,0,20.44,0.12,0.77,0
1584.37,21.6,45.8,36.05,0.36,12.01,20.22,0,0,0,0,0,0,4.96,0,10.21,0.12,0,7.49
1585.87,41.94,75.41,58.02,19.81,37.13,38.56,0,0,0,0,0,1.05,31.72,25.1,33.86,19.21,0,27.47
1587.37,48.24,66.35,75.66,30.3,40.89,41.01,0,0,5.58,9.72,17.09,23.74,84.4,60.95,81.17,55.62,30.96,64.72
1588.87,60.09,65.51,63.36,30.3,40.89,41.01,0,0,5.58,15.26,17.09,23.74,108.63,86.99,100.7,73.36,51.9,76.87
1590.37,58.61,42.67,35.88,10.48,19.54,33.34,0,0,5.58,15.26,17.09,23.21,84.08,70.1,83.78,64.2,56.49,62.9
1591.87,38.24,37.95,1.85,7.94,16.97,14.46,0,0,0,5.54,11.22,3.56,35.08,34.26,46.41,27.78,25.54,25.65
1593.37,45.43,30.24,19.53,8.66,16.97,22.36,0,0,0,0,11.22,3.56,8.72,8.22,25.82,10.05,4.59,6.01
1594.87,46.28,21.07,35.06,22.16,24.28,19.69,0,0,0,7.19,11.55,3.04,17.93,0,24.67,0.65,0,4.46
1596.36,75.69,40.12,48.14,32.72,22.15,15.91,0,0,0,15.97,2.22,2.29,28.81,20.73,48.18,10.05,26.61,35.07
1597.86,87.65,75.93,60.11,62.51,48.88,34.35,11.17,2.8,5,37.26,17.56,19.34,72.7,71.63,78.57,38.41,71.19,71.05
1599.35,102.05,102.64,52.85,71.74,67.08,38.58,11.17,2.8,5,30.96,25.13,33.91,95.46,90.16,98.96,60.54,97.19,96.7
1600.84,79.46,90.02,60.26,65.63,56.01,38.58,11.17,2.8,5,24.77,27.8,39.16,97.99,101.68,92.46,76.11,73.43,94.79
1602.33,66.97,60.85,53.77,61.97,33.32,23.25,0,0,0,5.69,17.92,37.85,87.96,75.32,78.4,63.78,57.1,73.66
1603.83,64.04,42.56,54.51,55.2,16.19,12.47,0,0,0,13.39,10.03,23.66,63.7,88.06,70.44,66.55,54.88,75.62
1605.32,97.55,66.05,69.36,72.54,42.11,36.7,2.15,20.06,5.49,26.09,37.92,41.13,82.44,75.13,80.48,69.32,87.98,75.91
1606.8,104.28,94.42,78.77,73.1,61.64,55.25,7.05,22.84,5.49,41.12,39.81,31.6,80.5,80.86,76.17,62.74,89.07,91.19
1608.29,80.24,80.69,92.72,57.14,53.06,55.69,7.05,22.84,5.49,32.54,39.81,31.22,70.58,49.6,53.35,37.19,65.3,59.11
1609.78,42.08,41.17,60.57,28.81,31.37,51.36,4.9,2.79,0,17.24,7.35,6.21,31.93,30.27,13.14,9.46,29.35,30.12
1611.27,14,6.16,27.99,1.41,10.34,21.79,0,0,0,0,0,0,0,0,0,0,0,0
1612.75,6.86,6.11,5.03,1.41,6.77,19.9,0,0,0,0,0,0,0,0,0,0,0,0
1614.23,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0
1615.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617.2,0.7,0,0,0,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0
1618.68,22.22,27.06,14.7,0,14.89,15.88,0,0,0,0,0,0,0,0,0,0,0,0
1620.16,34.03,35.39,26.01,15.29,40.27,29.31,0,3.24,0,0,4.12,0,0,4.8,0,17.01,8.91,1.26
1621.64,51.74,43.99,31.26,36.47,36.46,29.31,0,8.01,0,0,6.23,0,21.51,18.31,18.94,22.17,33.97,7.39
1623.12,37.35,16.93,21.87,36.47,31.63,13.43,0,8.01,0,0,6.23,0,22.05,18.31,18.94,22.17,33.97,7.39
1624.59,46.17,24.73,30.69,42.8,8.92,13.41,0,4.77,0,0,2.11,0,22.05,13.5,18.94,5.16,25.06,6.13
1626.07,27.76,16.13,25.44,21.62,2.67,13.41,0,0,0,0,0,0,0.54,0,0,0,0,0
1627.54,20.63,16.13,20.14,21.62,2.67,13.41,0,0,0,0,0,0,0,0,0,0,0,0
1629.02,0,0,0,0,3.96,1.06,0,0,0,0,0,0,0,0,0,0,0,0
1630.49,9.71,12.52,5.56,0,14.47,1.06,0,0,0,0,0,0,0,0,0,0,0,0
1631.96,14.03,17.31,5.72,0,14.47,1.06,0,0,0,0,0,0,0,0,0,0,0,0
1633.43,25.5,19.25,18.05,0,24.65,0,0,0,0,0,0,0,0,0,0,0,0,0
1634.9,25.76,6.73,19.63,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,0
1636.37,21.44,1.94,19.47,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0
1637.84,9.96,21.05,15.94,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0
1639.31,15.43,27.92,27.41,9.89,6.29,4.32,0,0,0,0,0,0,0,0,0,0,0,0
1640.77,15.43,42.49,27.41,9.89,6.18,4.64,0,0,0,0,0,0,0,0,0,0,0,0
1642.24,21.06,24.82,18.62,9.89,10.44,9.71,0,0,0,0,0,0,0,0,0,0,0,0
1643.7,8.96,24.03,0,0.31,4.26,11.79,0,0,0,0,0,0,0,0,0,0,0,0
1645.17,15.88,14.47,6.78,0.31,13.03,16.08,0,0,0,0,0,0,0,0,0,0,0,0
1646.63,10.26,11.09,6.78,0.31,8.77,11,0,0,0,0,0,0,0,0,0,0,0,0
1648.09,6.93,5,6.78,0,9.61,4.6,0,0,0,0,0,0,0,0,0,0,0,0
1649.55,14.26,3.32,20.45,11.38,0.84,5.78,0,0,0,0,0,0,0,0,0,0,0,0
1651.01,17.67,3.32,31.05,13.85,3.19,5.78,0,0,0,0,0,0,0,0,0,0,0,0
1652.46,24.22,6.58,32.13,13.85,2.35,6.75,0,0,0,0,0,0,0,0,0,0,0,0
1653.92,9.96,3.27,12.9,2.47,2.35,0.97,0,0,0,0,0,0,0,0,0,0,0,0
1655.38,6.55,3.27,2.3,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0
1656.83,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658.29,0,6.92,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659.74,0,8.53,0,2.73,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0
1661.19,0,8.53,0,6.2,4.28,13.27,0,0,0,0,0,0,0,0,0,0,0,0
1662.64,0,1.61,0,3.47,4.28,13.27,0,0,0,0,0,0,0,0,0,0,0,0
1664.09,0,0,0,3.47,4.28,11.84,0,0,0,0,0,0,0,0,0,0,0,0
1665.54,12.47,2.8,0,4.07,21.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1666.99,17.08,2.8,8.14,9.9,21.52,0,0,0,0,0,0,0,0,0,0,0,0,0
1668.44,17.08,2.8,8.14,13.82,21.52,0,0,0,1.62,0,0,0,0,0,0,6.54,0,0
1669.88,4.61,0.07,8.14,11.31,0,5.91,0,0,1.62,3.09,0,0,0,0,0,6.54,0,3.78
1671.33,8.89,7.93,0,10.79,0.06,9.57,5.39,0.05,1.62,3.09,0,0,0,0.21,0.69,8.23,6.33,6.42
1672.77,8.89,7.93,0,6.87,0.06,9.57,5.39,0.05,0,3.09,0,3.27,0,0.21,0.69,1.69,6.33,9.69
1674.21,8.89,7.86,0,5.31,0.06,3.66,13.96,0.05,11.63,0,0.55,3.27,0,0.21,0.69,3.73,6.33,5.92
1675.66,0,0,0,0,0,0,8.57,0,11.63,0,0.55,3.27,0,0,0,2.04,0,3.28
1677.1,0,0,0,0,0,0,8.57,0,11.63,0,0.55,0,0,0,0,2.04,0,0
1678.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679.97,0,4.02,5.95,0,15.28,3.58,0,0,0,0,0,0,0,0,0,0,0,0
1681.41,0.87,6.16,12.68,0,29.63,8.9,7.11,0,0,0,0,0,0,0,0,0,0,0
1682.85,0.87,6.16,12.68,0,32.82,15.4,7.11,0,0,0,9.6,0,0,0,0,0.76,0,0
1684.29,11.41,3.95,6.73,0,17.54,11.82,7.11,0,2.21,0,9.6,0,0,0,0,0.76,0,0
1685.72,10.55,1.81,0.97,6.79,18.31,15.27,9.56,1.76,8.21,0,15.17,9.49,0,6.58,1.66,0.76,10.82,0.14
1687.15,10.55,1.81,0.97,6.79,15.11,8.76,9.56,1.76,8.21,0,5.56,9.49,0,6.58,1.66,0,20.27,0.14
1688.59,0,16.58,5.51,10.06,23.02,10,9.56,1.76,5.99,0,18.97,9.49,0.51,6.58,1.66,2.08,28.36,0.14
1690.02,0,16.58,4.53,3.27,7.91,1.24,0,0,0,0,13.4,0,0.51,0,0,2.08,17.54,0
1691.45,8.22,16.58,9.62,3.27,7.91,1.24,0,0,0,0,13.4,0,0.51,0,0,2.08,8.09,0
1692.88,8.22,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694.31,17.32,18,39.05,9.56,9.16,13.84,12.23,17.03,15.12,13.04,10.83,12.31,13.16,16.32,17.7,12.32,23.67,23.06
1695.74,10.41,28.54,33.97,9.56,17.83,13.84,12.23,17.3,15.12,13.04,19.9,12.31,29.85,21.18,17.7,12.32,25.62,23.46
1697.16,10.41,28.54,47.81,13.26,36.44,19.47,14.86,18.37,17.9,25.52,31.09,15.95,33.64,28.13,17.7,12.32,33.73,23.46
1698.59,1.31,10.54,13.84,3.7,28.62,5.63,2.63,1.35,2.79,12.48,20.26,3.64,20.48,11.8,0,0,10.05,0.4
1700.01,2.84,7.05,13.84,3.7,26.35,5.63,2.63,1.07,2.79,12.48,11.19,3.64,3.79,6.94,0,0,8.11,0
1701.44,5.33,7.05,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,0,0
1702.86,5.33,7.05,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1704.28,2.49,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705.7,8,0,2.44,0,0,0,0,0,0,0,0,8.78,0,0,0,0,0,6.76
1707.12,8,0,12.95,3.14,0,0,2.19,0,0,0,11.88,12.98,0,0,0,2.57,3.63,6.76
1708.54,8.29,4.48,10.51,3.14,0,1.65,3.4,5.55,9.75,2.16,16.42,19.82,0,0,0,4.48,3.63,6.76
1709.96,0.29,4.48,10.51,9.28,0,1.65,3.4,5.55,9.75,11.56,16.42,11.41,0,0,0,4.48,3.63,0
1711.38,0.29,4.48,0,6.14,0,1.65,1.21,5.55,9.75,11.56,4.54,7.21,0,0,0,1.91,0,0
1712.79,0,4.62,0,6.14,0,0,0,0,0,9.41,0,0.37,0,0,0,0,0,0
1714.21,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715.62,0,6.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717.04,0,1.78,4.22,0,1.33,0,0,0,0,5.17,0,0.84,0,0,0,0,0,0
1718.45,0,1.78,13.28,0,1.33,2.99,0,0,0,19.23,9.83,13.19,14.4,0,0,0,8.33,7.85
1719.86,4.16,0,11.85,0,1.33,2.99,0,0,0,35.64,33.3,34.15,29.05,6.38,0,17.53,20.63,17.07
1721.27,4.16,0,11.42,0,0,2.99,0,0,0,34.43,33.3,34.11,29.05,6.38,0,22.9,20.63,17.07
1722.68,4.16,0,2.36,0,0,0,0,0,0,20.37,23.47,21.76,14.64,6.38,0,22.9,12.3,9.22
1724.09,0,0,0,0,3.42,0,0,0,0,4.47,1.12,0.8,0,0,0,5.38,0,0
1725.49,0,0,0,0,3.42,0.3,0,0,0,15.9,16.08,13.39,0,0,0,0,0,0
1726.9,0,0,0,0,3.42,0.3,0,0,0,34.39,26.11,25.83,0,0,0,4.37,5.5,7.75
1728.3,4.01,0.5,0,2.1,9.19,0.57,0,0,0,55.47,41.07,53.97,12.21,7.58,2.5,27.45,37.38,35.61
1729.71,4.01,0.5,0,5.03,11.19,0.27,0,0,0,52.09,46.24,53.76,14.73,22.13,5.65,57.57,62.3,54.24
1731.11,4.01,0.5,0,5.03,11.19,0.27,0,0,0,33.6,45.4,52.87,14.73,22.13,12.1,62.68,56.8,46.49
1732.51,0,5.23,2.27,2.92,2.17,2.58,0,0,0,15.64,38.32,37.08,2.53,14.55,9.59,52.88,38.02,18.63
1733.91,0,5.23,2.27,0,0.17,2.58,0,0,0,3.63,18.19,26.61,0,0,6.45,22.76,13.1,0
1735.31,0,5.23,2.27,0,0.17,2.58,0,0,0,15.3,28.65,31.68,0.74,0,0,37.82,13.1,3.34
1736.71,0.34,0,2.54,0,0,3.11,0,0,0,29.64,41.55,29.53,0.74,0,0,39.31,14.6,9.32
1738.11,0.34,0,2.54,0,0,3.11,0,0,0,29.64,54.26,27.47,0.74,0,0,39.31,17.33,9.32
1739.51,0.34,0,2.54,1.16,0,3.11,0,0,0,28.41,34.61,28.74,0,0,0,16.21,22.28,5.98
1740.9,0,0,0,1.16,0,0,0,0,0,10.44,24.25,18.54,0,0,0,1.44,7.67,0
1742.3,0,0,0,1.16,1.12,0,0,0,0,11.21,11.54,17.89,0,0,0,1.44,4.95,0
1743.69,0,0,0,23.9,12.71,1.34,0,0,0,0.78,11.54,0,0,0,0,12.17,0,0.07
1745.08,0,0,0,23.9,12.71,1.34,0,0,0,0.78,0,0,0,0,0,12.17,0,0.07
1746.48,0,0,0,23.9,11.58,1.34,0,0,0,0,0,0,0,0,0,12.17,0,0.07
1747.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749.26,0,0,0,0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0
1750.65,0,0,8.81,0,0,8.52,0,0,0,0,12.77,6.28,0,0,2.47,11.32,3.89,0
1752.03,0,0,8.81,3.68,0,8.52,0,0,0,10.51,13.14,7.43,3.44,0,2.72,17.82,10.29,0
1753.42,0,0,8.81,7.38,0,8.52,0,0,0,10.51,17.68,9.66,3.44,0,2.72,17.82,10.29,0
1754.81,0,0,0,7.38,0,0,0,0,0,10.51,8.19,3.38,3.44,0,0.25,6.49,6.4,0
1756.19,0,0,0,3.7,0,0,0,0,0,0,7.81,2.23,0,0,0,0,0,0
1757.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758.96,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760.34,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761.72,4.09,0,0,0,0,0,0,0,9.63,0,5.77,0,0,2.01,0,0,1.13,0
1763.1,0,0,0,0,0,0,3.79,17.98,9.63,0,11.83,2.69,0,14.53,0,6.74,1.13,10.62
1764.48,0,0,0,0,0,0,3.79,17.98,10.16,0,11.83,2.69,0,15.12,0,6.74,1.13,10.62
1765.86,0,0,0,0,0,0,3.79,25.55,0.52,0,6.06,2.69,0,13.11,0,6.74,0,10.62
1767.24,0,0,0,0,0,0,0,7.57,0.52,0,0,0,0,0.58,0,0,0,0
1768.61,0,0,0,0,0,0,0,7.57,0,0,0,0,0,0,0,0,0,0
1769.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772.73,3.12,0,0.3,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,0
1774.11,7.45,0,0.3,0,0,4.52,4.82,0,0.4,0,0,0,0,0,0,0,0,0
1775.48,21.1,3.5,2.14,3.71,15.63,19.87,18.19,9.79,9.33,2.66,3.29,11.41,4.16,1.97,6.83,4.02,14.05,4.85
1776.85,17.98,3.5,1.84,3.71,15.63,16.71,18.19,9.79,9.33,2.66,3.29,11.41,4.16,1.97,6.83,4.02,14.05,4.85
1778.22,16.72,7.74,8.09,6.5,27.68,24.77,20.95,23.76,33.33,13.44,8.29,11.41,6.45,7.07,6.83,9.93,26.35,6.73
1779.58,3.07,11.93,12.26,4.67,12.05,9.42,7.58,13.97,24.4,10.78,11.14,0,2.29,5.09,0,5.92,12.3,1.88
1780.95,3.07,11.93,12.26,4.67,12.05,9.42,7.58,13.97,24.4,10.78,11.14,0,2.29,5.09,0,5.92,12.3,1.88
1782.32,0,7.68,6.01,1.88,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0
1783.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786.41,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787.77,0,0,10.43,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789.13,0,0,10.43,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790.49,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794.57,4.01,10.57,13.85,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,10.33
1795.92,4.01,10.57,18.43,9.03,4.46,0.44,0.54,1.77,0,3.48,0,2.14,4.48,0,0,0,0,14.92
1797.28,4.01,10.57,18.43,11.43,4.46,10.72,4.44,7.22,10.61,12.62,9.27,2.14,10.1,12,3.19,4.94,0,24.43
1798.63,0,4.98,4.58,12.2,5.62,14.18,19.13,32.12,27.99,37.51,19.27,15.92,27.63,32.23,11.96,23.17,7.09,29.31
1799.98,0,4.98,0,11.98,1.16,13.74,25.53,30.35,28.58,53.45,19.27,22.04,23.15,32.23,27.06,26.14,7.09,31.07
1801.34,0,4.98,5.24,9.58,1.16,3.46,29.03,51.14,34.32,49.15,10,27,32.98,33.37,33.2,41.46,18.55,39.91
1802.69,0,0,5.24,8.89,11.81,10.08,32.62,42.02,40.48,36.27,10.71,22.64,38.23,13.14,32.1,41.86,17.65,30.51
1804.04,6.16,6.09,5.24,22.29,14.46,15,33.19,55.68,51.29,25.72,29.58,14.38,46.67,15.26,26.65,51.92,27.24,31.76
1805.39,6.16,6.09,0,22.29,14.46,15,26.63,34.09,34.95,25.37,29.58,9.43,31.22,2.12,17.32,31.66,15.78,13.4
1806.73,6.16,6.09,0,22.7,6.2,4.92,13.94,18.3,27.17,13.35,28.02,3.8,11.19,2.12,9.93,13.02,16.27,12.72
1808.08,0,0,0,9.3,3.55,0,9.12,4.64,15.77,4.49,9.16,3.8,2.75,0,0.28,0,6.68,5.13
1809.43,0,0,0,9.3,3.55,0,8.29,0,15.77,0,9.16,3.8,2.75,0,0.28,0,6.68,5.13
1810.77,0,0,0,0,0,0,2.69,0,0,0,0,0,0,0,0,0,0,0
1812.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816.14,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817.48,4.61,2.03,3.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818.82,12.22,4.65,18.65,16.75,13.36,10.54,14.19,0.21,6.43,0,3.54,1.96,0,0,0,0,0,0
1820.16,10.65,4.65,18.65,16.75,13.36,10.54,14.19,0.21,6.43,0,3.54,1.96,0,0,0,0,0,0
1821.5,7.61,2.61,20.02,16.75,13.36,10.54,14.19,0.21,11.87,0,4.36,1.96,0,0,0,0,0,0
1822.83,9.31,7,14.06,3.53,7.82,0,3.49,0,5.43,0,0.83,2.03,3.2,0,0,3.58,2.63,0
1824.17,16.18,7,14.06,3.53,7.82,0,13.78,0,5.43,0,1.25,2.03,5.63,0,0,3.58,2.63,1.05
1825.5,16.18,17.03,8.81,20.79,7.82,12.36,25.62,7.79,7.61,12.33,0.42,3.59,5.63,5.33,1.56,3.58,13.95,1.05
1826.83,6.87,14.07,0,17.89,0,22.08,25.97,25.24,24.86,15.64,5.64,3.71,2.43,10.42,1.56,0,11.32,14.11
1828.17,5.65,14.07,5.15,20.22,0,27.16,30.85,42.66,43.4,15.64,5.22,7.11,6.28,12.92,1.56,10.9,11.32,13.06
1829.5,13.3,4.04,5.15,2.95,8.33,14.8,28.94,42.04,48.07,3.31,5.22,5.55,11.41,7.59,0,10.9,0,13.06
1830.83,13.3,0,5.15,7.15,8.33,5.08,36.22,30.61,30.82,0,0,3.4,11.41,2.5,0,10.9,5.31,0
1832.16,7.65,1.83,2.24,4.82,8.33,0,21.06,13.19,13.34,0,0,0,5.14,0,0,0,5.31,0
1833.49,0,7.32,2.24,8.02,0,0,11.3,9.73,14.83,0,1.67,0,0,0,0,0,5.31,0
1834.81,0,7.32,2.24,3.2,0,0,0.17,3.7,14.83,0,1.67,0,0,0,0,0,0,0
1836.14,0,5.97,0,3.2,0,0,0.17,3.7,13.77,0,1.67,0,0,0,0,0,0,0
1837.46,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838.79,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840.11,0,0,0,0,0,0,3.31,7.78,0,1.28,0,7.29,0,0,0,0,0,0
1841.43,0,0,0,8.07,6.11,1.76,5.97,7.78,0.78,1.28,0,11.54,0,0,0,0,0,0
1842.75,0.78,0,0,8.07,6.11,1.76,13.65,13.57,6.55,1.93,2.31,11.76,0,0,0,0,0,0
1844.07,0.78,0,0,8.07,6.11,3.2,19.49,9.36,8.75,2.75,2.39,4.48,5.45,0.28,0.22,0,0,0
1845.39,9.04,13.78,2.75,8.75,25.82,11.53,44.74,33.03,35.26,20.96,22.56,21.9,32.45,32.1,23.33,15.85,31.44,17.32
1846.71,8.26,13.78,2.75,8.75,25.82,11.53,37.06,27.23,29.49,20.31,20.25,21.68,32.45,32.1,23.33,15.85,31.44,17.32
1848.03,9.66,13.78,2.75,8.75,25.82,10.1,27.92,38.62,40.84,18.21,20.17,24.58,27,31.82,23.11,15.85,31.44,17.32
1849.35,10.08,0,3.17,6.97,0,9.64,19.54,32.87,17.06,0,0.42,11.06,3.6,0,2.37,0,0,0
1850.66,10.08,0,3.52,6.97,0,9.64,22.83,32.87,17.06,0,0.42,11.06,3.6,0,2.37,0,0,0
1851.97,11.04,0,3.52,7.38,0.85,9.64,31.86,35.29,15.45,7.01,9.3,8.16,15.9,12.42,7.1,0,4.86,4.95
1853.29,8.77,2,3.91,13.25,4.15,15.49,42.41,31.8,33.59,31.1,20.83,14.59,38.1,30.34,23.96,8.78,11.65,29.53
1854.6,8.77,2,3.57,13.25,4.15,15.49,60.15,47.16,51.16,37.48,26.38,14.59,49.95,45.64,34.24,13.68,19.91,36.64
1855.91,28.81,2,11.79,33.44,10.71,42.4,83.09,67.72,70.36,66.8,47.98,36.32,65.55,62.56,62.51,44.05,54.79,72.97
1857.22,22.4,0,8.23,20.6,7.41,26.9,72.57,74.82,58.43,52.98,36.04,21.73,58.01,56.34,55.3,35.27,54.21,53.51
1858.53,34.9,5.47,11.21,33.06,14.37,30.66,73.57,92.45,68.36,57.7,43.38,53.46,68,60.31,75.96,42.18,65.82,65.25
