wavenumber,PLA1ppm-1,PLA1ppm-2,PLA1ppm-3,PLA5ppm-1,PLA5ppm-2,PLA5ppm-3,PLA10ppm-1,PLA10ppm-2,PLA10ppm-3,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
1171.81,0,0,0,0,0,20.1,0,0,0,0,6.74,0,52.41,40.24,79.15,53.7,58.16,85.95,0,0,26.93,20.76,30.39,22.66,190.27,254.22,295.94,179.59,206.55,332.36
1173.57,0,4.42,4.53,1.78,15.42,0,0,0,0,0,0,0,21.65,52.53,81.37,35.18,53.57,80.75,5.47,1.45,47.01,39.95,22.81,9.09,191.31,247.8,286.91,158.9,212.99,315.86
1175.33,0,4.42,4.53,1.78,15.42,14.79,0,0,0,0,6.1,0,12.11,57.3,89.72,47.08,64.12,84.03,5.47,1.45,28.51,47.61,24.23,20.26,178.19,279.22,285.72,152.05,217.93,306.88
1177.08,9.23,12.76,4.53,1.78,25.79,14.79,0,16.68,0,0,8.42,3.46,8.4,65.86,61.99,52.95,43.25,88.89,5.47,1.45,42.32,48.2,33.49,40.74,192.35,274.59,282.15,143.16,194.17,303.18
1178.84,12.32,10.56,0,15.42,10.37,22.66,0,18.94,9.62,4.43,8.42,3.46,3.36,32.99,26.61,30.55,47.31,71.34,0,9.59,17.21,25.18,10.68,37.81,174.13,258.92,242.86,147.55,162.02,272.1
1180.59,32.82,10.56,0,39.89,10.37,22.2,0,26,23.08,4.43,17.32,3.46,3.36,49.51,16.71,57.92,59.61,75.04,11.49,27.06,30.57,35.94,26.33,35.8,196.19,243.19,247.19,179.55,155.83,266.32
1182.34,29.43,25.21,21.76,57.65,15.41,28.54,22.04,63.44,38.97,8,20.38,0,31.73,56.28,28.4,63.2,76.16,85.66,17.42,27.06,13.36,34.61,22.24,40.71,176.87,237.75,248.46,183.18,148.93,249.82
1184.1,47.85,22.99,21.76,59.62,25.52,49.38,24.09,62.37,31.66,3.57,28.8,0,46.61,71.44,38.25,75.91,50.92,79.86,17.42,17.47,13.36,34.61,39.28,46.87,172.5,228.92,236.69,172.77,136.98,271.27
1185.85,27.34,25.49,23.36,35.97,30.46,35.06,24.09,55.3,19.74,3.57,13.79,0,46.61,30.49,27.56,50.14,20.28,45.27,5.94,0,0,6.87,22.21,37.71,161.19,167.16,196.32,114.74,86.76,234.8
1187.6,21.51,5.27,1.6,18.21,15.05,28.71,11.83,1.18,4.09,0,8.42,0,24.08,25.68,9.85,26.21,0,34.3,0,0,0,0,34.2,9.13,121.05,135.24,172.78,80.9,50.72,201.17
1189.35,0,5.88,1.6,0.82,4.94,0,9.78,0,1.78,0,0,0,9.2,10.52,0,13.5,0,16.06,0,0,0,0,17.16,0,89.2,97.27,156.53,37.55,16.69,94.82
1191.09,0,3.38,0,0,0,0,9.78,0,0.23,0,0,0,9.2,10.52,0,0,0,16.06,0,0,0,0,17.16,0,55.3,72.59,109.23,16.25,2.02,56.33
1192.84,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.34,24.19,72.55,0,0,1.14
1194.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,45.52,50.93,0,0,0
1196.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.53,67.25,48.71,0,0,0
1198.07,0,0,0,0,10.89,8.13,7.38,0,0,0,0,0,0,0,0,0,5.21,0,0,0,0,0,0,0,16.88,80.15,20.63,0,0,0
1199.82,0,0,0,0,10.89,15.3,7.38,0,0,0,0,0,0,0,0,0,9.37,0,0,0,0,0,0,0,16.88,41.33,12.19,0,0,0
1201.56,0,13.77,0,0,10.89,15.3,7.88,0,0,7.27,0,0,0,1.09,0,0,9.37,0,0,0,0,6.23,0,0,26.57,21.91,16.82,0,0,4.72
1203.3,6.94,26.38,0,13.37,0,7.17,5.85,0,0,7.27,2.1,0,0,1.09,0,0,4.16,0,0,0,0,6.23,0,0,21.21,19.45,23.77,0,0,11.89
1205.04,7.62,35.4,0,13.37,8.6,0,22.31,7.6,9.11,17.53,10.66,0,0,1.09,0,0,0,0,0,0,0,6.23,0,0,21.21,18.96,16.42,0,23.08,11.89
1206.78,21.15,39.52,0,36.56,9.09,16.37,55.84,20.14,24.54,11.77,10.66,21.44,3.2,0,0.39,0,0,0,0,0,0,0,0,1.33,11.13,38.51,6.95,15.15,44.52,7.17
1208.51,42.83,64.9,10.4,23.19,9.09,31.84,75.3,34.88,47.19,17.09,9.53,41.37,10.24,0,0.39,0,0,0,0,0,0,0,2.82,1.33,0,30.79,0,19.07,66.46,0
1210.25,47.22,90.66,46.92,48.49,13.55,31.84,96.82,39.89,63.62,40.64,26.78,41.37,10.24,3.85,0.39,21.92,10.28,0,0.69,0,0,0,2.82,1.33,2.42,30.79,0,22.24,59.61,12.79
1211.98,73.2,85.01,53.24,48.67,13.06,36.22,99.28,46.17,64.99,44.13,30.11,29.57,7.04,3.85,0,21.92,16.58,0,0.69,0,0,2.96,2.82,0,2.42,16.42,0,22.64,59.16,12.79
1213.72,80.57,71.08,73.29,99.12,23.42,35.63,121.12,87.18,70.41,60.68,68.34,28.49,8.16,3.85,1.64,35.26,33.24,19.81,0.69,2.72,0,26.12,0,16.56,10.28,19.99,4.23,35.99,84.33,28.52
1215.45,75.51,51.29,65.84,92.82,10.67,49.46,128.13,95.67,71.32,43.71,65.07,44.67,21.41,9.82,1.64,13.33,38.98,43.79,0,5.63,0,26.12,0,16.56,16.14,19.99,18.96,53.19,68.1,15.73
1217.19,66.07,45.89,85.42,88.23,56.49,55.07,145.86,107.23,85.29,53.46,102.84,43.12,26.21,9.82,1.64,13.56,32.68,62.05,8.56,5.63,0,23.16,0,16.56,28.63,19.25,27.01,52.22,71.29,28.94
1218.92,50.12,49.97,68.16,44.13,60.6,52.82,132.76,68.94,95.42,59.04,97.11,32.4,26.08,9.82,0,7.96,16.02,55.47,8.56,2.91,0,0,0,0,20.77,26.69,22.78,34.95,24.19,13.21
1220.65,79.47,60.09,74.61,61.4,79.41,55.29,138.04,89.71,98.6,54.01,104.76,59.06,17.99,0,0,18.44,5.06,47.58,15.67,6.45,0,1.92,0,5.16,22.7,28.91,8.04,17.89,25.54,15.31
1222.38,81.72,73.7,70.54,71.82,86.38,33.24,121.82,86.3,116.61,93.13,96.9,84.21,31.47,12.57,10.39,18.22,21.86,48.61,7.11,6.45,0,1.92,9.63,11.53,10.21,28.7,0,22.46,1.35,3.81
1224.1,89.23,66.24,72.08,89.17,71.91,23.12,132.54,99.84,124.89,99.86,86.98,94.63,23.44,12.57,10.39,10.48,21.86,35.38,7.11,6.45,0,1.92,9.63,11.53,21.88,14.03,0,23.59,1.35,3.81
1225.83,74.91,60.6,49.76,70.34,77.3,29.82,122.43,101.21,165.67,104.41,103.22,101.88,18.29,12.57,10.39,0,26.65,22.9,0,0,0,1.57,9.63,6.37,42.34,20.72,3.67,20.28,0,1.7
1227.56,70.73,62.78,40.6,50.66,40.16,62.01,125.14,142.08,143.61,70.47,100.62,101.95,3.08,0,0,0,9.85,3.61,0,0,0,1.57,0,0,51.67,10.58,3.67,1.13,0,0
1229.28,71.49,49.57,26.04,26.96,47.33,64.79,117.47,148.22,145.16,40.79,90.29,98.96,6.45,0,0,0,9.85,8.24,0,0,0,1.57,0,0,40,10.58,3.67,0,0,0
1231.01,56.48,60.06,29.19,24.26,56.5,57.28,132.19,145.42,133.43,56.5,85.68,79.35,6.45,5.45,19.81,0,0,4.63,0,0,2.09,0,0,0,9.34,1.66,0,0,0,0
1232.73,40.99,62.26,40.38,14.73,59.72,39.15,143.63,121.67,151.41,83.92,78.11,56.45,19,5.45,25.14,0,0,33.98,0,0,2.09,0,0,0,0,0,0,0,0,0
1234.45,27.44,71.72,45.84,20.96,96.53,46.94,161.01,110.19,165.01,103.62,90.16,58.49,28.9,5.45,25.14,0,0,31.08,0,0,2.09,0,0,0,0,0,0,0,0,0
1236.18,55.53,65.68,43.45,28.71,95.16,63.56,150.56,116.22,144.77,99.14,66.69,70.69,33.06,0,14.16,0,0,31.08,0,0,0,0,0,0,0,0,0,0,2.31,0
1237.9,56.29,52.79,46.88,35.48,106.95,71.66,139.27,113.74,157.69,94.17,69.05,84.39,17.43,0,24.31,0,0,1.72,0,0,0,0,0,0,0,0,0,0,2.31,0
1239.61,60.98,56.16,66.91,57.32,100,86.36,145.93,139.54,118.89,101.79,67.69,114.69,7.86,6.77,24.31,4.11,0,0,0,0,0,0,0,0,0,0,0,7.66,2.31,0
1241.33,45.27,72.13,62.54,41.08,83.98,90.32,163.53,133.28,106.36,101.69,69.92,123.25,4.78,6.77,15.48,4.11,0,0.08,0,0,0,0,0,0,0,0,0,7.66,0,0
1243.05,54.94,84.15,56.88,72.89,69.34,80.65,177.52,132.41,86.22,99.98,84.88,117.87,4.78,6.77,0,4.11,0,0.08,0,0,0,0,0,0,0,0,0,7.66,0,0
1244.77,35.49,102.88,53.93,44.83,62.4,70.03,170.24,126.59,95.8,91.31,84.89,109.2,1.06,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0
1246.48,29.47,83.87,75.57,45.62,46.11,54.68,148.23,108.72,110.65,101.92,105.83,74.14,4.39,0,0,0,0,9.57,0,0,0,0,0,0,0,0,0,0,0,0
1248.2,31.61,92.35,86.71,20.89,51.92,57.8,134.72,114.34,126.67,119.7,81.6,103.24,11.17,6.21,0,0,0,19.59,0,0,0,0,0,15.23,0,0,0,0,0,0
1249.91,49.07,75.65,66,44.89,41.22,57.09,113.38,82.8,143.52,125.63,81.53,77.83,11.17,6.21,0,0,0,24.38,0,0,0,0,0,15.23,0,0,0,0,0,0
1251.62,82.19,77.44,75.45,49.8,74.3,58.52,118.21,116.76,166.21,127.39,87.3,103.91,17.81,6.21,0,0,5.28,28.5,0,0,0,1.14,0,18.86,16.4,0,0,0,0,0
1253.33,86.58,59.17,60.82,50.97,58.02,72.89,110.31,109,164.83,106.76,103.33,90.94,11.03,0,0,5.66,5.28,18.49,0,0,0,1.14,0,3.62,35.79,0,0,0,0,0
1255.04,101.34,58.6,104.91,61.52,65.11,65.63,128.14,142.29,175.51,105.52,119.75,118.67,13.79,0,8.63,5.66,5.28,13.7,0,0,0,1.14,0,3.62,83.08,0,0,0,0,0
1256.75,64.37,40.64,100.6,101.34,32.8,61.3,141.25,112.52,158.47,103.22,103.1,116.02,20.07,0,11.47,17.38,0,0,0,0,0,0,0,0,81.1,0,0,2.93,0,0
1258.46,56.22,51.16,103.44,111.64,50.65,51.12,136.19,120.26,144.59,100.07,117.95,121.85,35.93,0,11.47,11.72,0,0,0,0,0,0,0,1.06,86.96,0,6.36,25.38,13.06,9.35
1260.17,41.9,49.17,81.1,77.09,49.65,54.1,148.97,117.83,140.88,121.43,114.97,126.52,55.04,24.01,2.87,11.72,0,0,0,12.85,0,0,2.47,1.06,59.89,0,15.44,50.82,13.06,9.35
1261.87,65.29,67.56,78.14,51.92,66.35,62.12,133.8,115.45,134.55,112.17,125.03,105.9,42.07,24.01,0.04,0,0,7.93,0,12.85,0,0,2.47,1.41,53.76,23.91,15.44,71.46,27.36,17.35
1263.58,60.5,43.77,84.67,52.9,55.22,64.96,162.8,130.58,168.73,132.07,109.26,109.11,30.45,24.01,0.04,6.03,0,14.82,0,12.85,0,0,2.47,0.34,46.37,23.91,9.66,60.84,24.24,8
1265.28,91.2,62.13,86.36,74.71,29.73,76.28,135.97,143.54,165.07,132.81,146.64,94.47,13.43,14.33,0,6.03,0,15.01,0,0,0,0,0,0.34,26.16,23.91,4.82,54.5,32.87,8
1266.99,90.06,40.65,86.2,65.33,48.57,50.45,131.98,164.66,177.57,139.7,134.53,115.34,9.09,14.33,9.78,6.03,0,7.08,0,0,0,0,0,0,21.44,8.11,4.82,56.23,18.57,0
1268.69,109.07,65,75.19,49.78,45.89,48.75,132.82,145.29,154.58,108.43,136.24,124.69,10.23,27.88,13.27,0,0,4.33,0,0,0,0,0,0,31.9,8.11,4.25,54.14,36.99,19.92
1270.39,84.35,37.61,58.12,27.97,45.89,25.24,131.6,107.19,136.86,92.77,85.55,106.65,5.39,13.55,13.27,0,0,4.14,0,0,0,0,0,0,31.9,8.11,5.38,48.78,28.37,22.63
1272.09,93.01,35.98,25.09,14.39,28.85,56.49,150.78,103.82,114.53,102.82,108.25,123,5.39,14.02,3.49,0,0,9.59,0,0,0,0,0,0,42.26,0,5.38,41.59,38.9,22.63
1273.79,80.61,10.75,8.66,11.4,23.41,45.03,117.57,61.73,121.81,105.81,108.9,115.95,0,0.47,0,0,0,5.45,0,0,0,0,0,0,13.95,0,5.38,31.86,10.54,2.71
1275.49,57.92,33.71,28.95,25.32,50.42,57.34,131.42,84.36,119.15,92.53,135.92,134.28,0,0.47,0,0,0,5.45,0,0,0,0,0,0,30.61,0,0,18.11,29,29.2
1277.18,38.49,33.71,30.83,21.68,41.95,26.09,106.55,74.93,126.1,86.18,117.89,126.56,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,18.46,18.46,29.2
1278.88,15.19,40.7,50.31,13.91,48.75,22.53,124.62,105.79,111.66,92.45,108.79,127.77,0,0,1.49,0,0,0,0,0,0,0,0,0,29.67,0,0,26.82,50.82,29.2
1280.57,15.41,13.24,44.17,0,21.73,10.22,105.42,97.03,102.94,108.43,93.08,123.36,0,0,1.49,0,0,0,0,0,0,0,0,0,17.67,0,10.97,45.88,32.36,0
1282.27,3.02,13.24,43.07,0,27.95,10.22,102.62,118.33,109.27,100.13,83.76,121.67,0,0,1.49,0,2.28,0,0,0,0,0,0,0,17.67,0,10.97,37.98,40.71,0
1283.96,16.36,6.26,45.24,11.96,28.43,2,81.42,144.24,98.22,111.44,83.71,118.92,0,0,0,0,2.28,0,0,0,0,0,0,0,4.66,0,13.27,76.59,16.51,2.8
1285.65,58.28,22.49,52.79,39.15,58.8,3.97,117.95,187.21,135.89,114.47,89.04,154.89,11.45,20.97,0,1.42,30.42,6.46,0,0,0,0,0,0,0,10.85,17.95,78.82,49.38,15.04
1287.34,56.68,22.49,51.79,39.15,64.48,10.9,121.32,146.35,127.73,95.66,104.53,141.02,11.45,20.97,0,1.42,28.13,6.46,0,0,0,0,0,0,0,13.29,20.54,90.12,74.53,15.04
1289.03,73.69,47.32,33.42,48.22,62.08,14.81,137.96,137.77,154.85,80.46,113.3,119.09,11.45,20.97,0,1.42,28.13,16.04,0,0,0,0,0,3.32,19.45,20.68,18.25,72.26,92.19,26.51
1290.72,45.63,62.24,14.33,65.22,43.62,22.99,118.22,99.13,146.91,89.53,108.68,92.43,4.17,0,0,11.17,1.19,9.59,0,0,0,0,0,8,32.34,31.08,7.34,104.24,100.36,24.83
1292.41,86.95,102.02,44.98,85.03,24.2,37.54,146.54,145.22,170.69,129,125.1,124.15,11.74,5.76,1.47,24.65,22.34,27.22,7.01,11.81,4.54,15.14,22.23,25.82,90.13,60.21,46.49,169.95,132.27,80.13
1294.1,77.65,109.03,70.97,91.44,51.15,64.47,153.25,153.36,178.53,156.51,143.91,159.59,18.84,22.7,6.79,27.88,38.56,31.47,25.32,34.9,28,27.26,30.07,54.91,107.51,70.18,66.35,225.51,169.01,94.02
1295.78,83.95,107.64,117.56,75.46,68.71,79.33,175.58,170.79,194.65,158.3,156.67,171.64,14.67,22.7,6.79,16.71,37.37,34.73,45.47,48.52,46.96,42.25,37.06,50.23,131.74,87.98,99.51,250.58,176.94,134.77
1297.47,82.74,108.74,149.31,129.3,80.74,100.35,209.4,180.71,199.26,196.92,172.25,173.18,7.1,32.97,5.32,18.66,24.3,47.02,68.69,83.08,93.11,67.2,40.22,58.37,148.24,117.74,113.96,257.26,186.48,141.8
1299.15,118.91,133.55,153.77,152.51,86.49,124.74,227.62,189.03,222.94,207.26,183.55,187.1,7.95,27.15,16.12,18.85,16.8,33.19,69.49,70.23,113.17,73.74,57.96,58.42,152.7,152.78,142.68,263.24,181.31,168.45
1300.84,129.68,150.96,118.16,166.65,90.84,128.72,232.12,209.96,224.89,207.2,200.12,213.63,18.24,43.29,16.12,21.17,21.74,41.96,72.21,67.96,124.82,93.53,84.95,99.3,153.77,173.44,164.36,268.83,214.43,193.06
1302.52,144.05,152.64,105.82,137.72,139.11,149.31,221.24,215.5,269.79,193.09,195.96,223.44,32.21,31.74,35.57,5.74,19.84,33.09,78.95,50.71,98.49,75.02,87.96,107.29,122.23,156.15,176.43,241.49,203.62,198.73
1304.2,119.14,152.03,141.85,123.51,138.1,124.27,240.41,209.44,239.74,210.7,185.53,202.96,24.26,30.89,19.45,2.32,11.12,33.09,97.39,55.15,71.19,78.53,77.33,95.32,112.76,160.93,182.56,232.22,214.53,183.47
1305.88,153.94,164.13,168.93,126.34,158.46,142.27,250.98,182.1,249.09,262.36,189.14,219.19,13.97,35.95,40.25,37.04,29.48,49.15,114.4,70.51,89.13,92.95,73.96,76.59,135.9,158.66,190.63,212.23,197.4,152.83
1307.56,124.11,149.28,168.06,114.54,111.53,134.31,228.27,174.81,221.49,260.41,157.14,203.48,17.62,39.6,25.86,48.56,40.09,48.46,105.33,79.12,96.66,88.3,71.5,65.44,130.99,145,181.99,241.53,195.23,128.15
1309.24,106,125.8,134.56,125.12,104.31,122.06,219.95,203.25,244.95,237.51,166.2,199.49,18.97,33.82,34.95,48.56,40.09,60.52,80.84,80.97,83.43,70.22,78.95,52.55,131.7,126.96,146.3,228.44,175,107.75
1310.91,105.6,87.04,127.44,107.4,76.8,117.52,211.7,209.08,222.79,198.33,137.3,167.54,18.97,12.63,21.05,11.52,16.78,37.64,40.96,60.07,53.45,21.01,62.98,39.23,91.69,84.54,97.89,175.98,140.4,79.31
1312.59,91.47,105.87,109.59,126.96,85.21,80.24,208.72,204.86,204.59,143.09,146.67,167.87,1.34,4.5,16,0,0,17.28,13.05,22.34,21.57,19.99,37.04,20.38,53.83,54.15,38.28,101.36,113.98,35.99
1314.26,123.17,100.53,76.55,106,88.45,82.12,183.25,164.14,190.55,139.68,146.88,172.02,0,0,6.91,0,0,5.22,0.74,14.05,34.53,31.11,22.35,12.79,21.31,15.01,19.25,74.25,68.06,16.82
1315.94,93.13,98.45,63.12,105.97,107.62,67.93,154.39,160.7,203.79,129.22,155.36,161.79,8.52,0,0,0,0,0,8.66,8.67,22.74,45.51,7.71,16.66,0,0,0,83.09,37.7,0
1317.61,127.25,70.53,76.85,95.09,100.94,86.56,151.7,149.43,203.86,162.92,167.34,125.71,8.52,0,0,0,0,0,10.99,23.17,29.9,40.46,7.71,12.7,0,0,0,66.88,9.03,0
1319.28,107.3,73.55,100.17,101.15,83.19,123.45,169.96,167.77,175.21,145.22,136.92,103.9,8.52,0,0,0,0,0,29.43,32.62,13.94,28.65,11.1,36.95,0,0,0,25.71,6.85,0
1320.95,71.51,69.38,94.65,86.36,39.26,125.49,173.39,165.95,145.73,129.36,124.33,81.26,0,0.29,0,0,0,0,26,32.19,8.77,15.32,11.1,24.25,0,0,0,5.39,6.85,0
1322.62,45.54,65.04,73.95,65.05,30.82,124.69,148.66,152.63,122.42,124.33,72.24,88.78,0,0.29,0,0,0,0,31.04,36.24,1.61,14.45,11.1,24.25,0,0,0,0,0,0
1324.29,54.51,73.96,49.52,64.35,47.98,96.15,111.54,110.58,136.39,107.23,84.08,116.9,0,0.29,0,0,0,0,11.86,18.55,1.61,11.05,0.23,9.36,0,0,0,0,0,0
1325.96,80.86,64.6,26.58,65.68,75.17,65.85,114.82,84.94,151.08,136.53,99.65,118.08,0,0,0,0,0,0,18.17,18.55,4.53,9.98,0.23,9.36,0,0,0,0,0,0
1327.63,70.91,69.61,33.9,85.4,83.41,56.39,133.82,101.34,165.16,111.88,146.93,110.97,0,0,0,0,0,0,10.8,0,4.53,0,0.23,9.36,0,0,0,0,0,0
1329.29,72.69,46,58.6,58.82,77.36,42.64,157.21,138.81,162.96,135.61,164.27,104.58,0,0,0,0,0,0,10.96,0,4.53,1.58,0,9.44,0,0,0,0,0,0
1330.96,78.5,68.44,103.56,84.28,63.68,70.07,151.66,157.67,147.49,116.73,141.65,116.23,0,0,0,0,0,0,1.68,6.39,0,1.58,6,17.21,0,0,0,0,0,0
1332.62,82.92,85.81,98.24,69.34,74.27,67.96,144.73,148.47,164.63,134.46,139.31,140.16,0,0,0,0,0,0,14.34,6.39,6.97,6.06,25.47,20.45,0,0,0,0,0,0
1334.28,96.94,96.11,94.52,92,62.78,62.78,134.74,143.56,165.04,121.46,118.91,122.03,0,0,0,0,0,0,26.33,6.39,6.97,19.81,39.08,11.01,0,0,0,0,0,0
1335.95,94.67,107.46,95.84,70.03,74.01,54.64,129.82,182.7,186.85,119.51,154.89,124.95,0,0,0,0,0,0,26.23,25.3,14.31,23.79,33.08,13.52,0,0,0,0,0,0
1337.61,113,90.07,112.76,72.67,69.16,63.77,148.17,202.45,183.94,127.18,146.15,121.14,0,0,0,0,0,0,13.57,37.98,7.34,27.04,25.85,16.61,0,0,0,0,0,0
1339.27,81.82,84.17,121.83,67.12,74.13,66.38,160.03,196.71,169.19,136,144.57,139.83,0,0,0,0,0,0,1.42,45.18,7.34,21.32,18.99,16.61,0,0,0,0,0,0
1340.92,119.02,96.32,110.95,94.94,93.15,85.69,206.28,163.36,161.17,146.55,127.04,146.23,3.15,0,0,0,0,0,8.83,38.94,2.03,21.85,32.91,26.97,0,0,0,0,0,0
1342.58,137.6,89.51,112.78,106.15,102.2,84.72,217.26,183.07,163.21,160.48,140.89,159.02,3.15,0,0,0,0,0,8.83,37.71,13.11,27.07,36.98,24.68,0,0,0,0,0,0
1344.24,142.56,118.41,122.66,114.39,107.97,100.45,224.96,210.83,189.97,159.79,146.46,171.86,3.15,0,0,0,0,0,26.83,59.74,15.59,43.2,60.3,52.8,0,0,0,0,0,0
1345.9,131.79,119.91,124.13,95.23,93.99,97.78,202.61,248.21,224.34,170.72,156.31,186.63,1.95,0,0,0,0,0,65.53,63.78,35.23,65.69,77.65,56.12,0,0,0,0,0,0
1347.55,125.17,148.57,108.42,96.89,86.84,92.93,212.43,236.75,212.54,171.14,151.65,170.23,4.36,9.42,2.46,0,0,0,85.61,59.63,30.01,65.98,68.8,69.91,0,0,0,0,0,0
1349.2,129.82,124.15,118.32,102.15,103.62,89.68,201.86,253.25,197.02,189.17,182.26,156.77,11.7,9.42,10.82,0,0,0,96.36,55.39,52.03,73.19,72.19,46.61,0,0,0,0,0,0
1350.86,122.73,127.34,123.81,108.34,104.99,56.68,211.58,236.35,175.12,198.14,204.81,161.92,9.75,10.89,10.82,0,0,0,49.8,47.17,41.08,74.09,70.28,42.34,0,0,0,0,0,0
1352.51,122.91,126.46,137.9,110.46,123.96,44.96,182.91,243.07,173.16,185.38,208.31,168,7.34,1.47,8.36,0,0,0,42.71,46.42,69.25,78.78,63.5,46.87,0,0,0,0,0,0
1354.16,126.7,154.18,121.26,102.18,112.19,41.82,186.85,229.07,187.14,182.23,178.4,172.02,0,1.47,0,0,0,0,35.3,32.35,66.79,79.18,42.41,42.09,0,0,0,0,0,0
1355.81,117.86,105.95,107.33,98.94,111.79,47.73,162.86,226.79,144.19,137.47,139.88,157.43,3.43,0,0,0,0,0,41.81,41.54,74.57,82.15,30.23,42.56,0,0,0,0,0,0
1357.46,103.29,110.31,98,112.96,102.99,68.23,187.81,205.13,143.84,143.98,113.31,158.44,20.04,0,1.55,0,0,0,64.89,58.29,68.26,88.03,45.97,31.61,0,0,0,0,0,0
1359.1,96.76,93.72,82.37,113.35,79.57,77.44,201.81,174.86,112.22,128.21,105.11,140.17,27.18,0,1.55,0,0,0,57.55,71.3,70.86,73.83,46.29,39.56,0,0,0,0,0,0
1360.75,60.5,103.06,85.35,111.01,76.07,92.58,201.44,152.86,143.54,139.71,103.85,119.83,32.31,0,1.55,0,0,0,85.9,68.99,75.81,47.98,47.96,37.55,0,0,0,0,0,0
1362.4,49.29,75.11,102.7,91.05,56.62,75.43,157.45,122.59,136.25,108.6,114.65,107.88,15.7,0,0,0,0,0,60.16,45.67,75.35,43.71,46.21,47.44,0,0,0,0,0,0
1364.04,24.01,59.75,111.65,82.68,64.76,52.21,118.42,120.6,164.58,99.1,114.05,104.53,8.56,0,6.07,0.19,0,0,67.11,37.63,80.91,43.47,45.82,52.03,0,0,0,0,0,0
1365.69,18.95,60.67,102.54,72.91,43.5,28.58,99.33,88.89,141.84,70.53,101.72,97.12,0,0,6.07,0.19,0,0,51.52,32.38,70.6,48.7,37.24,43.08,0,0,0,0,0,0
1367.33,41.43,61.74,78.24,51.96,36.39,12.77,99.41,87.68,103.95,71.13,89.55,74.87,0,0,6.07,0.19,0,0,56.4,46.19,75.42,42.72,23.45,40.6,0,0,0,0,0,0
1368.97,77.83,71.4,88.88,53.27,36.87,16.89,87.77,72.08,83.33,74,84.66,80.22,17.11,0,5.27,0,0,8.88,44.53,44.32,45.22,61.33,21.91,40.36,0,0,0,0,0,0
1370.61,105.77,47.61,75,59.06,45.5,16.82,92.29,68.98,62.54,87.7,85.93,64.74,17.11,1.42,5.27,0,0,8.88,42.89,27.82,40.87,52.51,20.28,44.04,0,0,0,0,0,0
1372.25,106.16,67.92,82.94,67.34,71.96,50.58,96.66,82.39,84.59,107.9,78.02,69.08,17.11,1.42,5.27,0,0,8.88,39.5,21.77,8.78,55.94,36.22,49.63,0,0,0,0,0,0
1373.89,98.36,73.71,93.04,84.11,54.56,50.81,105.86,76.3,100.14,99.59,93.61,47.91,0,1.42,0,0,0,4.33,43.14,7.76,26.95,31.07,46.86,37.28,0,0,0,0,0,0
1375.53,108.39,93.95,113.29,77.03,39.98,58.87,93.56,103.37,123.18,109.44,85.36,61.24,0,0,0,0,0,4.33,47.79,19.63,27.89,44.88,40.52,37.25,0,0,0,0,0,0
1377.16,113.24,96.39,123.36,80.09,34.22,45.74,88.77,93.61,127.4,111.46,98.6,72.06,0,12.97,0,0,0,12.42,79.13,52.31,51.14,52.38,39.21,28.58,0,0,0,0,0,0
1378.8,98.91,65.65,93.59,62.65,32.08,41.1,86.15,91.36,86.78,115.97,60,54.71,0,12.97,0,0,0,8.09,86.15,75.66,45.45,43.23,22.25,35.88,0,0,0,0,0,0
1380.43,73.3,72.95,98.19,59.24,41.51,54.16,101.25,63.49,75.55,99.86,55.12,37.4,0,12.97,0,0,0,8.09,62.89,63.79,47.33,45.33,38.2,50.47,0,0,0,0,0,0
1382.07,67.39,57.96,81.84,33.55,24.98,30.32,109.4,68.01,58.38,65.48,49.95,39.81,0,0,0,0,0,0,45.85,33.08,37.9,40.46,45.51,50.08,0,0,0,0,0,0
1383.7,67.08,53.02,85.41,13.73,24.98,29.68,100.84,65.81,51.15,40.69,41.4,40.16,0,0,0,0,0,0,26.12,9.74,25.42,65.38,41.07,55.83,0,0,0,0,0,0
1385.33,92.93,51.78,79.47,1.44,14.52,30.86,86.44,65.45,41.75,33.07,42.67,38.66,5.81,0,0,0,0,0,54.87,55.11,35.26,74.77,43.98,62.38,0,0,0,0,0,0
1386.96,97.49,43.58,50.91,17.86,6.78,36.69,63.77,74.14,55.74,32.17,38.98,27.21,14.6,6.47,0,0,0,0,41.55,65.8,44.56,76.96,55.02,72.06,0,0,0,0,0,0
1388.59,100.98,64.2,41.61,26.93,6.78,35.51,68.72,81.44,77.34,30.21,54.56,41.37,14.6,12.92,0,0,0,0,72.08,96.29,79.06,54.85,61.96,87.76,0,0,0,0,0,0
