wavenumber,PLA1ppm-1,PLA1ppm-2,PLA1ppm-3,PLA5ppm-1,PLA5ppm-2,PLA5ppm-3,PLA10ppm-1,PLA10ppm-2,PLA10ppm-3,PLA50ppm-1,PLA50ppm-2,PLA50ppm-3,PLA100ppm-1,PLA100ppm-2,PLA100ppm-3,PLA200ppm-1,PLA200ppm-2,PLA200ppm-3,PLA300ppm-1,PLA300ppm-2,PLA300ppm-3,PLA400ppm-1,PLA400ppm-2,PLA400ppm-3,PLA500ppm-1,PLA500ppm-2,PLA500ppm-3,PLA600ppm-1,PLA600ppm-2,PLA600ppm-3
890.97,5.15,41.94,38.9,75.68,70.6,34.31,0,27.52,48.6,81.69,84.51,57.11,106.65,71.68,72.98,160.75,159.41,173.03,100.58,72.52,88.58,69.64,93.63,89.23,445.46,432.26,386.87,490.58,455.33,563.29
892.89,14.85,13.6,27.53,64.98,74.89,31.3,4.14,27.52,27.94,49.92,50.52,45.92,67.12,73.97,54.89,176.89,154.17,174.09,80.24,75.11,87.27,76.73,79.08,62.04,427.19,409.9,379.91,434.24,439.54,539.69
894.8,14.76,13.6,36.4,84.3,59.86,48.97,20.59,46.63,44.64,32.81,58.86,22.48,51.71,71.71,35.92,193.49,168.39,180.61,65.37,96.85,89.09,101.94,72.65,74.31,439.7,446.33,391.07,423.68,398.54,541.54
896.71,9.7,1.34,24.16,61.4,50.63,34.32,32.6,41.17,37.11,19.15,37.64,6.62,36.42,64.25,31.07,221.88,167.4,179.6,45.64,102.38,87.04,91.62,59.69,70.38,395.34,466.21,410.02,411.91,388.99,518.18
898.62,0,7.27,42.14,68.73,62.95,58.01,28.46,51.3,62.51,25.71,42.98,24.76,34.59,72.57,62.34,227.07,181.2,210.05,61.03,130.38,72.13,69.76,56.85,78.57,423.77,454.22,419.43,450.26,398.23,505.61
900.52,13.28,22.67,44.69,58.97,54.85,33.28,35.2,54.28,68.74,26.82,34.21,32.72,44.87,74.01,88.06,195.73,172.8,204.3,79.56,124.84,67.68,81.03,40.48,78.89,387.98,446.35,409.3,424.73,428.59,481.16
902.43,14.55,21.33,40.79,43.09,36.31,49.55,23.19,46.13,54.16,44.49,22.81,36.43,38.29,75.24,88.9,169.18,158.87,208.02,87.23,124.78,52.7,108.43,38.9,57.01,378.32,410.28,399.63,422.65,402.74,444.84
904.34,33.36,25.43,28.57,57.9,27.45,28.06,46.46,54.65,57.94,38.49,40.92,34.35,47.93,66.37,89.98,168.86,171.5,194.98,87.14,103.29,62.96,121.73,68.56,60.36,362.56,425.77,401.52,404.14,403.12,459.08
906.24,29.98,38.87,28.03,45.72,65.6,36.23,53.73,53.49,44.37,50.5,42.71,60.27,54.14,91.74,79.62,171.79,184.38,215.51,93.62,112.38,81.13,132.94,84.79,59.96,387.7,438.17,412.66,440.52,413.74,473.55
908.15,34.39,49.52,36.27,74.99,68.54,34.21,86.06,60.11,70.27,56.28,61.12,90.31,76.36,96.45,77.95,157.74,214.6,221.74,93.8,130.16,92.66,109.51,71.38,82.24,379.52,456.58,415.81,453.59,435.7,489.04
910.05,44.26,50.53,22.55,44.05,77.94,35.97,69.88,72.16,63.59,62.51,52.13,76.46,61.26,72.5,75.28,145.71,212.18,195.65,109.66,121.63,76.54,84.09,49.98,78.54,395.68,457.68,390.3,450.66,415.01,483.55
911.95,41.35,59.11,15.81,64.34,73.24,74.3,64.91,58.43,99.45,98.63,56.7,47.17,66.29,79.01,56.7,142.47,194.89,189.7,101.66,134.9,66.88,67.8,62.71,86.3,353.64,421.91,373.6,433.86,407.12,491.84
913.86,67.67,59.24,22.29,48.53,73.77,69.87,53.83,51.26,78.86,86.97,60.5,54.77,59.88,56.43,69.39,166.81,173.83,181.33,116.24,119.08,85.14,47.74,62.69,72.63,374.84,433.04,384.8,412.3,393.79,492.71
915.76,39,48.72,37.85,52.73,81.65,67.78,46.75,46.41,77.94,91.32,88.96,49.37,78.71,81.74,63.31,155.72,169.35,177.87,86.4,129.84,95.98,53.94,48.57,63.88,347.94,413.74,412.57,409.64,428.69,494.48
917.66,52.9,32.43,33.73,50.17,43.17,48.26,23.21,65.12,38.57,44.56,120.98,76.2,98.99,69.18,112.71,159.76,179.67,164.2,89.36,87.41,76.29,16.24,30.91,48.58,341.5,426.24,417.48,404.43,436.06,487.71
919.55,20.9,21.63,15.56,68.51,37.53,46.31,8.23,73.38,48.08,49.36,116.9,69.92,102.07,78.74,104.55,142.94,175.46,175.34,71.45,60.44,68.39,29.05,64.38,45.08,348.19,445.21,393.84,417.36,455.22,486.41
921.45,36.59,24.47,24.75,78.41,20.78,48.59,19.8,69.19,49.48,72.38,93.37,100.86,118.6,74.09,124.84,173.91,179.7,175.95,76.02,33.28,91.96,24.31,73.65,45.05,353.34,452.63,373.34,393.07,438.51,487.56
923.35,15.69,5.65,28.11,56.33,33.31,52.23,20.37,62.33,56.54,107.75,63.18,96.14,90.81,55.46,122.48,199.9,181.63,186.58,70.6,55.47,96.56,44.28,78.94,39.04,389.85,484.08,397.19,384.13,425.49,463.07
925.24,15.69,5.65,28.11,33.59,48.6,67.54,37.6,60.81,60.27,110.45,60,76.43,103.15,57.61,137.57,212.69,193.03,185.35,65.99,44.24,85.62,45.35,41.58,50.15,390.81,467.33,448.51,350.33,408.59,464.71
927.14,0,2.63,3.37,12.93,47.67,62.98,48.94,39.14,45.1,93.26,36.27,50.5,104.62,41.56,129.12,200.62,210.23,202.25,61.85,51.37,52.15,44.22,40.46,37.73,390.91,478.71,454.96,343.98,395.82,425.14
929.03,9.33,15.17,1.93,29.88,53.32,32.36,64.17,54.61,42.16,73.98,39.77,31.47,109.76,46.53,126.35,186.89,215.44,189.84,27.34,36.53,54.04,24.26,31.37,35,347.69,482.11,470.1,338.32,404.07,419.6
930.92,9.33,15.17,7.82,30.52,44.98,9.18,44.4,44.75,50.55,63.69,40.93,21.44,121.03,69.28,135.04,179.63,237.12,181.24,31.36,55.06,31.73,37.95,32.86,18.4,349.6,495.64,471.04,325.45,418.45,397.52
932.81,9.33,14.84,7.82,30.52,33.91,4.44,30.19,49.03,42.76,56.97,45.99,38.97,113.65,89.72,134.08,177.73,213.49,156.66,41.07,50.71,37.78,31.66,29.25,17.84,339.2,490.53,494,339.27,408.19,419.79
934.7,0.65,0,5.9,30.73,19.83,4.44,35.97,17.06,33.7,43.59,33.73,32.18,138.06,95.61,129.9,172.63,199.32,160.21,50.65,41.84,35.3,45.71,41.1,6.45,338.26,475.55,499.43,310.55,383.39,405.87
936.59,0.65,2.95,0,28.63,14.09,13.6,32.24,17.42,25.31,34.22,24.47,49.39,98.26,67.3,115.52,159.99,182.95,148.57,60.97,31.76,33.86,23.68,57.09,18.8,347.79,448.05,479.99,325.96,362.39,389.41
938.48,0.65,5.77,0,28.63,28.89,14.46,23.55,18,36.88,16.4,19.41,44.5,81.48,47,83.82,152.71,189.61,165.29,66.31,18.86,16.35,25.02,44.1,23.48,345.01,438.9,445.25,309.06,365.74,379.97
940.37,0,11.14,0,10.45,24.8,32.92,0,15.46,32.71,5.04,9.39,60.95,58.49,34.16,83.58,135.22,181.06,159.47,61.79,8.46,5.5,10.98,40.24,23.48,366.36,395.55,390.64,300.96,367.56,387.01
942.25,0,8.18,0,2.18,15.78,23.76,0,7.16,35.99,1.09,5.49,38.41,88.85,38.34,68.69,134.43,184.2,152.69,37.3,7.91,5.5,5.42,39.06,4.67,346.07,404.56,366.39,281.88,375.07,384.39
944.14,0,5.36,0,2.18,0.98,25.12,0,2.29,24.42,0,9.96,17.32,99.34,60.31,95.59,135.1,159.47,143.37,10.89,17.02,5.5,10.71,38.39,0,351.25,399.71,360.28,270.6,401.39,362.59
946.02,1.95,0,0,0,0.98,9.49,1.69,2.29,34.04,0,27.75,0,105.51,60.29,89.17,162.13,178.77,136.08,27.89,17.02,5.83,10.71,37.04,13.12,347.12,420.88,386.52,288.01,393.39,341.47
947.91,1.95,0,0,0,0,9.49,1.69,0,12.21,0,24.8,0,86.14,57.41,102.55,184.96,170.86,135.92,22.06,17.11,5.83,19.87,20.74,22.92,321.12,369.53,370.91,298.88,379.86,312.49
949.79,6.81,0,0,0,0,2.83,1.69,23.95,12.21,0,20.93,11.61,82.45,59.87,103.6,190.48,198.98,126.13,32.61,7.99,5.83,20,20.74,33.08,329.82,384.53,360.65,307.45,362.02,312.2
951.67,4.86,0,24.94,0,0,0,0,23.95,0,1.26,0.61,11.61,88.9,75.13,97.12,175.8,175.23,134.14,10.55,10.02,20.79,36.43,17.01,39.71,347.31,347.68,365.54,303.15,365.32,319.39
953.55,4.86,0,24.94,0,0,0,0,26.56,0,1.26,0.61,15.15,95.69,75.73,94.99,166.48,192.51,111.18,10.55,2.02,20.79,45.72,17.01,65.36,352.84,360.52,372.12,322.21,361.65,319.6
955.43,0,0,24.94,0,0,0,0,2.61,0,1.26,0,7.56,112.5,57.36,74.2,152.51,167.14,114.91,0,26.89,20.79,34.87,25.09,55.2,335.39,331.72,381.4,320.96,313.67,308.17
957.31,3.63,0,0,0,7.25,5.18,6.43,2.61,0,0,0,9.5,108.33,67.33,71.44,147.57,178.79,116.33,22.08,46.22,7.17,35.88,26.09,42.23,319.97,305.95,352.04,314.07,306.72,326.44
959.18,3.63,0,0,0,7.25,5.18,6.43,0,0,0,5.2,5.95,97.73,88.55,69.91,127.54,142.36,129.34,22.08,46.22,7.17,17.43,26.09,19.17,301.79,300.43,325.26,264.09,284.34,333.29
961.06,3.63,0,0,1.71,7.25,5.18,6.43,0,0,0,11.73,7.4,100.92,113.55,85.84,118.64,146.06,116.82,22.08,21.36,7.17,17.43,18.01,29.41,293.76,291.06,312.29,253.26,301.11,334.95
962.94,0,0,0,1.71,0,3.04,0,0,0,0.52,25.7,5.46,80.13,101.58,88.12,99.77,119.45,121.99,0,0,6.29,0,0,22.64,272.75,293.05,291.35,208.44,273.91,292.31
964.81,0,0,0,1.71,0,3.04,0,0,0,0.52,20.5,5.46,77.92,70.51,90.98,113.48,122.75,120.41,0,0,6.29,0,0,10.24,263,283.29,265,188.55,257.63,268.25
966.68,0,0,0,0,0,3.04,0,0,0,0.52,13.97,0,34.69,32.69,58.53,88.32,98.86,105.3,0,0,6.29,0,0,0,215.72,209.34,255.8,142.79,220.48,220.67
968.55,0,0,0,0,0,0,0,0,0,0,0,0,15.13,4.82,32.06,65.3,72.1,58.67,0,0,0,0,0,0,178.25,170.87,213.4,87.24,136.8,155.23
970.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.01,53.14,29.05,0,0,0,0,0,0,155.91,108.21,202.81,59.77,64.79,83.82
972.3,0,0,0,0,0,0,0,0,0,0,0,0,12.56,6.11,3.25,18.37,41.1,27.48,0,0,0,0,0,0,154.84,113.47,157.48,20.42,12.85,31.78
974.16,0,0,0,0,0,0,0,0,0,0,0,0,17.49,18.64,13.89,27.98,49.3,15.27,0,0,0,0,0,0,116.01,76.98,155.4,27.05,37.18,0.44
976.03,0,0,0,0,0,0,0,0,0,0,0,0,17.49,18.64,13.89,27.98,46.75,28.65,0,0,0,0,0,0,89.44,66.75,104.59,6.63,37.18,0.68
977.9,0,0,0,0,0,0,0,0,0,0,0,0,10.41,12.53,20.53,18.45,35.58,13.38,0,0,0,0,0,0,69.9,27.8,73.47,31.07,27.44,0.24
979.77,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0,9.89,21.35,30.74,25.24,0,0,0,0,0,0,65.72,19.96,22.38,24.44,3.11,0.24
981.63,0,0,0,0,0,0,0,0,0,0,0,0,7.42,13.39,9.95,21.35,11.71,12.69,0,0,0,0,0,0,48.36,0,16.01,24.44,3.11,0
983.49,0,0,0,0,0,0,0,0,0,0,0,0,1.94,13.39,0.06,21.72,11.71,12.69,0,0,0,0,0,0,18.49,0,0.14,0,0,0
985.36,0,0,0,0,0,0,0,0,0,0,0,0,1.94,13.39,0.06,0.37,7.73,11.53,0,0,0,0,0,0,5.2,0,0,0,0,0
987.22,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1.33,0,0.37,7.58,13.74,0,0,0,0,0,0.71,2.15,0,0,0,0,0
989.08,0,0,0,0,0,0,0,0,0,0,0,0,3.4,5.13,1.69,0,7.58,22.13,0,0,0,0,0,0.71,2.24,0,0,0,0,0
990.94,0,0,0,0,0,0,0,0,0,0,0,0,3.4,13.07,1.69,0,0,24.17,0,0,0,0,0,0.71,0.09,0,0,0,0,0
992.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11.75,14.07,0,1.87,21.13,0,0,0,0,0,0,0.09,0,0,0,0,0
994.66,0,0,0,2.15,0,0,0,0,0,0,0,0,0,14.21,25.44,0,16.28,12.74,0,0,0,0,0,0,0,0,0,0,0,0
996.51,0,0,0,2.15,0,0,0,0,0,0,0,0,0,6.26,43.76,10.54,24.46,0,0,0,0,0,0,11.63,0.88,0,0,0,0,0
998.37,0,0,0,2.15,0,8.45,0,0,0,0,0,0,0,13.97,49.51,35.43,28.44,26.05,2.85,4.45,0,0,0,14.04,0.88,0,0,0,0,0
1000.22,0,0,0,0,0,8.45,0,0,0,0,0,0,0,12.16,47.61,35.43,14.03,26.05,2.85,11.84,0,0,0,14.04,0.88,0,0,0,0,0
1002.08,0,0,0,0,0,8.45,0,0,0,0,0,0,19.46,20.91,29.4,40.87,5.85,26.05,2.85,11.84,0,0,0,2.41,0,0,0,0,0,0
1003.93,0,0,0,3.34,0,0,0,0,0,0,0,0,19.46,13.2,11.27,15.98,3.57,0,0,7.39,1.29,1.71,0,0,0,0,0,0,0,0
1005.78,0,0,0,3.34,0,0,0,0,0,0,0,0,19.46,11.56,0.11,24.07,5.18,0,0,0,1.29,1.71,0,0,0,0,0,0,0,0
1007.63,0,0,0,3.34,0,0,0,0,0,0,0,0,0,2.81,0,8.09,5.18,0,0,0,1.29,1.71,0,1.7,0,0,0,0,0,0
1009.48,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,8.09,1.61,0,0,0,0,0,0,1.7,0,0,0,0,0,0
1011.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,8.9,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0
1013.18,0,0,4.49,0,0,0,0,0,0,0,0,0,0,7.38,19.1,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
1015.03,0,0,4.49,0,0,0,0,0,0,0,0,0,0,7.38,19.1,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
1016.87,0,0,4.49,0,0,0,0,0,0,0,0,0,0,5.03,10.21,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0
1018.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0
1037.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.69,0,0,0,0,0,0
1038.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22,37.47,16.95,0,0,0,0,0,0
1040.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,18.21,42.69,15.12,0,0,0,0,0,0
1042.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,0,0,25.55,54.25,20.31,0,0,0,0,0,0
1044.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.42,0,3.97,17.33,30.56,19.05,0,0,0,0,0,0
1046.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.89,0,11.9,7.33,46.79,22.63,0,0,0,0,0,0
1048.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36,0,11.9,0.08,35.23,4.27,0,0,0,0,0,0
1049.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.61,5.52,7.93,2.98,28.18,4.27,0,0,0,0,0,0
1051.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,5.52,0,2.98,6.73,0,0,0,0,0,0,0
1053.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,5.52,11.67,2.9,6.73,0,0,0,0,0,0,0
1055.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0
1057.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.67,0,0,0,0,0,0,0,0,0
1059.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39,0,0.85,0,0,0,0,0,0,0,0,0
1089.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39,0,0.85,0,0,0,0,0,0,0,0,0
1091.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82,15.87,1.37,16.87,0,0,0,0,0,0,0,0
1093.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,28.76,0.51,16.87,0,0,0,0,0,0,0,0
1095.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.04,36.81,0.51,16.87,0,0,0,0,0,0,0,0
1097.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,25.03,0.02,0,0,0,0,0,0,0,0,0
1098.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,12.62,0.02,0,0,0,0,0,0,0,0,0
1100.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,0.02,0,0,0,0,0,0,0,0,0
1102.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0
1104.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0
1106.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,0,0,0,0,0,0
1116.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,0.68,3.74,0,0,0,0,0,0,0,0,0
1118.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.47,5.76,37.54,3.82,3.19,0,0,0,0,0,0,0
1120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.79,33.58,63.38,6.08,8.46,13.63,0,0,0,0,0,0
1122.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,63.6,78,29.56,31.26,37.12,0,0,0,0,0,0
1123.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44,79.2,76.88,50.56,67.18,64.26,0,0,0,0,0,0
1125.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,4.15,0,0,92.08,94.83,109.11,77.92,107.13,80.22,0,0,0,0,0,8.25
1127.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,15.11,0,4.45,116.75,118.16,138.71,101.65,124.45,100.21,0,0,3.25,0,0,8.25
1129.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65,19.55,0,14.15,152.35,152.41,162.9,113.29,122.34,114.79,0,0,8.9,7.5,9.63,9.79
1131.11,0,0,0,0,0,0,0,0,0,0,0,0,4.69,12.94,27.64,28.79,24.41,22.56,148.53,158.58,151.34,118.53,111.16,105.95,2.92,11.71,19.07,20.75,29.04,25.52
1132.89,0,0,0,0,0,0,0,0,0,0,0,0,4.69,12.94,31.86,20.95,39.53,22.68,146.3,160.01,163.04,104.01,128.23,93.69,23.76,25.05,39.32,54.86,56.68,81.42
1134.67,0,0,0,0,0,0,0,0,0,0,0,0,4.69,16.01,27.91,28.25,65.58,32.28,162.54,152.58,158.88,94.3,139.78,91.25,44.08,56.61,71.74,79.26,115.51,129.95
1136.45,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,19.75,14.86,46.61,41.68,127.93,104.29,127.86,90.41,147.13,80.94,42.76,65.8,92.66,106.16,137.18,133.99
1138.23,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,15.53,16.88,51.23,89.34,107.9,61.26,84.76,89.43,129.73,64.88,47.38,74.27,96.2,101.68,137.79,152.31
1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43,28.05,64.98,106.14,71.69,24.7,76.47,103.92,93.81,40.3,58.51,103.58,118.91,126.7,147.58,159.8
1141.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,42.29,94.66,133.52,49.73,40.73,90.1,104.01,74.81,51.64,86.58,147.18,150.9,123,170.66,213.25
1143.55,0,0,0,0,0,0,0,0,0,0,0,0,2.41,9.85,31.43,67.06,103.02,114.6,49.8,39.8,73.54,72.29,62.5,52.01,89.72,206.5,177.28,145.03,184.13,232.09
1145.33,0,0,0,0,0,0,0,0,0,0,0,0,2.41,16.32,30.31,72.31,74.2,125.16,29.52,31.67,32.35,40.55,49.87,37.32,87.35,210.32,151.16,156.57,164.1,274.11
1147.1,0,0,0,0,0,0,0,0,0,0,0,0,20.36,34.09,28.22,83.81,58.96,107.97,25.32,28.46,10.07,12.39,30.62,16.74,79.94,196.76,155.33,169.39,142.7,314.75
1148.87,0,0,0,0,0,0,0,0,0,0,0,0,23.53,43.34,18.7,76.56,58.97,112.03,0.84,16.98,10.07,12.39,3.14,1.2,100.47,190.82,183.45,155.49,165.58,316
1150.64,0,0,0,0,0,0,0,0,0,0,0,0,23.53,54.16,32.55,65.56,74.56,90,0.84,14.17,6.86,2.88,3.14,9.34,107.28,209.49,194.52,122.88,175.07,314.21
1152.41,0,0,0,0,0.11,5.1,0,0,0,0,0,0,19.2,68.9,28.2,57.14,68.74,84.23,0,0,0,0,0,10.52,105.38,221.45,215.53,120.55,212.52,292.04
1154.18,0,0,0,0,0.11,5.1,0,0,0,0,0,0,44.56,79.34,34.55,54.09,68.29,79.16,3.79,0,6.05,0,0,10.52,110.2,231.46,212.94,124.28,227.37,296.94
1155.95,0,0,0,0,0.11,5.1,0,0,0,0,0,0,50.82,85.91,37.04,57.51,66.63,54.53,3.79,8.18,6.05,0,0,2.39,121.53,250.32,248.19,136.85,246.06,328.34
1157.72,0,0,0,0,0,0,0,0,0,0,0,0,37.2,82.96,59.67,50.4,82.12,58.07,3.79,8.18,9.87,3.06,10.81,6.55,156.69,275.35,246.94,136.6,258.25,329.26
1159.48,0,0,0,0,0,0,0,0,0,0,0,0,27.65,64.48,42.43,50.76,73.42,52.42,0,11.31,3.82,17.66,12.8,6.55,153.36,278.55,257.87,136.85,247.29,326.01
1161.25,0,0,0,0,0,0,0,0,0,0,0,0,42.57,47.8,42.34,52.93,58.85,76.94,0,3.13,3.82,17.66,30.98,6.55,135.2,262.25,272.96,147.94,221.83,319.28
1163.01,0,0,0,0,0,0,4.91,0,0,0,0,0,50.56,55.26,38.05,53.57,60.76,89.24,0,3.13,0,18,39.89,0,127.21,290.13,289.23,141.21,188.55,321.72
1164.77,5.64,0,0,0,0,0,4.91,0,0,0,0,0,66.32,57.09,64.13,53.58,69.69,113.9,6.81,0,0,3.4,48.5,0,136.61,292.07,330.56,151.87,203.33,346.56
1166.54,5.64,0,0,0,0,0,4.91,0,0,0,0,0,56.11,65.94,72.9,62.94,82.99,109.59,6.81,0,0,4.29,30.32,24.24,152.74,311.07,326.95,127.26,214.51,349.14
1168.3,5.64,0,0,0,0,20.1,0,0,0,0,6.74,0,83.92,49.49,85.36,93,77.31,118.31,6.81,0,5.03,4.72,40.99,43.7,179.27,282.13,337.41,157.38,227.09,379.44
1170.06,0,0,0,0,0,20.1,0,0,0,0,6.74,0,56.32,56.29,70.41,73.03,57.22,94.61,0,0,23.52,14.05,30.39,43.7,171.07,267.81,297.81,159.12,209.95,348.37
